,neighbors
569,['13249000001' '13193000001' '13193000004' '13261000029' '13193000005']
570,"['13269000005' '13269000006' '13249000001' '132250000F1' '13193000002'
 '13193000004' '13193000003' '1307900001A']"
571,['13193000002' '13193000001' '13193000005' '13193000003']
572,"['1312100JC01' '13117000021' '13117000001' '13135000140' '1312100JC02'
 '13135000130']"
573,"['1312100JC07' '13117000019' '1312100JC06' '13135000155' '13135000140'
 '1312100JC02' '13135000007' '13135000111']"
574,['13117000019' '13117000025' '13117000001' '13135000130']
575,"['1305900006A' '1305900002A' '1305900005D' '13157002000' '13157001000'
 '13219000009' '13195000PIT' '13013000007' '1305900005B' '13195000ILA'
 '1305900006B']"
576,"['13157002000' '13013000008' '13157004000' '13013000007' '13139000011'
 '13157003000' '13139000010']"
577,"['13129000874' '13227000002' '13227000005' '13227000009' '13227000003'
 '13015000012' '13057000033']"
578,['13079000002' '13293000588' '1317101712C' '13207000014']
579,"['13245000708' '13245000306' '13245000308' '13073000090' '13245000707'
 '13073000100' '13245000705' '13073000115']"
580,['13245000703' '13245000706' '13245000707' '13245000705']
581,"['13245000207' '13245000604' '13245000802' '13245000114' '13245000109'
 '13245000103' '13245000115']"
582,"['13245000106' '13245000303' '13245000703' '13245000702' '13245000307'
 '13245000701' '13245000108']"
583,"['13245000301' '13245000309' '13245000310' '13073000076' '13245000706'
 '13245000308' '13245000507' '13245000705' '13245000305']"
584,"['13073000076' '13245000706' '13245000306' '13073000090' '13245000705'
 '13073000115']"
585,"['13021000HO3' '13207000011' '13207000007' '13021000HO2' '13021000HO1'
 '13207000012' '13207000001' '13207000002']"
586,"['13033000002' '13245000104' '13245000810' '13245000808' '13033000005'
 '13245000805' '13245000115' '13245000806']"
587,"['13245000207' '13245000503' '13245000114' '13245000208' '13245000605'
 '13245000603']"
588,['13245000207' '13245000604' '13245000104' '13245000202' '13245000605']
589,['13071000016' '13071000017' '13321000011' '13321000012' '13071000021']
590,"['13071000008' '13275000111' '132050000CT' '13071000013' '13071000011'
 '13275000106' '132050000HI']"
591,"['13071000008' '13071000016' '13071000012' '13071000011' '132050000SC'
 '13071000021' '132050000HI']"
592,"['13071000016' '13071000001' '13071000015' '13071000002' '13071000019'
 '13071000010' '13071000011' '13321000011' '13321000010' '13321000012']"
593,"['131290849-B' '13129000980' '13129000856' '13129001064' '13129001056'
 '13129000973' '13129001063' '13129001055' '13129001054']"
594,['131290849-A' '13129000980' '13129000856']
595,"['131290849-A' '131290849-B' '13129001063' '133130000TI' '133130000CA'
 '13213001291' '13295000953' '13129001054']"
596,"['13227000004' '13129001056' '13129000973' '13227000005' '13015000012'
 '13129001235' '13057000033']"
597,"['13285000008' '131450000HA' '131450000U9' '131450000SK' '131450000GM'
 '13285000013']"
598,"['13003000001' '13003000002' '13003000003' '13069000005' '13069000002'
 '13069000004' '13069000006' '13069000003']"
599,['13139000029' '13139000030' '13135000039' '13135000135' '13139000008']
600,['13157002000' '13139000012' '13139000013' '13139000011' '13011000008']
601,"['131870000DA' '13311000081' '13137000006' '13139000015' '13139000013'
 '13311000041']"
602,"['13139000019' '13139000025' '13139000023' '13139000027' '13139000016'
 '13139000017']"
603,['13053FTBEN1' '13053000001' '13053FTBEN3' '13215FTBEN3' '13215FTBEN2']
604,"['1310300003D' '1310300003B' '1310300003C' '13031000005' '13251000003'
 '13031000016' '13251000012']"
605,['13055000925' '13055001484' '13055000968']
606,"['131870000DA' '13085000002' '13227000010' '13227000001' '13123000012'
 '1311100SKEN' '13123000002']"
607,"['1331300005A' '1331300006A' '13213001895' '13213000824' '133130000AN'
 '133130000GL' '133130000NI' '133130000FI']"
608,"['133130000ES' '1331300006A' '133130000PG' '133130000GL' '1331300001A'
 '1331300003A']"
609,"['133130000ES' '1331300005A' '1331300004A' '133130000AN' '1331300001A'
 '1331300003A']"
610,"['13185000001' '13185000002' '130750000DB' '1307500000C' '13019001157'
 '13019001144']"
611,['1322300011B' '13097001258' '1322300012C' '1322300009C' '13097001259']
612,"['130810CORDE' '130810LISTO' '13287000003' '1331500003A' '130810JAMES'
 '13287000001' '13321000009']"
613,['13137000001' '13137000007' '13281000833' '13281001581']
614,"['131210ML072' '131210ML05C' '13117000007' '13117000025' '13117000016'
 '13117000001' '13117000010' '13057000018' '13117000002']"
615,['13117000029' '13117000025' '13117000008' '13117000016' '13117000003']
616,"['13117000021' '13117000029' '13117000007' '13117000008' '13117000001'
 '13135000054' '13135000130']"
617,"['13139000007' '13117000007' '13117000025' '13117000016' '13117000003'
 '13135000054' '13135000130']"
618,"['13117000029' '13117000007' '13117000008' '13117000015' '13117000010'
 '13117000003' '13117000005']"
619,"['13085000003' '13085000002' '13117000015' '13057000018' '13117000006'
 '13057000014' '13057000020' '13117000005']"
620,"['13117000016' '13117000027' '13117000010' '13057000018' '13057000020'
 '13117000005']"
621,"['13117000019' '13117000021' '13117000029' '13117000025' '13117000002'
 '1312100JC02' '1312100AP05' '131210JC04A' '131210JC03B']"
622,"['13071000008' '13071000016' '13071000001' '13071000002' '13071000012'
 '13071000013' '13071000017' '13071000021']"
623,"['13295001809' '13295001501' '13083001214' '13083001889' '13295001851'
 '13295001800']"
624,"['13295000871' '13295000881' '13295001818' '13295000869' '1304700WOOD'
 '1304700CHAM']"
625,['13295001818' '13295001812' '13295001893' '13295001501']
626,"['13055001083' '13055001382' '13055000925' '13055000870' '13055000962'
 '13055001484' '13115000010' '13115000115']"
627,['13055000870' '13295000943' '13295001808' '13295001800' '13055000968']
628,"['13119000005' '13119000006' '13147000008' '13195000HAR' '13105000201'
 '13147000006']"
629,['13123000006' '1311100SUGC' '1311100MORG' '1311100NOON' '1311100MINE']
630,"['131450000WH' '13285000012' '13199000012' '131450000GM' '13285000009'
 '13285000015' '13285000013' '13199000004']"
631,"['1305900007C' '13219000013' '13219000010' '13219000001' '13219000012'
 '1305900007A' '1305900006C']"
632,"['1305900006A' '13013000005' '13157004000' '13219000010' '13013000007'
 '13219000008']"
633,"['13285000004' '13285000016' '13285000002' '13285000006' '13285000012'
 '13285000010' '13285000001' '13285000015']"
634,['13133000001' '13211000007' '13219000003' '13211000001' '13219000005']
635,['13219000011' '13219000001' '13219000012' '13219000005' '13219000002']
636,['13285000003' '13285000002' '13285000001' '13285000015']
637,['13285000003' '13285000010' '13285000001' '13285000007']
638,['13285000005' '13285000002' '13285000001' '13285000007' '13285000013']
639,['13285000011' '131450000SK' '13285000013']
640,"['13233000007' '13233000004' '13233000001' '1322300005B' '1322300006C'
 '1322300002B' '13143000006' '13143000009']"
641,"['13285000003' '13285000004' '13285000011' '13285000001' '13285000015'
 '13285000013']"
642,['13123000008' '13213000824' '13213000874' '1311100COLW' '13213001039']
643,['1312500MILL' '13163000081' '13301000006' '13163000076' '13163001593']
644,"['1312500EDGH' '13033000007' '13163000081' '13033000004' '13303001350'
 '13303000094' '13163000083' '13163000076' '13163001593' '13033000013'
 '13163000077' '13163000085' '13107000052']"
645,"['13295000881' '13295001818' '13295001812' '13295001809' '13295001161'
 '13295001898' '13295001851']"
646,['13147000008' '13147000007' '13147000006' '13147000004' '13147000005']
647,['13117000029' '13117000016' '13117000015' '13057000018']
648,"['1306300RD02' '13113000003' '1306300RD11' '1306300RD03' '1306300RD01'
 '131210SC23C' '1306300RD12']"
649,"['13009000319' '1300900321W' '1300900CTY6' '1300900MERI' '13009000318'
 '1300900CTY4' '1300900CTY5']"
650,"['13183000001' '13029FTSTEW' '13029000004' '13109000011' '13179000007'
 '13179000006' '13179000011' '13179000009' '13267000007' '13179000012'
 '13179000002' '13179000005']"
651,"['1331300004A' '1331300002A' '133130000AN' '133130000TI' '133130000CA'
 '133130000MC']"
652,['1331300006A' '133130000DG' '1331300002A' '133130000AN' '1331300003A']
653,['13167001820' '13303000091' '13167001405' '13167001301' '13167001266']
654,['13185000002' '13173000001' '13019001767' '13019001157' '13019001329']
655,"['1300900MONT' '1300900CTY6' '1300900CTY2' '13009000318' '1300900CTY4'
 '1300900CTY5']"
656,['1300700000E' '13037000002' '1309900000A' '13037000001' '1300700000A']
657,['133130000ES' '13213000824' '13213001291' '133130000NI' '133130000FI']
658,"['13123000008' '133130000ES' '13213001013' '13213001895' '13213000872'
 '13213001291' '133130000NI' '13213001039']"
659,"['13151000032' '13151000031' '1306300JB13' '13063000PH1' '13063000PH2'
 '13063000LJ2' '13113000006' '13151000050' '13063000LJ4']"
660,['1306300JB11' '13151000033' '13151000050' '1306300JB14']
661,"['1306300JB06' '13151000033' '1306300JB08' '1306300JB03' '1306300JB07'
 '1306300JB18' '1306300JB14' '13063000MO4' '1306300JB05']"
662,"['13285000003' '13285000012' '13285000010' '13077000009' '13285000009'
 '13199000006' '13199000004']"
663,"['1305900006A' '13219000011' '13219000009' '13219000012' '13219000008'
 '1305900007A' '1305900006C' '13219000007']"
664,"['13285000008' '13285000003' '13285000006' '13285000010' '13285000009'
 '13285000015']"
665,"['13233000006' '13233000003' '13233000004' '13233000005' '13233000002'
 '13143000007' '13143000008' '13143000009']"
666,['13233000007' '13233000005' '13233000002']
667,"['13151000030' '13113000002' '13255000019' '13255000016' '13113000015'
 '13063000PH2' '13255000014']"
668,"['13255000005' '13255000006' '13255000019' '13255000012' '13255000008'
 '13231000005' '13231000007']"
669,['13255000010' '13255000006' '13255000019' '13255000001' '13255000016']
670,"['13255000010' '13255000005' '13255000002' '13255000001' '13255000007'
 '13255000008' '13255000004']"
671,['13255000006' '13255000001' '13255000016' '13255000004' '13255000017']
672,['13175000015' '132830ANNEX' '13107001748' '13167001266']
673,"['13073000110' '13073000136' '13073000132' '13073000131' '13073000120'
 '13073000130' '13073000137']"
674,['13073000074' '13073000016' '13073000070' '13073000032']
675,['13073000076' '13073000075' '13073000070' '13073000032']
676,"['13073000075' '13073000070' '13073000017' '13073000018' '13073000015'
 '13073000034' '13073000032']"
677,"['13073000076' '13073000070' '13073000080' '13073000065' '13073000125'
 '13073000120']"
678,"['1306300RD08' '13113000003' '1306300JB01' '13113000024' '1306300RD12'
 '1306300JB12']"
679,"['13113000033' '13113000026' '13113000029' '13113000034' '13113000035'
 '13113000022' '13113000011' '13113000025' '13113000013']"
680,"['13113000014' '13113000022' '13113000011' '13113000012' '13113000021'
 '13113000017' '13113000020']"
681,"['13113000027' '13113000026' '13113000010' '13113000035' '13113000024'
 '13113000005' '13113000001' '13113000028']"
682,"['13113000008' '13113000026' '13113000010' '13113000016' '13113000035'
 '13113000009' '13113000011' '13113000031' '13113000028']"
683,['13097001258' '13045000641' '13045000640' '13097001271' '13045001122']
684,"['1322300010C' '13045000642' '13045000641' '13097001271' '1322300012C'
 '13097001259']"
685,"['13045000641' '13045000640' '13143000010' '13143000002' '1322300012C'
 '13045001152' '13045001122' '13045000650' '13143000005']"
686,['13045000642' '13097001258' '13045000649' '13045000640' '1322300012C']
687,"['132470000OT' '13217000012' '132470000LA' '13297000422' '13297000423'
 '130890000RL' '132470000MI' '13135000122' '132470000HI' '13135000104']"
688,"['13133000008' '13133000001' '13237000101' '13237000105' '13211000004'
 '13211000001' '13211000003']"
689,"['13133000001' '13219000004' '132210000LX' '132210000CR' '13219000005'
 '13219000002']"
690,"['13285000003' '13285000016' '13285000006' '13285000012' '13149000FRA'
 '13149000SOU' '13149000COO' '13077000009' '13285000001' '13285000007']"
691,"['13263000002' '13293000589' '13293001577' '13293000470' '13293000555'
 '13293001610' '13263000003' '13293001336' '13293000561']"
692,['13269000006' '13079000002' '13293005610' '13293000470' '13263000003']
693,"['13139000005' '13139000006' '13139000007' '13139000004' '13117000007'
 '13117000008' '13117000016' '13117000004' '13117000006' '13117000005'
 '13139000001']"
694,['1305900007C' '13219000011' '13219000013' '1305900001C' '13219000002']
695,"['130450714A1' '13045001483' '13045000501' '130450714A5' '130450714A6'
 '130450714A2']"
696,['13045000642' '13045000649' '13045000641' '13097001271' '13045001122']
697,"['132470000BT' '13217000012' '132470000FI' '132470000CO' '132470000LA'
 '132470000SP' '132470000MI' '132470000RO' '132470000FS' '13217000003'
 '132470000HI' '132470000SM']"
698,"['132470000BT' '132470000OT' '13297000423' '13297000416' '13217000002'
 '13217000017' '13217000003' '132470000HI']"
699,"['132470000OT' '132470000MA' '132470000SP' '13217000023' '13217000020'
 '132470000MI' '132470000FS']"
700,['132470000OT' '132470000LA' '132470000MI' '132470000RO']
701,['13113000014' '13113000008' '13113000027' '13113000035' '13113000011']
702,"['13113000014' '13113000004' '13113000035' '13113000030' '13113000005'
 '13113000006' '13113000025']"
703,"['131450000WH' '131450000CA' '131450000U9' '131450000GM' '131450000WA'
 '131450000VP' '131450000MG' '131450000PV']"
704,"['131450000HA' '13215000106' '131450000WA' '131450000EL' '13215000127'
 '131450000MG' '13215000120']"
705,"['13015000009' '131290849-A' '131290849-B' '13015000001' '13129001056'
 '13129001055']"
706,"['13215000101' '13215000103' '13215000113' '13215000118' '13215000116'
 '13215000110' '13215000126']"
707,"['13215000103' '13215000102' '13215000126' '13215000115' '13215FTBEN5'
 '13215000114']"
708,"['13215000109' '13215000125' '13215000124' '13215000104' '13215000106'
 '13215000108']"
709,"['13215000119' '13215000124' '13215000107' '13215000106' '13215000105'
 '13215000117']"
710,"['13085000001' '13227000007' '13227000012' '13227000011' '13123000011'
 '13227000001' '13123000002']"
711,"['13227000010' '13227000008' '13227000002' '13227000011' '13123000005'
 '13123000004' '13123000011' '13227000005' '13227000003']"
712,"['13171001714' '13171001711' '13293001577' '13231000003' '13231000008'
 '13293000588' '1317101712C' '1317101712B']"
713,"['130450714A3' '13045001240' '13045001496' '130450714A4' '130450714BN'
 '130450714A5' '130450714A6' '13045001371' '130450714A2']"
714,"['130450714A1' '13045001006' '13045001496' '13143000002' '13143000004'
 '13143000013' '13045001371']"
715,"['13113000029' '13113000035' '13113000024' '13113000005' '13113000001'
 '13113000006']"
716,"['13255000013' '13255000019' '13113000034' '13077000001' '13255000012'
 '13113000015' '13113000013']"
717,"['13255000013' '13255000010' '13255000005' '13113000002' '13255000001'
 '13255000016' '13255000012' '13113000015']"
718,"['130450714A3' '13045000713' '13045001542' '13045000501' '13045000715'
 '13045000682' '130450714A6']"
719,['13255000005' '13255000006' '13255000002' '13255000019' '13255000016']
720,"['131210SC211' '1306300RD08' '1306300RD02' '13113000007' '131210SC23C'
 '13113000024' '1306300RD12' '13113000023' '13113000028']"
721,"['130450714BW' '13045000713' '13045001111' '13149000EPH' '13149000CEN'
 '13045001371']"
722,"['1312100RW09' '13057000002' '13057000044' '1306700PO01' '1312100MP01'
 '13057000043' '13057000001' '1306700DV01' '1306700KL01']"
723,['13057000022' '13057000037' '13057000019' '13057000008']
724,"['1312100RW09' '13057000026' '13057000037' '13057000044' '13057000008'
 '131210ML012' '13057000012' '13057000028' '13057000001']"
725,['13057000013' '13227000001' '13057000014' '13057000020' '13227000006']
726,"['13057000013' '13057000022' '13057000036' '13057000019' '13057000020'
 '13057000003' '13057000027' '13057000031']"
727,['131450000WH' '131450000HA' '131450000MG' '131450000L9']
728,['13245000310' '13073000030' '13073000034' '13073000032']
729,['13045001240' '13045001111' '13143000004' '13045001371']
730,['13045001533' '13045000713' '130450714A4' '13045000715' '13045001371']
731,"['132470000BT' '132470000OT' '132470000CO' '130890000SL' '130890000SW'
 '130890000RL' '132470000MI' '132470000RO']"
732,"['132470000FI' '132470000SP' '13217000020' '13217000019' '132470000BA'
 '132470000HC']"
733,"['13113000014' '13113000002' '13077000001' '13113000032' '13113000022'
 '13113000021' '13113000013']"
734,"['130450714A1' '13045001240' '13143000002' '13045001152' '130450714BN'
 '13143000013']"
735,"['131210ML072' '131210ML07A' '131210ML021' '13117000029' '13117000027'
 '13117000015' '13117000010' '13057000020' '13057000038' '13057000027']"
736,"['13057000013' '13057000035' '13057000036' '13057000030' '13057000041'
 '13057000031']"
737,"['13057000004' '13057000039' '13057000010' '13057000030' '13227000009'
 '13057000020' '13227000006' '13057000031']"
738,"['13057000042' '13057000039' '13057000037' '13057000024' '13057000036'
 '13057000019']"
739,"['13057000042' '13057000002' '13057000022' '13057000024' '13057000034'
 '13057000008' '13057000007' '13057000012']"
740,"['13171001713' '13171001711' '1317101712A' '13255000011' '13231000008'
 '13231000005' '13255000020' '1317101712B']"
741,['13003000003' '13019001767' '13019001157' '13019000518']
742,"['1305102-11C' '1305102-09C' '1305103-12C' '1305103-11C' '1305103-08C'
 '1305103-14C' '1305103-05C' '1305103-13C' '1305103-09C']"
743,"['13029000003' '13029FTSTEW' '1310300001D' '1310300001C' '1305107-12C'
 '1305107-11C' '1305107-09C' '1305106-11C' '1305107-07C' '1305107-06C']"
744,['1305107-08C' '1305107-14C' '1305107-09C' '1305107-06C' '1305107-13C']
745,"['1310300001D' '1305107-08C' '1305107-03C' '1305107-04C' '1305107-01C'
 '1305107-05C' '1305107-07C' '1310300002A']"
746,['1305104-12C' '1305101-17C' '1305104-10C' '1305104-07C']
747,['1305104-04C' '1305104-05C' '1305104-10C' '1305104-07C' '130510XFTPU']
748,"['1305103-10C' '1305102-09C' '1305101-01C' '1305103-08C' '1305101-06C'
 '1305101-05C' '1305101-08C' '1305103-09C']"
749,['1305102-09C' '1305101-01C' '1305102-04C' '1305102-12C']
750,"['1305107-10C' '1305108-12C' '1305108-03C' '1305105-05C' '1305105-11C'
 '1305101-06C' '1305106-10C' '1305106-09C' '1305101-09C' '1305105-10C'
 '1305106-08C']"
751,"['1305105-06C' '1305107-14C' '1305107-09C' '1305106-11C' '1305108-13C'
 '1305108-03C' '1305106-10C' '1305106-09C']"
752,"['1305108-06C' '1305108-01C' '1305108-02C' '1305108-10C' '1305103-02C'
 '1305102-12C']"
753,"['1305108-05C' '1305108-12C' '1305108-01C' '1305108-10C' '1305105-03C'
 '1305102-12C' '1305105-02C']"
754,"['1305105-06C' '1305108-06C' '1305108-13C' '1305108-03C' '1305105-05C'
 '1305108-10C' '1305105-03C' '1305108-11C']"
755,['1305107-12C' '1305107-10C' '1305107-09C' '1305108-13C' '1305107-13C']
756,"['1305103-10C' '1305102-11C' '1305102-05C' '1305102-07C' '1305101-01C'
 '1305102-04C' '1305103-05C']"
757,"['1305104-15C' '1305104-12C' '1305101-17C' '1305103-12C' '1305101-10C'
 '1305103-13C' '1305101-14C']"
758,"['131310000WL' '1313100000L' '13087001361' '1313100000W' '13131000C04'
 '1313100000B']"
759,"['13087000694' '13087001342' '13087000514' '13087001361' '13087001805'
 '13087001325']"
760,['13087000513' '13087001361' '1313100000H' '13087001325']
761,['13171001713' '13171001714' '1317101712B']
762,"['13207000008' '13171001714' '1303500BCCC' '13207000010' '13255000020'
 '1317101712B']"
763,"['13275000115' '13275000111' '131310000SH' '13131000C04' '1313100000B'
 '13131000C05' '1313100000M' '1313100000S' '1313100000P']"
764,"['131310000SH' '13087001277' '13087001361' '132050000BV' '132050000PE'
 '1313100000B']"
765,"['13215000112' '13215000101' '13215000103' '13215000113' '13215000102'
 '13215000122']"
766,['13227000007' '13227000012' '13227000011']
767,"['13057000026' '13057000002' '1306700BF03' '1306700NS01' '13057000012'
 '13057000043' '13057000001' '1306700DV01' '1306700KL01']"
768,['1305107-08C' '1305107-12C' '1305107-10C' '1305107-14C' '1305106-11C']
769,"['13029000006' '13029FTSTEW' '13029000004' '1305107-08C' '1305107-10C'
 '1305107-09C' '1305106-10C']"
770,"['1305102-09C' '1305102-02C' '1305102-04C' '1305102-06C' '1305103-04C'
 '1305103-03C' '1305102-03C' '1305103-05C']"
771,['1305107-11C' '1305107-04C' '1305107-01C' '1305108-07C' '1305108-15C']
772,"['1310300005C' '1305107-11C' '1305107-03C' '1305107-15C' '1305108-07C'
 '1310300002B' '1310300002A']"
773,['1310300005C' '1305107-04C' '1310300002B']
774,"['1305107-10C' '1305108-12C' '1305107-14C' '1305108-03C' '1305108-07C'
 '1305107-05C' '1305108-10C' '1305107-06C' '1305107-13C' '1305108-11C']"
775,['1305105-06C' '1305107-10C' '1305108-12C' '1305108-13C']
776,"['1305104-13C' '1305101-10C' '1305101-13C' '1305106-02C' '1305106-01C'
 '1305101-14C']"
777,"['1305108-05C' '1305108-06C' '1305103-01C' '1305108-07C' '1305108-10C'
 '1305103-02C' '1305108-08C' '1305108-09C']"
778,"['1305104-06C' '1305104-05C' '1305101-17C' '1305104-07C' '1305104-02C'
 '130510XFTPU']"
779,['1305104-06C' '1305104-04C' '130510XFTPU']
780,['1305101-12C' '1305104-12C' '1305104-14C' '1305104-13C' '1305101-10C']
781,"['1305104-08C' '1305101-12C' '1305104-15C' '1305104-14C' '1305101-17C'
 '1305104-13C' '1305104-10C' '1305106-10C']"
782,['1305107-11C' '1305107-03C' '1305107-05C' '1305108-15C']
783,"['1305108-01C' '1305108-07C' '1305103-02C' '1305102-02C' '1305102-06C'
 '1305103-15C']"
784,"['1305107-03C' '1305107-04C' '1305108-13C' '1305108-01C' '1305103-01C'
 '1305107-05C' '1305108-10C' '1305108-15C' '1305108-08C' '1305108-09C']"
785,"['13245000803' '13245000310' '13073000031' '13073000034' '13073000033'
 '13073000020']"
786,"['13135000148' '130890000TH' '130890000HG' '130890000TF' '13135000112'
 '13135000066' '13135000113' '13135000021' '13135000065']"
787,"['13135000012' '13135000011' '13135000092' '13135000112' '13135000033'
 '13135000065']"
788,"['13135000047' '13135000035' '13135000029' '13135000107' '13135000093'
 '13135000079']"
789,"['13135000068' '13135000035' '13135000010' '13135000094' '13135000046'
 '13135000093']"
790,"['13135000028' '13135000003' '13135000001' '13013000012' '13135000151'
 '13013000011' '13013000004']"
791,"['13135000095' '13135000106' '13135000097' '13135000060' '13135000124'
 '13135000090' '13135000149' '13135000110' '13135000017']"
792,"['13135000077' '13135000057' '13135000106' '13135000072' '13135000097'
 '13135000048' '13135000138' '13135000150' '13135000086' '13135000117'
 '13135000017']"
793,"['13135000095' '13135000096' '13135000082' '13135000048' '13135000150'
 '13135000040' '13135000099']"
794,"['13135000057' '13135000106' '13135000082' '13135000048' '13135000138'
 '13135000007' '13135000056']"
795,"['13135000024' '13135000100' '13135000055' '13135000105' '13135000025'
 '13135000131' '13135000142' '13135000004']"
796,"['13135000089' '13135000100' '13135000055' '13135000136' '13135000102'
 '13135000142' '13135000026' '13135000067']"
797,['13135000089' '13135000024' '13135000106' '13135000142' '13135000004']
798,"['13135000077' '13135000095' '13135000096' '13135000100' '13135000097'
 '13135000138' '13135000155' '13135000007' '13135000142' '13135000004'
 '13135000026']"
799,"['13013000003' '13135000133' '13135000152' '13135000003' '13013000012'
 '13135000013' '13135000129' '13135000008']"
800,"['13135000059' '13135000114' '130890000OB' '130890000PF' '130890000DA'
 '13135000051' '13135000066']"
801,['130890000MN' '130890000CK' '130890000IA' '130890000IB' '130890000HA']
802,"['130890000JB' '130890000IB' '130890000DE' '130890000RE' '130890000HA'
 '130890000AA']"
803,"['130890000JB' '130890000IA' '130890000NB' '130890000ME' '130890000SC'
 '130890000IB' '130890000MK' '130890000BH' '130890000BF']"
804,"['130890000JB' '130890000CK' '130890000SI' '130890000HA' '130890000BH'
 '130890000BF' '130890000NC']"
805,"['130890000DF' '131210SS08D' '131210SS08A' '130890000HF' '130890000PB'
 '130890000MS' '1312100SS12' '130890000MU' '130890000DG']"
806,['130890000GD' '131210SS08D' '130890000MS' '130890000DI' '131210SS29A']
807,['13057000022' '13057000037' '13057000036' '13057000034' '13057000009']
808,"['13073000061' '13073000017' '13073000062' '13073000015' '13073000065'
 '13073000131' '13073000130']"
809,"['13073000076' '13073000075' '13073000074' '13073000016' '13073000085'
 '13073000015' '13073000065' '13073000120']"
810,['13073000076' '13073000085' '13073000090' '13073000125']
811,"['13073000109' '13073000105' '13073000136' '13073000132' '13073000135'
 '13073000137']"
812,['13073000107' '13245000709' '13245000707' '13073000105' '13073000108']
813,"['13295000869' '133130000WS' '133130000TH' '1304700WOOD' '13295001053'
 '133130000MC' '1304700BLCK' '13295000953']"
814,"['133130000DG' '1331300004A' '133130000WS' '133130000VA' '133130000TH'
 '133130000PG' '1331300001A' '133130000MC' '1331300003A']"
815,['133130000TR' '1331300002A' '133130000TH' '133130000MC']
816,"['13135000068' '13135000047' '13135000053' '13135000044' '13135000088'
 '13135000029' '13135000036' '13135000046' '13135000107']"
817,"['13135000035' '13135000044' '13135000010' '13135000075' '13135000030'
 '13135000046' '13135000076']"
818,['13135000035' '13135000053' '13135000088' '13135000075' '13135000036']
819,['13135000084' '13135000015' '13135000061' '13135000143']
820,"['13135000153' '13135000018' '13135000127' '13135000061' '13135000143'
 '13135000110']"
821,['13135000016' '13135000134' '13135000091' '13135000094' '13135000005']
822,"['13139000029' '13139000007' '13135000089' '13135000024' '13135000025'
 '13135000054' '13135000102' '13135000009']"
823,['130890000SA' '130890000CJ' '130890000LB' '130890000ND' '130890000SN']
824,"['130890000CE' '130890000AB' '130890000SF' '130890000HB' '130890000OA'
 '130890000LA' '130890000WI' '130890000OB' '130890000DB' '130890000DA'
 '130890000MJ' '130890000BG']"
825,"['130890000CE' '130890000AG' '130890000DA' '130890000HF' '130890000KG'
 '130890000AH']"
826,"['130890000DC' '130890000CX' '130890000AB' '130890000AG' '130890000DB'
 '130890000DA' '130890000HF']"
827,"['130890000DC' '130890000CE' '130890000BI' '130890000SE' '130890000SF'
 '130890000AG']"
828,['130890000WG' '130890000CP' '130890000MA' '130890000SU' '130890000RJ']
829,"['1312100007M' '130890000LC' '130890000HI' '1312100006I' '1312100007E'
 '130890000MJ' '130890000CO']"
830,"['1312100006D' '130890000WJ' '130890000HI' '130890000BC' '1312100006I'
 '130890000LB' '130890000BG']"
831,['130890000WJ' '130890000LC' '130890000MJ' '130890000BG']
832,"['130890000MP' '130890000TA' '130890000MD' '130890000CQ' '130890000OK'
 '130890000BB' '130890000WF' '130890000PN' '130890000RN']"
833,['130890000EA' '130890000TA' '130890000MD']
834,['130890000EA' '130890000MP' '130890000MD' '130890000PN']
835,"['130890000EA' '130890000MP' '130890000TA' '130890000CQ' '130890000KA'
 '130890000FC' '130890000GC' '130890000PN' '130890000TC']"
836,"['130890000EA' '130890000MD' '130890000WF' '130890000AI' '130890000KE'
 '130890000WA' '130890000TC']"
837,"['1312100007M' '130890000AB' '130890000SE' '130890000SF' '1312100007C'
 '130890000BE' '130890000CO']"
838,"['130890000AB' '130890000BI' '130890000AG' '1312100007B' '1312100007C'
 '1312100SS14']"
839,['130890000DC' '130890000AB' '130890000BI' '130890000MJ' '130890000BE']
840,"['130890000IA' '130890000SD' '130890000HG' '130890000SJ' '130890000BF'
 '130890000NC']"
841,"['130890000SI' '13135000064' '130890000SQ' '130890000SH' '130890000HG'
 '130890000SP' '130890000SJ' '130890000SV' '130890000SU' '130890000FM'
 '130890000WN' '130890000SK']"
842,"['13165000004' '13033000009' '13251000010' '13251000002' '13251000006'
 '13251000008' '13033000003']"
843,"['130890000CM' '130890000OV' '130890000FE' '130890000CR' '130890000FJ'
 '130890000RA' '130890000MR']"
844,"['130890000FL' '130890000KA' '130890000FC' '130890000CR' '130890000FJ'
 '130890000RA' '130890000SG' '130890000CC']"
845,"['13135000038' '13135000114' '13135000073' '13135000040' '130890000DA'
 '13135000022' '13135000037']"
846,"['13135000038' '13135000059' '13135000040' '13135000020' '13135000023'
 '13135000051' '13135000099' '13135000087']"
847,['13083000960' '13083001222' '13083001885' '13083001889']
848,['13083000974' '13083001038' '13083001214' '13083001222' '13083001889']
849,"['13135000032' '130890000SH' '13135000092' '13135000112' '13135000014'
 '13135000118']"
850,['13117000003' '13117000006' '13139000018' '13139000001']
851,"['13085000003' '13117000027' '13117000003' '13117000004' '13117000005'
 '13139000017' '13139000018']"
852,"['131210SC212' '131210SC211' '13113000003' '13113000010' '13113000023'
 '13113000028']"
853,"['131210SC212' '131210FA01B' '131210FA01C' '13113000008' '13113000027'
 '13113000007' '13077000007' '13113000009' '13113000028']"
