,neighbors
1405,['1314100003B' '1314100001B' '1314100001A' '13237000106']
1406,"['13237000107' '1314100002B' '1314100001B' '1300900MONT' '1314100003C'
 '13009000318' '13237000106']"
1407,['1314100004A' '1314100002B' '1300900MONT' '13303001350' '13303000099']
1408,"['130910MULLI' '130910PLAIN' '13023000001' '13175000022' '13175000016'
 '13175000019' '13175000012' '13175000010']"
1409,['13175000016' '13175000013' '13175000008' '13175000010']
1410,"['13071000008' '13275000117' '13071000007' '13275000106' '13071000018'
 '13275000112' '13275000116']"
1411,"['13275000108' '13027001402' '13027001230' '13275000107' '13275000113'
 '13275000101']"
1412,['13303001488' '13167001820' '13303000091' '13303000094' '13163000085']
1413,"['13275000117' '13071000002' '13027001712' '13071000020' '13275000104'
 '13071000014' '13071000018']"
1414,['13071000015' '13071000002' '13071000020' '13071000007']
1415,"['13257000004' '13119000001' '13257000001' '13257000003' '13257000008'
 '13257000006' '13257000002']"
1416,['13119000003' '13119000001' '13257000008' '13257000007']
1417,"['13273000003' '13177000004' '13177000001' '13177000003' '13261000017'
 '13261000015']"
1418,"['13015000005' '13015000009' '13015000015' '13015000010' '13129000856'
 '13115000030' '13115000130' '13129001055']"
1419,['13045000649' '13045001496' '13143000002' '13045001122' '130450714BN']
1420,"['13045001483' '13097001271' '13045001122' '13045000501' '13097001260'
 '13045000682' '13045001540']"
1421,"['13045000642' '13045000649' '13045000640' '13097001271' '13045001152'
 '13045001542' '13045000501' '130450714BN' '13045001540']"
1422,"['13255000013' '13255000005' '13255000002' '13255000019' '13255000001'
 '13255000021' '13255000017' '13255000014']"
1423,"['13255000010' '13113000002' '13255000019' '13077000001' '13231000002'
 '13199000008' '13077000010' '13231000007']"
1424,"['13113000034' '13077000006' '13077000001' '13077000026' '13113000018'
 '13113000019' '13113000012' '13113000021']"
1425,"['13161000402' '13161000301' '13161000100' '13161000502' '13161000302'
 '13161000501']"
1426,"['1312100006R' '1312100002K' '1312100006J' '1312100002W' '131210002L2'
 '131210002L1']"
1427,"['1312100004T' '1312100004G' '1312100010M' '131210004X2' '1312100004S'
 '1312100011H']"
1428,['1312100PA01' '131210SC07A']
1429,['1312100012F' '1312100012M' '1312100001C' '131210012H2' '1312100001P']
1430,['13021000GF1' '13021000VV4' '13021000VV6']
1431,"['13303001488' '13303000097' '13163000082' '13303001350' '13303001253'
 '13163000085']"
1432,"['1312100012N' '1312100012F' '1312100012K' '1312100004K' '131210EP02E'
 '1312100004M' '1312100012S' '1312100004G' '1312100012D' '1312100012L']"
1433,['13319000010' '13319000008' '13009000322' '13319000002' '13009001714']
1434,"['13319000008' '13303000088' '1300900MONT' '13009000322' '13319000007'
 '13319000006' '13009001714']"
1435,['13209000001' '13279000514' '132830ANNEX' '13209000006' '13209000003']
1436,"['1312100003E' '1312100003T' '1312100004A' '1312100004B' '1312100003G'
 '1312100004W']"
1437,"['13273000005' '13259000005' '13259000002' '13243000954' '1324300718A'
 '13243000334' '133070000W2' '13273000004' '13243000947']"
1438,"['1323900000M' '13259000005' '13061000005' '13243000566' '13243000131'
 '1324300718A' '13061000004']"
1439,"['13243000954' '1324300718A' '13061000004' '13061000001' '13243000934'
 '13061000002']"
1440,['13119000002' '13011000005' '13011000009' '13011000003' '13011000013']
1441,"['13147000003' '13147000008' '13105000197' '13195000HAR' '13195000COL'
 '13195000MIL' '13105000202']"
1442,"['132210000LX' '13105000193' '13105000189' '13105000197' '13195000FOR'
 '13195000COL' '13105000201']"
1443,"['1305900001A' '1305900008C' '1305900004B' '1305900002B' '1305900001B'
 '1305900008A']"
1444,"['1312100003L' '1312100003B' '1312100003A' '1312100003E' '1312100004D'
 '1312100004A' '1312100004C']"
1445,"['1312100011B' '1312100011N' '131210011E3' '131210011E2' '1312100011J'
 '131210011E1']"
1446,"['1312100SS06' '1306700CA01' '131210SS09A' '1306700SO03' '1306700SO02'
 '1306700MT03' '1312100SS05' '131210SS09B' '131210SS18A']"
1447,['1312100RW01' '1312100RW03' '1312100RW10' '1306700RW01' '131210RW11A']
1448,['131210RW22A' '1312100RW20' '1312100RW17' '1312100SS17' '1312100RW06']
1449,"['1312100012J' '1312100012M' '131210EP02A' '131210EP02C' '1306300OAK1'
 '131210012H1' '131210012E1' '131210012E2']"
1450,['131210EP03B' '131210EP01B' '131210EP01A' '131210CP012' '1312100011J']
1451,"['131210EP02E' '131210EP02A' '131210EP02C' '131210EP03A' '131210EP01A'
 '131210EP02D' '131210CP012' '131210CP011' '1312100011R' '1312100011M'
 '1312100011J' '1312100011G']"
1452,"['131210EP02B' '131210EP02A' '131210EP03A' '131210EP01B' '131210EP02D'
 '131210CP012']"
1453,['131210UC02A' '131210SC212' '131210SC211' '131210UC01A' '131210UC031']
1454,"['13015000007' '1306700NC01' '1306700MS01' '1306700AC1B' '13057000035'
 '13057000006' '13015000006' '13057000029']"
1455,['1304900003S']
1456,['13029000008' '13029000006' '13029000004' '13029000009']
1457,['13029000008' '13029000010' '13029000004' '13029000005']
1458,"['1309900000U' '130990000CU' '1300700000M' '13037000005' '13037000004'
 '13037000002' '13201000001' '1300700000A' '1309900000B']"
1459,"['1324300718B' '13243000566' '13243000954' '13243000131' '13243000947'
 '13243000934']"
1460,['13273000005' '13243000566' '13243000998' '13273000006' '13243000947']
1461,['13037000002' '13243000334' '13273000006' '13037000001' '13243000947']
1462,['13031000011' '13031000014' '13031000013']
1463,['1315300ROZR' '13153000VHS' '1315300HEFS' '132350ANNEX' '13093000005']
1464,['13151000030' '13151000051' '13063000LJ3' '13151000032' '13063000PH2']
1465,['13251000007' '13165000003' '13165000004' '13033000001' '13033000003']
1466,['13021000GF1' '13021000GF3' '13021000GF5' '13021000HA3']
1467,"['13021000GF1' '13021000VV4' '13021000GF5' '13021000WA1' '13021000HA2'
 '13021000HA1' '13021000HO2' '13021000HA4' '13021000WA2']"
1468,"['13021000GF1' '13021000VV2' '13021000VV4' '13021000VV1' '13021000VV3'
 '13021000HO1' '13021000VV5' '13021000HO6']"
1469,"['13071000008' '13275000115' '13275000114' '13275000111' '13071000012'
 '13275000104' '13071000018' '13275000112']"
1470,['13257000001' '13257000003' '13257000007']
1471,['1312100SC13' '1312100CH02' '131210UC02A' '131210SC07A' '1312100CH03']
1472,"['1312100011B' '1312100010A' '1312100010B' '131210SC14A' '1312100011C'
 '131210SC30A' '1312100011N' '1312100010C' '1312100011M']"
1473,['1312100010A' '131210SC14A' '1312100011C' '131210SC30B']
1474,"['13123000001' '13227000007' '13213000872' '13123000004' '13227000005'
 '13129001235' '13123000003']"
1475,['13123000009' '13123000001' '13227000007' '13123000005' '13123000011']
1476,['13123000009' '13227000010' '13227000007' '13123000004' '13123000002']
1477,['13275000108' '13275000107' '13275000102' '1313100000D']
1478,['13303000088' '13303000097' '1300900MONT' '13303001350' '1314100004B']
1479,"['13151000028' '13151000059' '13151000025' '13151000029' '13151000049'
 '13151000026']"
1480,"['131210SS08B' '130890000GD' '130890000DF' '131210SS08A' '131210SS08C'
 '131210SS29A']"
1481,"['131210SS08B' '131210SS07C' '130890000GD' '131210SS07B' '131210SS08D'
 '131210SS11A' '1312100SS12' '130890000MU']"
1482,"['131210UC02A' '131210SC05A' '131210UC02B' '131210SC05D' '131210SC05B'
 '1312100SC20' '1312100SC15']"
1483,"['131210UC02A' '131210SC212' '131210FA01B' '131210SC21A' '131210FA01C'
 '131210FA01A']"
1484,['1312100SC13' '131210UC02A' '131210SC05E' '131210SC05D']
1485,"['131210UC02A' '131210SC07A' '131210UC01D' '131210SC05E' '131210SC05B'
 '131210SC07B' '131210UC01E']"
1486,['13101001058' '1306500000D' '1306500000H' '13299000407']
1487,['1303500BCCC' '13217000010' '13217000018' '13151000036' '13151000027']
1488,"['13151000035' '13151000052' '13151000037' '13151000055' '13217000010'
 '13151000036']"
1489,"['13151000028' '13151000030' '13151000051' '13151000025' '13151000048'
 '13255000021' '13255000014']"
1490,['13151000056' '13151000045' '132470000LO' '13151000043' '13151000047']
1491,['13151000041' '13151000056' '13151000044' '13151000043' '13151000042']
1492,"['1315300HEFS' '13093000002' '13193000002' '13193000004' '13261000029'
 '13193000003']"
1493,"['1315300ROZR' '1315300HEFS' '13269000006' '132250000F3' '132250000F1'
 '13193000001' '13193000004' '13193000005']"
1494,"['13115000001' '13115000050' '13055001083' '13115000045' '13115000075'
 '13115000115' '13055000961']"
1495,['13115000140' '13115000076' '13115000050' '13115000080']
1496,"['13311000081' '13311000011' '13311000041' '13311000021' '13311000111'
 '13311000091' '13311000101']"
1497,"['13137000007' '13137000003' '13311000051' '13311000061' '13311000111'
 '13311000091' '13311000031']"
1498,"['13311000071' '13137000007' '13281000833' '13311000011' '13311000091'
 '13311000031']"
1499,['13311000081' '13137000006' '13139000014' '13311000051' '13311000111']
1500,"['132050000CN' '1300700000E' '13095000009' '13095000026' '13037000001'
 '1300700000H' '132050000BA']"
1501,"['13295000869' '13295000960' '13055000870' '13055000962' '133130000TR'
 '13295000953']"
1502,"['1312100005C' '1312100001I' '1312100005K' '1312100005D' '1312100004F'
 '1312100003I' '1312100004I' '131210002L2' '131210002L1' '1312100002C'
 '1312100005F']"
1503,['1312100005C' '1312100001I' '1312100005K' '1312100002B' '1312100005F']
1504,"['13121003P1B' '1312100002B' '1312100003I' '1312100004I' '131210003P2'
 '131210002L2']"
1505,"['13121003P1A' '1312100003N' '13121003P1B' '1312100002B' '1312100004F'
 '131210003P2' '1312100003F' '1312100002W' '131210002L2']"
1506,"['1312100SC10' '131210SC09C' '131210SC09A' '1306300RD11' '1306300OAK1'
 '131210SC23A' '131210SC11A' '131210CP083']"
1507,"['1312100003M' '1312100003N' '1312100003D' '1312100003B' '1312100003E'
 '1312100009I']"
1508,['1312100003D' '1312100003L' '1312100003A' '1312100003E' '1312100009I']
1509,"['1312100SC13' '131210SC05E' '131210SC05A' '131210SC05B' '1312100SC20'
 '1312100SC15']"
1510,"['131210SC08C' '131210SC05E' '131210UC02B' '131210SC05D' '131210SC19A'
 '131210SC18C' '1312100SC20' '131210UC01E' '131210SC17A']"
1511,['131210SS13B' '131210SS11A' '1312100SS12' '1312100SS14' '131210SS11D']
1512,"['1312100008B' '131210SS13A' '131210SS09B' '1312100007A' '1312100SS14'
 '131210SS11D']"
1513,"['1312100009E' '1312100003M' '1306700NJ01' '1312100009F' '1312100009G'
 '1306700VG04' '131210008F2' '1312100009M']"
1514,"['131210SC08B' '131210CP084' '131210SC09B' '131210SC08D' '1312100SC27'
 '131210SC09A' '131210UC01B' '131210CP083' '131210CP081']"
1515,"['1312100008B' '1306700CA01' '1312100SS16' '1306700SO02' '131210SS09B'
 '1312100008A']"
1516,['1312100004K' '1312100004G' '131210004X2' '1312100004D' '1312100004A']
1517,['1312100004M' '131210004X1' '1312100004G' '1312100004S']
1518,"['1312100003C' '1312100003D' '1312100003B' '1312100009I' '1312100003H'
 '1312100004C']"
1519,"['131210SS07C' '131210SS08A' '131210SS13A' '1312100SS12' '131210SS11D'
 '131210SS11B' '131210SS11C']"
1520,"['1310300004C' '1310300001A' '1310300005B' '1310300005C' '1310300004B'
 '1310300002B' '1310300002A']"
1521,"['1310300003D' '1310300004C' '1310300004A' '1310300005B' '1310300005A'
 '1310300002C' '1310300003C']"
1522,"['1310300005B' '1310300005C' '1305107-04C' '1305107-15C' '1310300002C'
 '1310300002A']"
1523,['131870000DA' '13139000019' '13139000015' '13139000020' '13139000016']
1524,['1310300003D' '1310300004A' '1310300003B' '1310300003A' '1310300004B']
1525,"['132050000CN' '1313100000L' '13087001277' '132050000PE' '132050000HF'
 '1313100000B' '132050000CS']"
1526,"['13275000111' '132050000CT' '1313100000L' '132050000BV' '1313100000B'
 '132050000CS' '1313100000S']"
1527,['132050000CN' '13087001277' '132050000BV' '1300700000H']
1528,"['13169000001' '13169000011' '13159000295' '13169000008' '13169000005'
 '13159000293' '13159000289' '13169000009' '13169000002']"
1529,['13245000703' '13073000109' '13245000707' '13073000108']
1530,"['13245000703' '13245000706' '13245000708' '13073000109' '13245000709'
 '13073000100' '13073000108' '13073000115']"
1531,['13207000011' '13207000009' '1317101712C' '13207000014' '13207000002']
1532,"['13245000301' '13245000210' '13245000309' '13245000306' '13245000504'
 '13245000302']"
1533,"['1312100JC07' '1312100JC09' '1312100JC02' '1312100JC10' '1312100JC05'
 '131210JC04B']"
1534,['131210SS19B' '131210SS19A' '131210SS02A' '1312100SS20' '1312100SS04']
1535,"['1312100001T' '1312100012F' '1312100001R' '1312100001G' '1312100001S'
 '1312100001E' '1312100001J' '1312100001B' '1312100001A' '1312100001P']"
1536,"['1312100009F' '1312100009G' '1312100008H' '131210008F1' '1312100008P'
 '1312100009H' '1312100008E' '1312100008K']"
1537,"['131210SC09B' '1312100SC27' '131210SC09A' '131210SC23A' '131210SC11B'
 '131210SC11A']"
1538,['131210SC09B' '1312100SC27' '1312100SC10' '131210SC09C']
1539,['1312100012N' '1312100012F' '1312100012K' '1312100012A' '1312100001J']
1540,"['1312100001G' '131210005A1' '1312100001C' '1312100001J' '1312100001B'
 '1312100001A' '1312100001D' '1312100005B' '1312100001H']"
1541,"['13245000503' '13245000502' '13245000501' '13245000202' '13245000605'
 '13245000506']"
1542,['13245000112' '13245000104' '13245000103']
1543,"['1312100RW04' '1312100RW21' '131210RW22B' '1312100RW20' '1312100RW17'
 '1312100JC19' '1312100RW06' '1312100JC18']"
1544,"['131210RW22A' '131210RW22B' '1312100SS01' '1312100RW20' '1312100JC19'
 '13135000126']"
1545,['131210RW22A' '1312100RW21' '1312100JC19']
1546,"['1312100009E' '1312100009C' '1312100009B' '1306700LI01' '1306700SN7A'
 '1312100009D' '1312100009M']"
1547,['131210ML06A' '131210ML05C' '13117000002']
1548,"['1312100JC11' '1312100JC07' '1312100JC01' '1312100JC12' '1312100JC02'
 '13135000111']"
1549,['131870000DA' '13291000011' '13311000051' '13311000091' '13311000101']
1550,['13137000006' '13137000003' '13311000051' '13311000011' '13311000041']
1551,"['13311000071' '13291000011' '13311000051' '13311000011' '13311000061'
 '13311000021' '13311000031']"
1552,"['1312100006D' '130890000WJ' '130890000LC' '1312100007E' '1312100007J'
 '1312100007N' '1312100006Q' '1312100007F' '1312100007H' '1312100006N']"
1553,['1312100007M' '130890000WJ' '1312100006I' '1312100007N']
1554,"['131210EP02B' '131210EP02E' '131210EP01B' '131210EP01A' '1312100012L'
 '1312100011G' '1312100012I']"
1555,['131210EP04B' '131210SC17C' '131210SC05B' '131210SC18C' '131210UC01E']
1556,['131210SC19B' '131210CP051' '131210CP052']
1557,['1323900000M' '13259000005' '13061000005']
1558,"['13015000014' '13015000018' '13015000007' '1322300001C' '13233000006'
 '13233000001' '1322300003C' '1322300005B']"
1559,"['13039000014' '13039000002' '13039000012' '13039000005' '13039000013'
 '13127002953' '13039000003' '13039000011']"
1560,['13039000014' '13039000009' '13039000007' '13039000004' '13039000008']
1561,['130750000EP' '130750000RB']
1562,"['13031000012' '13107000053' '13043001685' '13107001333' '13107001429'
 '13107000058']"
1563,"['13207000008' '13207000005' '13207000007' '1317101712C' '13207000002'
 '1317101712B']"
1564,"['13207000008' '13207000003' '13207000009' '13207000012' '13207000013'
 '13207000004' '13207000002']"
1565,"['13245000608' '13245000604' '13245000802' '13245000805' '13245000115'
 '13245000806']"
1566,['13013000005' '13013000016' '13297000250' '13297000414' '13219000008']
1567,['13013000015' '13013000006' '13013000010' '13013000009']
1568,['13245000405' '13245000401' '13245000406' '13245000509' '13245000601']
1569,"['13245000804' '13245000404' '13245000401' '13245000809' '13245000406'
 '13245000601']"
1570,['13245000605' '13245000401' '13245000601']
1571,"['13245000501' '13245000605' '13245000404' '13245000405' '13245000607'
 '13245000509' '13245000601']"
1572,['13245000207' '13245000103' '13245000105']
1573,"['13319000010' '13009000319' '13009000322' '13169000001' '132890000DB'
 '13169000005' '13169000010']"
1574,"['13245000112' '13245000207' '13245000102' '13245000104' '13245000109'
 '13245000203' '13245000105']"
1575,['13013000014' '13013000015' '13013000013' '13013000010']
1576,"['1305900006A' '13013000005' '13013000008' '13157004000' '13157001000'
 '13219000009']"
1577,"['13013000014' '13013000016' '13013000013' '13013000006' '13013000011'
 '13013000009' '13013000004']"
1578,"['13279015361' '13279000514' '13107001502' '13043001736' '13267000001'
 '132830ANNEX' '13107000058']"
1579,['13033000007' '13107000053' '13107001333' '13107001208' '13107000052']
1580,['1306500000H' '13299000407']
1581,"['13033000007' '13107000053' '13165000005' '13165000003' '13107001560'
 '13107000057' '13107001429' '13033000010']"
1582,['1300900MONT' '1300900CTY1' '1300900CTY3' '13009000318' '1300900CTY5']
1583,"['13177000001' '130810CORDE' '130810ARABI' '13287000001' '13321000009'
 '130810CONEY']"
1584,['1300900MONT' '1300900CTY3' '13009001714' '1300900CTY4' '1300900321E']
1585,['13031000012' '13165000005' '13107001560' '13107001333']
1586,['13237000107' '13009000319' '1300900CTY1' '13009000318']
1587,"['13237000107' '1300900MONT' '1300900CTY1' '1300900CTY3' '1314100001A'
 '1300900CTY6' '1300900MERI' '1300900CTY5']"
1588,"['13029000003' '13029000002' '13031000004' '1310300001B' '1310300003D'
 '1310300003A' '13031000016' '13031000006']"
1589,"['13013000003' '13013000014' '13135000133' '13135000028' '13135000129'
 '13013000004']"
1590,"['1310300001D' '1310300001A' '1305107-11C' '1305107-04C' '1310300002C'
 '1310300002B']"
1591,"['13259000002' '13197000807' '133070000P3' '133070000G3' '133070000W2'
 '13197000034']"
1592,"['13013000003' '13013000015' '13135000039' '13157003000' '13139000008'
 '13135000129']"
1593,"['13157002000' '13139000022' '13139000012' '13139000024' '13157001000'
 '13139000026' '13139000010']"
1594,['13277000004' '13277000009' '13277000005' '13321000004' '13321000010']
1595,"['1305900001A' '132210000LX' '132210000CR' '13195000HUL' '13195000COM'
 '13195000COB' '13195000FOR' '1305900001B']"
1596,['13253000001' '13253000004' '13087001342']
1597,['130990000CS' '13253000001' '13253000004' '13201000001' '13253000003']
1598,"['1300100003C' '130010003A1' '1330500002D' '1330500001C' '1330500002C'
 '1330500001B']"
1599,"['13025000003' '13183000005' '13025000002' '1330500003A' '1330500002A'
 '1330500005B' '13191001771' '13127001713' '1330500004B']"
1600,"['132470000MA' '13217000010' '13217000009' '13217000020' '13217000013'
 '13217000008' '132470000BA']"
1601,['13217000002' '13217000024' '13217000009' '13217000013' '13217000019']
1602,"['13127005923' '13127002953' '13127004933' '13127002713' '13127002923'
 '13127002933']"
1603,"['13199000005' '13199000013' '13231000001' '13199000009' '13231000004'
 '13293001336' '13199000014']"
1604,['13295000871' '13295000960' '13055000870' '13055XC-968' '13295001808']
1605,"['13119000004' '13119000005' '13147000003' '13147000002' '13147000008'
 '13147000007']"
1606,"['13115000020' '13233000007' '13233000003' '13233000004' '13233000001'
 '13115000015' '13233000002']"
1607,"['13219000011' '13219000013' '13219000010' '13219000005' '13219000006'
 '13219000007']"
1608,"['13285000003' '13285000004' '13285000016' '13285000011' '13285000002'
 '13285000010' '13285000007']"
1609,['1312100008G' '1312100008H' '131210008F1' '1312100008C' '1312100007D']
1610,['13233000007' '13233000003' '13233000005' '13143000007' '13143000008']
1611,"['131210ML072' '131210ML06A' '131210AP12B' '131210ML05C' '13117000029'
 '13117000001' '131210ML06B' '1312100AP05']"
1612,"['13211000007' '13219000004' '13219000013' '13219000003' '13219000012'
 '13219000006' '13219000002']"
1613,['131450000WH' '13285000005' '13285000013']
1614,"['131870000DA' '13291000011' '13291000010' '13291000002' '13291000003'
 '1311100SKEN']"
1615,['13171001713' '13293001577' '13231000008' '13231000006' '13293000555']
1616,"['1306300RD08' '1312100SC27' '1306300OAK1' '1306300RD01' '131210SC23C'
 '131210SC23A']"
1617,"['13063000LJ3' '1306300JB17' '1306300JB03' '1306300JB01' '13113000024'
 '13063000LJ5' '13113000006' '13063000LJ1' '13063000LJ4']"
1618,"['13015000015' '13057000010' '13015000002' '13057000040' '13057000036'
 '13057000041' '13015000006' '13057000009' '13057000029' '13057000005']"
1619,['13115000040' '131290849-A' '13129001055' '13115000035' '13129001054']
1620,"['13161000402' '130050DOUGL' '13069000005' '13069000001' '13069000004'
 '13161000302']"
1621,"['1306700NC01' '1306700BK01' '1306700AC1C' '1306700PT01' '1306700AC1B'
 '1306700WG02' '13015000002' '13057000011' '13057000023' '13057000029']"
1622,['13057000035' '13057000032' '13057000023' '13057000029' '13057000005']
1623,"['13057000039' '13057000010' '13057000022' '13057000024' '13057000035'
 '13057000009' '13057000031']"
1624,"['13057000037' '13057000024' '13057000007' '13057000012' '13057000009'
 '13057000005' '13057000021']"
1625,"['13053FTBEN1' '13215000103' '13215000113' '13215FTBEN4' '13215FTBEN5'
 '13215FTBEN2']"
1626,['13215000112' '13215000113' '13215FTBEN1' '13215FTBEN2']
1627,"['13085000002' '13085000001' '13227000010' '13057000004' '13227000012'
 '13057000014' '13227000009' '13227000006']"
1628,"['132210000LX' '13105000191' '1331700002B' '131810001-A' '1331700002A'
 '1331700004A' '13105000192' '1331700003B']"
1629,['13189000132' '1331700004B' '131810001-A' '13181000002' '1331700002A']
1630,"['130450714A3' '13045001483' '13045001542' '13045001122' '130450714BN'
 '130450714A2']"
1631,['130450714A1' '130450714BW' '13045000715' '130450714A6' '13045001371']
1632,"['13057000042' '13057000039' '13057000022' '13057000008' '13057000003'
 '13057000028']"
1633,['13057000042' '13057000002' '13057000037' '13057000019' '13057000028']
1634,['13057000010' '13057000013' '13227000009' '13057000041' '13057000033']
1635,['13063000LJ3' '13113000030' '13063000PH2' '13113000006' '13113000036']
1636,['1306300JB11' '1306300JB08' '1306300JB18' '13063000MO4']
1637,"['1306300RD08' '1306300RD10' '1306300RD01' '1306300RD04' '1306300RD09'
 '1306300RD12' '1306300OAK4']"
1638,['13255000012' '13231000001' '13199000008' '13199000009' '13231000007']
1639,"['13063000FP6' '1306300JB18' '13063000LC1' '13063000FP4' '13063000MO3'
 '1306300JB15' '13063000MO7' '13063000MO4']"
1640,"['1306300JB16' '1306300JB17' '1306300JB04' '1306300JB03' '1306300JB09'
 '1306300RD05']"
1641,"['1306300RD02' '1306300JB17' '1306300JB13' '13113000024' '13113000006'
 '1306300JB12']"
1642,"['13085000002' '13117000027' '13057000004' '13227000001' '13057000020'
 '13227000006']"
1643,"['131450000WH' '13285000008' '131450000HA' '13199000012' '13199000011'
 '131450000VP' '131450000PV']"
1644,"['13263000008' '13263000002' '131450000HA' '131450000CA' '13263000006'
 '13263000001' '131450000EL' '131450000VP' '13215000127']"
1645,"['13015000009' '131290849-A' '13129000874' '13129000856' '13129000973'
 '13015000012']"
1646,['131290849-A' '13129000874' '13129001056' '13129001063' '13129001235']
1647,"['131290849-A' '13129000980' '13213000872' '13129000973' '13213001291'
 '13129001235']"
1648,"['1312100012M' '13063000FP3' '1312100HP01' '1312100SC27' '1306300RD11'
 '1306300RD01' '131210CP04B' '13063000FP1' '131210012E2' '131210CP083'
 '1306300OAK4' '131210CP06A' '131210CP08A' '1306300OAK2' '1312100CP02'
 '131210CP07B']"
1649,['1312100012M' '130890000BL' '13063000MO1' '13063000FP1']
1650,['131450000CA' '131450000WA' '13215000127' '13215000120']
1651,"['13171001714' '13255000007' '13255000008' '13255000004' '13255000009'
 '13231000005' '13255000020' '13255000017']"
1652,"['13151000025' '13255000016' '13151000029' '13255000009' '13255000017'
 '13255000014']"
1653,"['130450714A1' '13045001496' '13045001152' '13045001122' '13045000501'
 '130450714A2']"
1654,"['132470000BT' '132470000OT' '132470000FI' '132470000CO' '132470000LA'
 '13217000023' '13217000003' '132470000HI']"
1655,"['132470000OT' '132470000CO' '132470000LA' '130890000SW' '130890000CF'
 '132470000SM']"
1656,['13255000006' '13255000011' '13255000008' '13255000004']
1657,['13255000010' '13255000006' '13255000011' '13255000007' '13231000005']
1658,['1306300RD08' '1306300RD11' '1306300RD03' '1306300OAK1' '1306300OAK4']
1659,"['13053FTBEN1' '13215000103' '13215000116' '13215000115' '13263000006'
 '13215FTBEN1' '13215000114' '13215000127']"
1660,['13215000109' '13215000107' '13215000106' '131450000L9']
1661,['13003000003' '13069000002' '13155001753' '13069000001' '13019000518']
1662,['13301000001' '13301000002' '13265000172' '1314100003A' '13265000601']
1663,"['1312500MILL' '13189000135' '1318900133A' '13163001460' '13163000081'
 '13301000005']"
1664,"['133130000ES' '1331300006A' '133130000DG' '1331300004A' '133130000TI'
 '13213001291' '1331300003A' '133130000FI']"
1665,['13129000980' '133130000DG' '133130000AN' '133130000CA' '13213001291']
1666,"['133130000ES' '1331300005A' '133130000VA' '133130000PG' '133130000NI'
 '133130000LT']"
1667,"['13029000008' '13029000006' '13029000004' '13179000003' '1305105-06C'
 '1305107-10C' '1305106-11C' '1305104-12C' '1305104-13C' '1305106-09C'
 '1305106-03C' '1305106-02C']"
1668,"['1305102-11C' '1305101-01C' '1305101-06C' '1305105-02C' '1305101-08C'
 '1305105-10C']"
1669,"['1305108-06C' '1305101-01C' '1305105-03C' '1305102-12C' '1305101-05C'
 '1305105-10C']"
1670,"['13113000014' '13113000008' '13113000027' '13113000026' '13113000029'
 '13113000004' '13113000005' '13113000025']"
1671,"['13263000008' '13199000012' '13199000005' '13199000013' '13199000002'
 '131450000GM' '131450000VP' '13199000003']"
1672,['13097001271' '13045001542' '13045000682' '1312100CH03' '13097001272']
1673,['133130000VA' '133130000CO' '13213000874' '133130000LT']
1674,['13129000980' '133130000DG' '133130000TI' '133130000MC' '13295000953']
1675,['1331300005A' '1331300006A' '1331300002A' '133130000PG' '1331300003A']
1676,['131810001-A' '13181000002' '131810004-A']
1677,"['13189000132' '13181000002' '13073000040' '13073000051' '131810004-B'
 '131810003-A' '131810004-A']"
1678,"['1331700004B' '1331700002B' '131810001-B' '13181000002' '131810004-A'
 '13105000192']"
1679,"['13189000132' '1331700002B' '131810001-B' '131810003-B' '131810001-A'
 '131810003-A' '131810004-A']"
1680,"['13095000018' '13095000010' '13095000021' '13095000020' '13095000022'
 '13095000026']"
1681,"['13137000002' '13137000005' '13137000006' '13011000007' '13011000005'
 '13011000009']"
1682,"['13095000021' '13095000019' '13321000014' '132050000LS' '13095000026'
 '13321000012' '132050000BA']"
1683,['13095000001' '13095000015' '13095000016' '13095000017']
1684,"['13011000007' '13011000010' '13011000005' '13011000012' '13011000002'
 '13011000003']"
1685,['13011000010' '13011000012' '13011000009' '13011000013']
1686,['13105000315' '13105000190' '13105000189' '13105000199' '13105000192']
1687,"['13095000001' '13095000016' '13095000021' '13095000022' '13321000006'
 '13177000010' '13321000016']"
1688,"['13095000016' '13095000028' '13095000018' '13095000021' '13095000019'
 '13095000023' '13095000017']"
1689,['132470000OT' '132470000FI' '132470000SP']
1690,['13045001483' '130450714BW' '13045000713' '130450714A4' '130450714A6']
1691,"['13151000055' '130890000CF' '13151000044' '130890000FG' '13151000043'
 '132470000BA' '13151000047' '132470000ST' '130890000SM' '132470000SM']"
1692,['13255000006' '13255000002' '13255000011' '13255000007' '13255000017']
1693,['13061000005' '13243000954' '13243000131' '13061000002' '13061000003']
1694,"['13135000115' '13135000029' '13135000018' '13135000019' '13135000127'
 '13135000079']"
1695,['13135000028' '13135000129' '13135000008']
1696,"['130890000SD' '13135000052' '13135000064' '130890000HG' '13135000112'
 '13135000118']"
1697,"['13135000012' '130890000SI' '130890000SD' '130890000TH' '130890000SH'
 '13135000112' '130890000BF']"
1698,['13151000046' '130890000HH' '130890000KD' '13151000047']
1699,"['130890000FE' '130890000BJ' '130890000WB' '130890000SS' '130890000KD'
 '130890000KC' '130890000MR']"
1700,"['130890000MF' '130890000MC' '130890000PR' '130890000PI' '130890000FA'
 '130890000BM']"
1701,"['130890000MI' '130890000MV' '130890000PR' '130890000SS' '130890000FA'
 '130890000BM']"
1702,['130890000WD' '130890000MF' '130890000SS' '130890000FA' '130890000SM']
