,neighbors
339,"['04013000118' '04013000203' '04013000217' '04013000281' '04013000346'
 '04013000418' '04013000471' '04013000721']"
340,['04013000391' '04013000485' '04013000684' '04013000744']
341,"['04013000046' '04013000124' '04013000259' '04013000322' '04013000491'
 '04013000520' '04013000528' '04013000680']"
342,"['04013000025' '04013000061' '04013000117' '04013000415' '04013000446'
 '04013000640' '04021000061']"
343,"['04013000274' '04013000306' '04013000315' '04013000385' '04013000613'
 '04013000649']"
344,['04013000068' '04013000192' '04013000362' '04013000363' '04013000459']
345,"['04013000115' '04013000171' '04013000195' '04013000345' '04013000410'
 '04013000478' '04013000587' '04013000647']"
346,"['04013000010' '04013000066' '04013000091' '04013000128' '04013000187'
 '04013000426']"
347,"['04013000001' '04013000050' '04013000421' '04013000551' '04013000591'
 '04013000742']"
348,['04013000161' '04013000162' '04013000251' '04013000513' '04013000656']
349,"['04013000070' '04013000314' '04013000361' '04013000534' '04013000571'
 '04013000633']"
350,['04013000064' '04013000095' '04013000148' '04013000169' '04013000547']
351,"['04013000045' '04013000355' '04013000390' '04013000473' '04013000554'
 '04013000602']"
352,"['04013000112' '04013000222' '04013000223' '04013000275' '04013000383'
 '04013000503' '04013000642' '04013000688']"
353,"['04013000038' '04013000111' '04013000198' '04013000222' '04013000223'
 '04013000275' '04013000366' '04013000634' '04013000688']"
354,"['04013000096' '04013000180' '04013000196' '04013000444' '04013000527'
 '04013000625' '04013000662']"
355,"['04013000021' '04013000230' '04013000305' '04013000328' '04013000337'
 '04013000652' '04013000665' '04013000696']"
356,['04013000073' '04013000104' '04013000390' '04013000478' '04013000587']
357,"['04013000073' '04013000199' '04013000215' '04013000390' '04013000473'
 '04013000602']"
358,"['04013000025' '04013000101' '04013000144' '04013000245' '04013000415'
 '04013000446']"
359,['04013000098' '04013000203' '04013000418' '04013000471' '04013000516']
360,['04013000076' '04013000237' '04013000354' '04013000376']
361,"['04013000032' '04013000170' '04013000442' '04013000462' '04013000486'
 '04013000573']"
362,['04013000037' '04013000188' '04013000282' '04013000465' '04013000707']
363,['04013000220' '04013000357' '04013000443' '04013000669' '04013000691']
364,"['04013000048' '04013000261' '04013000374' '04013000391' '04013000453'
 '04013000525' '04013000556' '04013000744']"
365,"['04013000087' '04013000100' '04013000308' '04013000322' '04013000424'
 '04013000528' '04013000693']"
366,"['04013000133' '04013000141' '04013000497' '04013000510' '04013000544'
 '04013000560' '04013000645' '04013000702' '04013000703']"
367,"['04013000088' '04013000165' '04013000220' '04013000357' '04013000441'
 '04013000565' '04013000691']"
368,"['04013000193' '04013000241' '04013000245' '04013000376' '04013000441'
 '04013000454']"
369,"['04013000010' '04013000042' '04013000091' '04013000105' '04013000154'
 '04013000255' '04013000426' '04013000569']"
370,"['04013000042' '04013000165' '04013000255' '04013000331' '04013000357'
 '04013000443']"
371,['04013000057' '04013000150' '04013000347' '04013000658']
372,['04013000055' '04013000064' '04013000480' '04013000484' '04013000599']
373,"['04013000032' '04013000195' '04013000440' '04013000452' '04013000462'
 '04013000587']"
374,"['04013000044' '04013000125' '04013000251' '04013000544' '04013000560'
 '04013000702']"
375,['04013000378' '04013000495' '04013000630' '04013000682' '04013000710']
376,"['04013000066' '04013000085' '04013000091' '04013000187' '04013000194'
 '04013000461' '04013000530' '04013000581' '04013000681' '04013000705']"
377,['04013000093' '04013000363' '04013000575' '04013000582' '04013000635']
378,"['04013000009' '04013000146' '04013000189' '04013000401' '04013000474'
 '04013000567' '04013000695']"
379,"['04013000012' '04013000268' '04013000341' '04013000387' '04013000456'
 '04013000585' '04013000631']"
380,['04013000011' '04013000172' '04013000246' '04013000632']
381,"['04013000314' '04013000399' '04013000413' '04013000469' '04013000562'
 '04013000698' '04013000747']"
382,['04013000002' '04013000125' '04013000510' '04013000544' '04013000703']
383,"['04013000050' '04013000212' '04013000214' '04013000286' '04013000400'
 '04013000421' '04013000675']"
384,"['04013000176' '04013000185' '04013000228' '04013000369' '04013000464'
 '04013000490' '04013000685' '04013000704' '04013000730']"
385,"['04013000117' '04013000245' '04013000415' '04013000454' '04013000641'
 '04021000061']"
386,"['04013000015' '04013000072' '04013000089' '04013000500' '04013000628'
 '04013000643']"
387,['04013000009' '04013000137' '04013000209' '04013000567' '04013000644']
388,['04013000026' '04013000080' '04013000383' '04013000503' '04013000668']
389,"['04013000036' '04013000064' '04013000095' '04013000109' '04013000208'
 '04013000522' '04013000596' '04013000599']"
390,['04013000244' '04013000487' '04013000716' '04013000748']
391,"['04013000006' '04013000057' '04013000130' '04013000216' '04013000325'
 '04013000423' '04013000557' '04013000629' '04013000658' '04013000748']"
392,['04013000004' '04013000183' '04013000285' '04013000430']
393,"['04013000040' '04013000075' '04013000213' '04013000249' '04013000311'
 '04013000374' '04013000412' '04013000499' '04013000556' '04013000725']"
394,['04013000013' '04013000054' '04013000303' '04013000603' '04013000636']
395,"['04013000091' '04013000128' '04013000381' '04013000569' '04013000708'
 '04013000743']"
396,['04013000024' '04013000232' '04013000468' '04013000672']
397,['04013000458' '04013000626' '04013000637' '04013000638' '04013000745']
398,['04013000258' '04013000301' '04013000327' '04013000416' '04013000558']
399,"['04013000016' '04013000037' '04013000189' '04013000282' '04013000465'
 '04013000474' '04013000574']"
400,"['04013000031' '04013000042' '04013000235' '04013000477' '04013000508'
 '04013000535' '04013000595' '04013000624']"
401,"['04013000003' '04013000402' '04013000433' '04013000542' '04013000682'
 '04013000719']"
402,"['04013000072' '04013000107' '04013000162' '04013000393' '04013000551'
 '04013000643' '04013000656' '04013000742']"
403,"['04013000107' '04013000161' '04013000251' '04013000400' '04013000479'
 '04013000551' '04013000656']"
404,"['04013000022' '04013000053' '04013000226' '04013000232' '04013000233'
 '04013000294']"
405,"['04013000334' '04013000335' '04013000343' '04013000368' '04013000370'
 '04013000430' '04013000500']"
406,"['04013000088' '04013000126' '04013000129' '04013000331' '04013000357'
 '04013000565' '04013000691']"
407,['04013000190' '04013000427' '04013000475' '04013000539' '04013000686']
408,['04013000179' '04013000272' '04013000319' '04013000425' '04013000722']
409,"['04013000049' '04013000180' '04013000196' '04013000250' '04013000292'
 '04013000677' '04013000741']"
410,"['04013000056' '04013000064' '04013000095' '04013000109' '04013000447'
 '04013000547' '04013000552' '04013000663' '04013000732']"
411,['04013000120' '04013000171' '04013000195' '04013000442' '04013000462']
412,"['04013000104' '04013000170' '04013000195' '04013000410' '04013000442'
 '04013000570']"
413,['04013000011' '04013000139' '04013000336' '04013000414' '04013000632']
414,"['04013000018' '04013000055' '04013000064' '04013000373' '04013000422'
 '04013000432' '04013000438']"
415,['04013000228' '04013000524' '04013000715']
416,"['04013000050' '04013000081' '04013000225' '04013000293' '04013000449'
 '04013000460' '04013000593' '04013000653' '04013000736' '04013000746']"
417,['04013000143' '04013000185' '04013000228' '04013000369' '04013000734']
418,"['04013000023' '04013000033' '04013000219' '04013000590' '04013000661'
 '04013000690']"
419,['04013000210' '04013000467' '04013000488' '04021000040']
420,"['04013000060' '04013000167' '04013000238' '04013000240' '04013000264'
 '04013000272' '04013000319' '04013000506' '04013000507' '04013000594'
 '04013000600' '04013000722']"
421,['04013000113' '04013000168' '04013000196' '04013000444' '04013000741']
422,['04013000322' '04013000520' '04013000567' '04013000693']
423,"['04013000051' '04013000067' '04013000206' '04013000234' '04013000269'
 '04013000437' '04013000439' '04013000676' '04013000701' '04013000723'
 '04013000737' '04013000740']"
424,"['04013000004' '04013000049' '04013000151' '04013000285' '04013000447'
 '04013000521' '04013000552' '04013000677' '04013000714']"
425,['04013000433' '04013000495' '04013000670' '04013000682' '04013000719']
426,['04013000143' '04013000176' '04013000490' '04013000538' '04013000734']
427,['04013000474' '04013000490' '04013000538' '04013000730']
428,"['04013000066' '04013000091' '04013000105' '04013000135' '04013000426'
 '04013000705']"
429,"['04013000037' '04013000121' '04013000228' '04013000267' '04013000465'
 '04013000707']"
430,"['04013000016' '04013000137' '04013000158' '04013000378' '04013000401'
 '04013000474' '04013000550' '04013000710']"
431,"['04013000166' '04013000207' '04013000218' '04013000247' '04013000280'
 '04013000475' '04013000686']"
432,['04013000196' '04013000208' '04013000377' '04013000447' '04013000527']
433,"['04013000103' '04013000349' '04013000363' '04013000376' '04013000459'
 '04013000493' '04013000614' '04013000619']"
434,['04013000127' '04013000241' '04013000245' '04013000253' '04013000441']
435,"['04013000091' '04013000135' '04013000461' '04013000553' '04013000708'
 '04013000743']"
436,"['04013000104' '04013000132' '04013000170' '04013000171' '04013000462'
 '04013000587']"
437,"['04013000096' '04013000113' '04013000168' '04013000180' '04013000191'
 '04013000447' '04013000527' '04013000677']"
438,['04013000227' '04013000553' '04013000589' '04013000743']
439,"['04013000038' '04013000112' '04013000243' '04013000634' '04013000672'
 '04013000688']"
440,"['04013000073' '04013000116' '04013000215' '04013000293' '04013000449'
 '04013000460' '04013000651' '04013000653']"
441,['04013000425' '04013000505' '04013000577' '04013000584']
442,"['04013000031' '04013000094' '04013000275' '04013000287' '04013000457'
 '04013000512' '04013000535']"
443,"['04013000088' '04013000236' '04013000254' '04013000331' '04013000565'
 '04013000622' '04013000692']"
444,"['04013000098' '04013000118' '04013000231' '04013000307' '04013000346'
 '04013000419' '04013000516' '04013000721']"
445,['04013000047' '04013000084' '04013000385' '04013000720']
446,['04013000291' '04013000646' '04013000709' '04013000723' '04013000727']
447,"['04013000051' '04013000054' '04013000182' '04013000352' '04013000439'
 '04013000603' '04013000629' '04013000701' '04013000748']"
448,"['04013000190' '04013000280' '04013000476' '04013000498' '04013000681'
 '04013000686']"
449,"['04013000036' '04013000060' '04013000095' '04013000148' '04013000191'
 '04013000375' '04013000377' '04013000447' '04013000507' '04013000596'
 '04013000665']"
450,"['04013000009' '04013000014' '04013000146' '04013000342' '04013000526'
 '04013000610' '04013000644' '04013000745']"
451,['04013000178' '04013000467' '04013000488' '04013000517' '04013000735']
452,['04013000265' '04013000517' '04013000650' '04013000735']
453,['04013000034' '04013000142' '04013000286' '04013000398' '04013000400']
454,"['04013000152' '04013000249' '04013000412' '04013000431' '04013000720'
 '04013000725']"
455,"['04013000142' '04013000286' '04013000403' '04013000406' '04013000463'
 '04013000631' '04013000651' '04013000675']"
456,['04013000116' '04013000199' '04013000602' '04013000651' '04013000733']
457,"['04013000006' '04013000077' '04013000150' '04013000342' '04013000526'
 '04013000578' '04013000610' '04013000658' '04013000713']"
458,"['04013000098' '04013000281' '04013000296' '04013000409' '04013000418'
 '04013000496']"
459,['04013000190' '04013000247' '04013000475' '04013000697']
460,"['04013000177' '04013000353' '04013000555' '04013000590' '04013000638'
 '04013000690']"
461,"['04013000122' '04013000126' '04013000253' '04013000441' '04013000565'
 '04013000669' '04013000691']"
462,['04013000084' '04013000485' '04013000601' '04013000720' '04013000738']
463,"['04013000111' '04013000112' '04013000275' '04013000366' '04013000566'
 '04013000568']"
464,"['04013000026' '04013000111' '04013000112' '04013000252' '04013000383'
 '04013000503' '04013000688']"
465,"['04013000039' '04013000321' '04013000332' '04013000589' '04013000639'
 '04013000694']"
466,"['04013000175' '04013000276' '04013000592' '04013000593' '04013000699'
 '04013000746']"
467,"['04013000053' '04013000163' '04013000265' '04013000294' '04013000455'
 '04013000517' '04013000729']"
468,"['04013000063' '04013000197' '04013000324' '04013000543' '04013000589'
 '04013000694' '04013000743']"
469,"['04013000065' '04013000143' '04013000174' '04013000176' '04013000188'
 '04013000267' '04013000369' '04013000524' '04013000707' '04013000715'
 '04013000734']"
470,"['04013000028' '04013000247' '04013000274' '04013000297' '04013000598'
 '04013000614' '04013000697']"
471,['04013000114' '04013000304' '04013000305' '04013000328' '04013000652']
472,"['04013000203' '04013000307' '04013000314' '04013000365' '04013000543'
 '04013000694' '04013000721']"
473,"['04013000155' '04013000163' '04013000233' '04013000243' '04013000294'
 '04013000298' '04013000468' '04013000672']"
474,"['04013000022' '04013000163' '04013000232' '04013000298' '04021000042'
 '04021000056']"
475,['04013000182' '04013000437' '04013000723' '04013000728' '04013000740']
476,"['04013000042' '04013000159' '04013000289' '04013000381' '04013000508'
 '04013000569' '04013000595']"
477,"['04013000202' '04013000246' '04013000254' '04013000376' '04013000380'
 '04013000622' '04013000632' '04013000692' '04013000711']"
478,"['04013000076' '04013000119' '04013000376' '04013000605' '04013000618'
 '04013000619']"
479,"['04013000179' '04013000239' '04013000240' '04013000266' '04013000314'
 '04013000506' '04013000540' '04013000559']"
480,['04013000238' '04013000240' '04013000264' '04013000470' '04013000559']
481,['04013000179' '04013000238' '04013000239' '04013000264']
482,['04013000127' '04013000193' '04013000245' '04013000253' '04013000356']
483,"['04013000017' '04013000276' '04013000323' '04013000440' '04013000592'
 '04013000746']"
484,"['04013000038' '04013000074' '04013000198' '04013000232' '04013000294'
 '04013000634' '04013000672']"
485,"['04013000023' '04013000059' '04013000149' '04013000352' '04013000384'
 '04013000435' '04013000597' '04013000706' '04013000716' '04013000748']"
486,"['04013000117' '04013000127' '04013000144' '04013000193' '04013000241'
 '04013000356' '04013000415' '04013000446' '04013000454']"
487,"['04013000011' '04013000139' '04013000236' '04013000451' '04013000632'
 '04013000711']"
488,"['04013000190' '04013000218' '04013000229' '04013000280' '04013000614'
 '04013000616' '04013000697' '04013000717']"
489,['04013000040' '04013000431' '04013000481' '04013000667']
490,['04013000040' '04013000152' '04013000213' '04013000311' '04013000431']
491,"['04013000049' '04013000168' '04013000292' '04013000395' '04013000444'
 '04013000741']"
492,"['04013000044' '04013000107' '04013000133' '04013000162' '04013000479'
 '04013000510' '04013000513' '04013000544' '04013000560']"
493,"['04013000024' '04013000026' '04013000223' '04013000279' '04013000379'
 '04013000383' '04013000672' '04013000688']"
494,"['04013000025' '04013000193' '04013000220' '04013000241' '04013000356'
 '04013000441' '04013000669']"
495,['04013000202' '04013000236' '04013000380' '04013000441' '04013000565']
496,"['04013000010' '04013000042' '04013000128' '04013000129' '04013000331'
 '04013000426' '04013000692']"
497,"['04013000029' '04013000062' '04013000065' '04013000316' '04013000369'
 '04013000428' '04013000524' '04013000564' '04013000583' '04021000054'
 '04021000067']"
498,"['04013000416' '04013000443' '04013000477' '04013000595' '04013000624'
 '04013000669']"
499,['04013000157' '04013000301' '04013000302' '04013000327' '04013000735']
500,"['04013000069' '04013000100' '04013000397' '04013000466' '04013000520'
 '04013000560' '04013000680' '04013000702']"
501,['04013000403' '04013000463' '04013000651' '04013000733']
502,"['04013000123' '04013000338' '04013000374' '04013000408' '04013000453'
 '04013000556']"
503,['04013000026' '04013000080' '04013000279' '04013000314' '04013000365']
504,['04013000017' '04013000073' '04013000460' '04013000587' '04013000746']
505,['04013000179' '04013000239' '04013000240' '04013000470' '04013000594']
506,"['04013000038' '04013000074' '04013000211' '04013000226' '04013000366'
 '04013000517' '04013000563' '04013000568' '04013000650' '04013000729']"
507,"['04007000025' '04007000026' '04013000082' '04013000238' '04013000314'
 '04013000540' '04013000648' '04013000673' '04013000700' '04025000046']"
508,"['04013000037' '04013000188' '04013000228' '04013000472' '04013000538'
 '04013000574' '04013000734']"
509,"['04013000012' '04013000138' '04013000387' '04013000392' '04013000585'
 '04013000601']"
510,"['04013000051' '04013000182' '04013000270' '04013000277' '04013000284'
 '04013000351' '04013000659' '04013000676']"
511,"['04013000269' '04013000351' '04013000483' '04013000579' '04013000621'
 '04013000659']"
512,"['04013000082' '04013000086' '04013000375' '04013000489' '04013000506'
 '04013000540' '04013000625' '04013000666']"
513,['04013000167' '04013000179' '04013000319' '04013000507' '04013000665']
514,['04013000015' '04013000020' '04013000059' '04013000089' '04013000333']
515,"['04013000028' '04013000102' '04013000229' '04013000315' '04013000598'
 '04013000613']"
516,"['04013000094' '04013000111' '04013000112' '04013000201' '04013000222'
 '04013000287' '04013000494' '04013000503' '04013000566' '04013000642']"
517,"['04013000225' '04013000242' '04013000323' '04013000329' '04013000440'
 '04013000480' '04013000592' '04013000699']"
518,['04013000013' '04013000051' '04013000269' '04013000351' '04013000603']
519,"['04013000018' '04013000056' '04013000422' '04013000438' '04013000514'
 '04013000588' '04013000663' '04013000683' '04013000732']"
520,['04013000026' '04013000252' '04013000262' '04013000314' '04013000379']
521,"['04013000097' '04013000190' '04013000207' '04013000247' '04013000498'
 '04013000717']"
522,"['04013000098' '04013000217' '04013000296' '04013000324' '04013000346'
 '04013000381' '04013000496']"
523,"['04013000016' '04013000093' '04013000121' '04013000158' '04013000465'
 '04013000670' '04013000707']"
524,"['04013000045' '04013000048' '04013000403' '04013000525' '04013000554'
 '04013000608' '04013000609']"
525,['04013000269' '04013000659' '04013000676' '04013000737']
526,['04013000043' '04013000151' '04013000183' '04013000430' '04013000521']
527,"['04013000034' '04013000142' '04013000212' '04013000214' '04013000445'
 '04013000456' '04013000631']"
528,['04013000094' '04013000201' '04013000275' '04013000457' '04013000642']
529,['04012000057' '04013000029' '04013000561' '04013000671' '04027000P19']
530,"['04013000235' '04013000296' '04013000381' '04013000417' '04013000457'
 '04013000508' '04013000535']"
531,['04013000047' '04013000084' '04013000295' '04013000542']
532,"['04013000205' '04013000316' '04013000405' '04013000664' '04013000687'
 '04013000723' '04013000727']"
533,['04013000168' '04013000250' '04013000395' '04013000741']
534,['04013000175' '04013000199' '04013000449' '04013000653']
535,"['04013000074' '04013000163' '04013000226' '04013000232' '04013000243'
 '04013000729']"
536,"['04013000047' '04013000084' '04013000290' '04013000326' '04013000389'
 '04013000542']"
537,"['04013000217' '04013000281' '04013000289' '04013000381' '04013000409'
 '04013000417' '04013000496']"
538,"['04013000229' '04013000306' '04013000475' '04013000598' '04013000613'
 '04013000697']"
539,"['04013000232' '04013000233' '04013000359' '04013000468' '04013000673'
 '04021000056']"
540,['04013000583' '04019000002' '04019000136' '04019000138' '04021000053']
541,"['04013000047' '04013000068' '04013000092' '04013000362' '04013000459'
 '04013000542' '04013000548']"
542,"['04013000078' '04013000157' '04013000258' '04013000558' '04013000563'
 '04013000650' '04013000674' '04013000735']"
543,"['04013000258' '04013000327' '04013000416' '04013000511' '04013000518'
 '04013000654' '04013000735']"
544,"['04013000013' '04013000054' '04013000057' '04013000153' '04013000347'
 '04013000629' '04013000636']"
545,"['04013000019' '04013000032' '04013000230' '04013000305' '04013000328'
 '04013000440' '04013000452']"
546,"['04013000019' '04013000114' '04013000230' '04013000304' '04013000323'
 '04013000329' '04013000652']"
547,"['04013000102' '04013000297' '04013000385' '04013000431' '04013000475'
 '04013000613' '04013000649']"
548,"['04013000203' '04013000231' '04013000365' '04013000419' '04013000516'
 '04013000721']"
549,['04013000124' '04013000309' '04013000424' '04013000434' '04013000528']
550,"['04013000058' '04013000308' '04013000312' '04013000402' '04013000407'
 '04013000424' '04013000434' '04013000528']"
551,"['04013000039' '04013000071' '04013000476' '04013000553' '04013000581'
 '04013000681']"
552,['04013000040' '04013000152' '04013000249' '04013000499' '04013000502']
553,['04013000309' '04013000402' '04013000424' '04013000678' '04013000682']
554,"['04013000003' '04013000012' '04013000367' '04013000392' '04013000402'
 '04013000407' '04013000545']"
555,"['04013000108' '04013000140' '04013000231' '04013000238' '04013000262'
 '04013000266' '04013000279' '04013000365' '04013000379' '04013000410'
 '04013000429' '04013000492' '04013000504' '04013000529' '04013000537'
 '04013000549' '04013000559' '04013000562' '04013000570' '04013000571'
 '04013000594' '04013000633' '04013000657' '04013000673' '04013000694'
 '04013000747']"
556,"['04013000028' '04013000102' '04013000274' '04013000360' '04013000613'
 '04013000620' '04013000649']"
557,"['04013000029' '04013000062' '04013000256' '04013000291' '04013000405'
 '04013000687' '04013000727']"
558,['04013000338' '04013000339' '04013000382' '04013000501']
559,"['04013000032' '04013000319' '04013000328' '04013000337' '04013000505'
 '04013000573' '04013000665']"
560,"['04013000167' '04013000179' '04013000272' '04013000318' '04013000425'
 '04013000505' '04013000665']"
561,['04013000041' '04013000413' '04013000469' '04013000481' '04013000698']
562,"['04013000224' '04013000332' '04013000427' '04013000539' '04013000639'
 '04013000694']"
563,['04013000100' '04013000124' '04013000181' '04013000520' '04013000693']
564,"['04013000019' '04013000242' '04013000276' '04013000305' '04013000329'
 '04013000440']"
565,"['04013000063' '04013000227' '04013000281' '04013000346' '04013000381'
 '04013000743']"
566,['04013000150' '04013000487' '04013000557' '04013000748']
567,['04013000084' '04013000295' '04013000367' '04013000389' '04013000392']
568,['04013000157' '04013000258' '04013000302' '04013000416' '04013000558']
569,"['04013000032' '04013000114' '04013000230' '04013000304' '04013000318'
 '04013000337' '04013000665']"
570,"['04013000021' '04013000276' '04013000305' '04013000323' '04013000480'
 '04013000484' '04013000652']"
571,['04013000033' '04013000423' '04013000536' '04013000557' '04013000590']
572,"['04013000088' '04013000129' '04013000165' '04013000202' '04013000255'
 '04013000357' '04013000692']"
573,"['04013000039' '04013000071' '04013000224' '04013000321' '04013000427'
 '04013000686']"
574,"['04013000015' '04013000020' '04013000043' '04013000273' '04013000334'
 '04013000370' '04013000430' '04013000500']"
575,['04013000043' '04013000164' '04013000333' '04013000370' '04013000430']
576,"['04013000164' '04013000344' '04013000368' '04013000370' '04013000396'
 '04013000500' '04013000655']"
577,['04013000172' '04013000376' '04013000414' '04013000632']
578,['04013000114' '04013000318' '04013000328' '04013000665']
579,"['04013000027' '04013000261' '04013000317' '04013000382' '04013000408'
 '04013000453' '04013000501']"
580,"['04013000041' '04013000317' '04013000382' '04013000501' '04013000580'
 '04013000627' '04013000726']"
581,"['04013000034' '04013000069' '04013000341' '04013000397' '04013000398'
 '04013000712']"
582,"['04013000034' '04013000138' '04013000340' '04013000445' '04013000456'
 '04013000585' '04013000712']"
583,"['04013000014' '04013000209' '04013000216' '04013000386' '04013000404'
 '04013000526' '04013000533' '04013000713']"
584,"['04013000052' '04013000164' '04013000368' '04013000430' '04013000655'
 '04013000663']"
585,"['04013000001' '04013000335' '04013000368' '04013000396' '04013000514'
 '04013000515' '04013000588' '04013000655']"
586,"['04013000104' '04013000382' '04013000478' '04013000519' '04013000580'
 '04013000647']"
587,"['04013000063' '04013000098' '04013000203' '04013000281' '04013000324'
 '04013000543' '04013000721']"
588,"['04013000057' '04013000130' '04013000303' '04013000621' '04013000636'
 '04013000658' '04013000713']"
589,"['04013000008' '04013000079' '04013000085' '04013000097' '04013000394'
 '04013000414' '04013000509' '04013000572' '04013000717']"
590,['04013000192' '04013000376' '04013000493' '04013000619' '04021000062']
591,['04013000472' '04013000474' '04013000574']
592,"['04013000013' '04013000269' '04013000270' '04013000277' '04013000621'
 '04013000636']"
593,"['04013000049' '04013000206' '04013000244' '04013000435' '04013000439'
 '04013000714' '04013000748']"
594,['04013000077' '04013000219' '04013000555' '04013000578' '04013000590']
595,['04013000076' '04013000119' '04013000376' '04013000546' '04013000739']
596,['04013000110' '04013000554' '04013000602' '04013000609' '04013000733']
597,['04013000025' '04013000241' '04013000245' '04013000253' '04013000446']
598,"['04013000122' '04013000126' '04013000129' '04013000165' '04013000331'
 '04013000443' '04013000691']"
599,['04013000523' '04013000541' '04013000611']
600,['04013000298' '04013000379' '04013000468' '04013000529' '04013000673']
601,"['04013000028' '04013000092' '04013000315' '04013000548' '04013000614'
 '04013000620']"
602,['04013000070' '04013000108' '04013000534' '04013000584' '04013000600']
603,['04013000068' '04013000103' '04013000300' '04013000459']
604,"['04013000068' '04013000103' '04013000136' '04013000192' '04013000493'
 '04013000582' '04013000635']"
605,['04013000025' '04013000061' '04013000669' '04013000724']
606,"['04013000080' '04013000231' '04013000262' '04013000307' '04013000314'
 '04013000419']"
607,"['04013000038' '04013000112' '04013000222' '04013000265' '04013000566'
 '04013000568']"
608,['04013000003' '04013000313' '04013000326' '04013000389' '04013000392']
609,['04013000164' '04013000335' '04013000343' '04013000344' '04013000655']
610,"['04013000062' '04013000143' '04013000176' '04013000228' '04013000256'
 '04013000464' '04013000524' '04013000687' '04013000709' '04013000727']"
611,"['04013000015' '04013000164' '04013000333' '04013000334' '04013000335'
 '04013000500']"
612,['04013000014' '04013000388' '04013000730' '04013000731']
613,['04013000035' '04013000083' '04013000455' '04013000517']
614,"['04013000018' '04013000055' '04013000064' '04013000173' '04013000422'
 '04013000547']"
615,"['04013000075' '04013000123' '04013000152' '04013000261' '04013000391'
 '04013000448' '04013000556']"
616,"['04013000060' '04013000208' '04013000271' '04013000377' '04013000489'
 '04013000506']"
617,"['04013000119' '04013000127' '04013000192' '04013000236' '04013000237'
 '04013000336' '04013000349' '04013000354' '04013000380' '04013000414'
 '04013000441' '04013000454' '04013000619' '04013000632' '04013000641'
 '04013000739' '04021000061' '04021000062']"
618,"['04013000086' '04013000096' '04013000191' '04013000208' '04013000375'
 '04013000489' '04013000527' '04013000666']"
619,"['04013000016' '04013000134' '04013000189' '04013000495' '04013000670'
 '04013000710']"
620,"['04013000024' '04013000026' '04013000252' '04013000279' '04013000314'
 '04013000359' '04013000468' '04013000529']"
621,['04013000236' '04013000254' '04013000376' '04013000441']
622,"['04013000154' '04013000235' '04013000281' '04013000289' '04013000296'
 '04013000324' '04013000569' '04013000708' '04013000743']"
623,"['04013000317' '04013000338' '04013000339' '04013000345' '04013000453'
 '04013000478' '04013000580']"
624,"['04013000026' '04013000111' '04013000147' '04013000223' '04013000252'
 '04013000503']"
625,"['04013000030' '04013000043' '04013000244' '04013000435' '04013000521'
 '04013000597']"
626,"['04013000047' '04013000084' '04013000102' '04013000204' '04013000306'
 '04013000431' '04013000649' '04013000720']"
627,['04013000342' '04013000404' '04013000483' '04013000533' '04013000713']
628,"['04013000138' '04013000268' '04013000403' '04013000406' '04013000456'
 '04013000482' '04013000601' '04013000608' '04013000631']"
629,['04013000009' '04013000014' '04013000371' '04013000731']
630,['04013000003' '04013000295' '04013000326' '04013000367' '04013000542']
631,"['04013000045' '04013000073' '04013000110' '04013000115' '04013000116'
 '04013000473' '04013000478']"
632,"['04013000075' '04013000099' '04013000123' '04013000374' '04013000448'
 '04013000485' '04013000738' '04013000744']"
633,"['04013000003' '04013000012' '04013000084' '04013000268' '04013000313'
 '04013000326' '04013000367' '04013000545' '04013000601']"
634,"['04013000001' '04013000161' '04013000396' '04013000500' '04013000643'
 '04013000742']"
635,['04013000348' '04013000414' '04013000546' '04013000572' '04013000739']
636,['04013000250' '04013000292' '04013000741']
637,"['04013000001' '04013000335' '04013000344' '04013000393' '04013000500'
 '04013000643']"
638,"['04013000058' '04013000069' '04013000259' '04013000340' '04013000491'
 '04013000585' '04013000680' '04013000712']"
639,"['04013000034' '04013000069' '04013000212' '04013000340' '04013000400'
 '04013000479']"
640,"['04013000140' '04013000469' '04013000492' '04013000504' '04013000519'
 '04013000747']"
641,"['04013000142' '04013000162' '04013000212' '04013000398' '04013000421'
 '04013000479' '04013000551']"
642,"['04013000137' '04013000189' '04013000550' '04013000567' '04013000695'
 '04013000710']"
643,"['04013000003' '04013000160' '04013000309' '04013000312' '04013000313'
 '04013000407' '04013000433' '04013000682']"
644,"['04013000214' '04013000260' '04013000283' '04013000387' '04013000406'
 '04013000463' '04013000608' '04013000609' '04013000733']"
645,['04013000342' '04013000386' '04013000533']
646,"['04013000029' '04013000291' '04013000316' '04013000561' '04013000671'
 '04013000723']"
647,"['04013000214' '04013000387' '04013000403' '04013000463' '04013000608'
 '04013000631']"
648,"['04013000058' '04013000309' '04013000313' '04013000402' '04013000434'
 '04013000545' '04013000585']"
649,"['04013000027' '04013000261' '04013000338' '04013000499' '04013000502'
 '04013000556']"
650,['04013000217' '04013000296' '04013000417' '04013000418' '04013000532']
651,"['04013000104' '04013000171' '04013000314' '04013000429' '04013000570'
 '04013000647']"
652,['04013000429' '04013000531' '04013000647']
653,"['04013000152' '04013000213' '04013000448' '04013000720' '04013000725'
 '04013000738']"
654,"['04013000140' '04013000320' '04013000481' '04013000562' '04013000657'
 '04013000689' '04013000698']"
655,"['04013000011' '04013000079' '04013000172' '04013000336' '04013000348'
 '04013000376' '04013000394' '04013000739']"
