,neighbors
506,['32003003566' '32003003583' '32003003709' '32003003982']
507,['32003003535' '32003003566' '32003003583' '32003003586' '32003003612']
508,['32003003535' '32003003583' '32003003585' '32003003612' '32003003723']
509,"['32003003547' '32003003562' '32003003564' '32003003581' '32003003604'
 '32003003608' '32003003609' '32003003708' '32003003737' '32003003776']"
510,['32003003583' '32003003706' '32003003707' '32003003709' '32003003729']
511,"['32003003547' '32003003564' '32003003607' '32003003613' '32003003705'
 '32003003708' '32003003729' '32003003730' '32003003735']"
512,['32003003547' '32003003587' '32003003606' '32003003607' '32003003609']
513,['32003002501' '32003003540' '32003003964' '32023000018']
514,"['32003002652' '32003002674' '32003003604' '32003003607' '32003003609'
 '32003003610']"
515,"['32003002611' '32003002612' '32003002652' '32003003547' '32003003602'
 '32003003604' '32003003606' '32003003613' '32003003938']"
516,"['32003003418' '32003003532' '32003003562' '32003003566' '32003003587'
 '32003003609' '32003003708' '32003003718' '32003003723' '32003003756'
 '32003003757']"
517,"['32003003587' '32003003604' '32003003606' '32003003608' '32003003610'
 '32003003718']"
518,"['32003002674' '32003002705' '32003003457' '32003003464' '32003003465'
 '32003003606' '32003003609' '32003003716' '32003003718']"
519,['32003003566']
520,['32003003566' '32003003583' '32003003585' '32003003586' '32003003723']
521,['32003002611' '32003003546' '32003003602' '32003003607' '32003003730']
522,"['32003002356' '32003002600' '32003002949' '32003003535' '32003003537'
 '32003003540' '32003003552' '32003003553' '32003003571' '32003003574'
 '32003003706' '32003003875' '32003003881' '32003003906' '32003003981'
 '32003003984' '32003003985']"
523,"['32003002705' '32003002711' '32003003465' '32003003702' '32003003704'
 '32003003759']"
524,"['32003002044' '32003002710' '32003002711' '32003003701' '32003003703'
 '32003003704' '32003003721' '32003003722' '32003003733']"
525,['32003003702' '32003003704']
526,"['32003003465' '32003003701' '32003003702' '32003003703' '32003003722'
 '32003003724' '32003003733' '32003003759' '32003003760']"
527,['32003003602' '32003003706' '32003003729' '32003003730' '32003003735']
528,"['32003003535' '32003003537' '32003003546' '32003003553' '32003003571'
 '32003003583' '32003003588' '32003003700' '32003003705' '32003003729'
 '32003003730' '32003003981' '32003003984' '32003003985']"
529,['32003003588' '32003003708' '32003003709' '32003003729']
530,"['32003003532' '32003003559' '32003003564' '32003003566' '32003003578'
 '32003003579' '32003003580' '32003003582' '32003003587' '32003003602'
 '32003003608' '32003003707' '32003003709' '32003003729' '32003003737'
 '32003003776' '32003003912' '32003003915' '32003003988' '32003003989'
 '32003003992' '32003003994' '32003003995']"
531,"['32003003518' '32003003559' '32003003566' '32003003580' '32003003582'
 '32003003583' '32003003584' '32003003588' '32003003707' '32003003708'
 '32003003729' '32003003912' '32003003915' '32003003982' '32003003988'
 '32003003989' '32003003992' '32003003993' '32003003994' '32003003995']"
532,['32003003464' '32003003465' '32003003711' '32003003717' '32003003759']
533,['32003003464' '32003003465' '32003003710' '32003003745' '32003003759']
534,['32003003717' '32003003758']
535,['32003003717' '32003003758' '32003003759']
536,['32003003717' '32003003758']
537,['32003003716' '32003003717' '32003003718' '32003003757' '32003003758']
538,['32003003464' '32003003610' '32003003715' '32003003717' '32003003718']
539,"['32003003464' '32003003710' '32003003712' '32003003713' '32003003714'
 '32003003715' '32003003716' '32003003718' '32003003758' '32003003759']"
540,"['32003003608' '32003003609' '32003003610' '32003003715' '32003003716'
 '32003003717' '32003003756' '32003003757']"
541,"['32003003417' '32003003720' '32003003726' '32003003727' '32003003786'
 '32003003788' '32003003904' '32003003910']"
542,"['32003003719' '32003003726' '32003003786' '32003003787' '32003003788'
 '32003003789' '32003003914']"
543,"['32003002044' '32003002710' '32003003702' '32003003722' '32003003741'
 '32003003742']"
544,['32003003702' '32003003704' '32003003721' '32003003733' '32003003741']
545,"['32003003416' '32003003417' '32003003418' '32003003535' '32003003566'
 '32003003586' '32003003608' '32003003612' '32003003756']"
546,"['32003003431' '32003003439' '32003003704' '32003003725' '32003003731'
 '32003003732' '32003003733' '32003003760' '32003003768']"
547,['32003003724']
548,"['32003003417' '32003003418' '32003003719' '32003003720' '32003003786'
 '32003003907' '32003003908' '32003003909' '32003003979']"
549,"['32003003040' '32003003413' '32003003414' '32003003719' '32003003788'
 '32003003904' '32003003910']"
550,"['32003003040' '32003003370' '32003003382' '32003003383' '32003003385'
 '32003003413']"
551,"['32003003588' '32003003602' '32003003705' '32003003706' '32003003707'
 '32003003708' '32003003709' '32003003735']"
552,['32003003546' '32003003602' '32003003613' '32003003705' '32003003706']
553,['32003003431' '32003003724' '32003003732' '32003003768']
554,"['32003003431' '32003003724' '32003003731' '32003003733' '32003003736'
 '32003003749' '32003003750' '32003003751' '32003003753']"
555,"['32003003702' '32003003704' '32003003722' '32003003724' '32003003732'
 '32003003741' '32003003743' '32003003750' '32003003751' '32003003760']"
556,['32003003544' '32003003565' '32003003740' '32003006512' '32003006517']
557,['32003003602' '32003003705' '32003003729']
558,['32003003732']
559,['32003003587' '32003003708']
560,['32003003036' '32003003393' '32003003739' '32003003747' '32003003806']
561,"['32003003365' '32003003366' '32003003391' '32003003392' '32003003393'
 '32003003738' '32003003747' '32003003754' '32003003755' '32003003763'
 '32003003806']"
562,"['32003003380' '32003003382' '32003003383' '32003003413' '32003003414'
 '32003003535' '32003003544' '32003003565' '32003003734' '32003003746'
 '32003003917' '32003006512' '32003006722']"
563,['32003003721' '32003003722' '32003003733' '32003003742' '32003003743']
564,"['32003002044' '32003003721' '32003003741' '32003003743' '32003003853'
 '32003003854' '32003003855' '32003004508']"
565,"['32003003733' '32003003741' '32003003742' '32003003744' '32003003751'
 '32003003843' '32003003844' '32003003845' '32003003851' '32003003854']"
566,['32003003743']
567,['32003003711' '32003003759']
568,"['32003003375' '32003003380' '32003003382' '32003003544' '32003003557'
 '32003003565' '32003003576' '32003003740']"
569,"['32003003036' '32003003393' '32003003395' '32003003738' '32003003739'
 '32003003748' '32003003749' '32003003790' '32003003806']"
570,"['32003003392' '32003003393' '32003003395' '32003003747' '32003003749'
 '32003003753' '32003003754']"
571,"['32003003395' '32003003430' '32003003431' '32003003732' '32003003747'
 '32003003748' '32003003753' '32003003769' '32003003790']"
572,"['32003003732' '32003003733' '32003003751' '32003003752' '32003003753'
 '32003003754' '32003003842']"
573,"['32003003732' '32003003733' '32003003743' '32003003750' '32003003752'
 '32003003842' '32003003843']"
574,"['32003003750' '32003003751' '32003003753' '32003003754' '32003003765'
 '32003003813' '32003003842']"
575,"['32003003431' '32003003732' '32003003748' '32003003749' '32003003750'
 '32003003752' '32003003754']"
576,"['32003003391' '32003003392' '32003003739' '32003003748' '32003003750'
 '32003003752' '32003003753' '32003003755' '32003003765']"
577,"['32003003391' '32003003739' '32003003754' '32003003761' '32003003764'
 '32003003765' '32003003770']"
578,"['32003003418' '32003003608' '32003003718' '32003003723' '32003003757'
 '32003003780' '32003003786']"
579,"['32003003217' '32003003435' '32003003608' '32003003715' '32003003718'
 '32003003756' '32003003758' '32003003780']"
580,"['32003003217' '32003003435' '32003003712' '32003003713' '32003003714'
 '32003003715' '32003003717' '32003003757' '32003003759' '32003003766']"
581,"['32003003151' '32003003152' '32003003191' '32003003465' '32003003701'
 '32003003704' '32003003710' '32003003711' '32003003713' '32003003717'
 '32003003745' '32003003758' '32003003760' '32003003766']"
582,"['32003003151' '32003003152' '32003003191' '32003003439' '32003003704'
 '32003003724' '32003003733' '32003003759' '32003003766' '32003003768']"
583,['32003003755' '32003003762' '32003003764' '32003003765' '32003003770']
584,"['32003003361' '32003003761' '32003003763' '32003003764' '32003003770'
 '32003003773' '32003003866']"
585,"['32003003361' '32003003363' '32003003365' '32003003391' '32003003739'
 '32003003762' '32003003770' '32003003866']"
586,"['32003003361' '32003003755' '32003003761' '32003003762' '32003003765'
 '32003003772' '32003003773']"
587,"['32003003752' '32003003754' '32003003755' '32003003761' '32003003764'
 '32003003772' '32003003812' '32003003813' '32003003842']"
588,"['32003003152' '32003003435' '32003003439' '32003003758' '32003003759'
 '32003003760' '32003003768']"
589,['32003003768']
590,"['32003003430' '32003003431' '32003003433' '32003003435' '32003003439'
 '32003003724' '32003003731' '32003003760' '32003003766' '32003003767']"
591,"['32003003217' '32003003430' '32003003435' '32003003749' '32003003771'
 '32003003780' '32003003787' '32003003789' '32003003790']"
592,['32003003391' '32003003755' '32003003761' '32003003762' '32003003763']
593,['32003003217' '32003003769' '32003003780' '32003003786' '32003003787']
594,"['32003003764' '32003003765' '32003003773' '32003003782' '32003003783'
 '32003003812' '32003003813']"
595,"['32003003361' '32003003762' '32003003764' '32003003772' '32003003774'
 '32003003775' '32003003782']"
596,"['32003003361' '32003003773' '32003003775' '32003003863' '32003006601'
 '32003006602']"
597,['32003003773' '32003003774' '32003003782' '32003006601' '32003006606']
598,['32003003587' '32003003708']
599,['32003003217' '32003003778' '32003003779' '32003003780']
600,['32003003217' '32003003777' '32003003780']
601,['32003003217' '32003003777' '32003003780']
602,"['32003003217' '32003003756' '32003003757' '32003003769' '32003003771'
 '32003003777' '32003003778' '32003003779' '32003003786' '32003003787']"
603,"['32003003772' '32003003773' '32003003775' '32003003783' '32003003784'
 '32003003785' '32003003826' '32003006601' '32003006606']"
604,"['32003003772' '32003003782' '32003003784' '32003003785' '32003003804'
 '32003003811' '32003003812']"
605,"['32003003782' '32003003783' '32003003785' '32003003791' '32003003794'
 '32003003826' '32003006362' '32003006606' '32003006607']"
606,"['32003003782' '32003003783' '32003003784' '32003003791' '32003003794'
 '32003003802' '32003003804' '32003003811']"
607,"['32003003418' '32003003719' '32003003720' '32003003726' '32003003756'
 '32003003771' '32003003780' '32003003787']"
608,"['32003003720' '32003003769' '32003003771' '32003003780' '32003003786'
 '32003003788' '32003003789' '32003003914']"
609,"['32003003040' '32003003413' '32003003719' '32003003720' '32003003727'
 '32003003787' '32003003789']"
610,"['32003003037' '32003003040' '32003003720' '32003003769' '32003003787'
 '32003003788' '32003003790']"
611,"['32003003036' '32003003037' '32003003430' '32003003747' '32003003749'
 '32003003769' '32003003789']"
612,"['32003003784' '32003003785' '32003003792' '32003003794' '32003003795'
 '32003004623' '32003004633' '32003006362' '32003006607']"
613,['32003003791' '32003003796' '32003004623' '32003006607' '32003006608']
614,"['32003003784' '32003003785' '32003003791' '32003003795' '32003003801'
 '32003003802']"
615,"['32003003791' '32003003794' '32003003801' '32003003802' '32003004623'
 '32003004633']"
616,['32003003792' '32003006608']
617,"['32003003363' '32003003365' '32003003366' '32003003370' '32003003371'
 '32003003385' '32003003807' '32003003808' '32003003809']"
618,"['32003003794' '32003003795' '32003003802' '32003003824' '32003003825'
 '32003004633' '32003004634']"
619,"['32003003785' '32003003794' '32003003795' '32003003801' '32003003803'
 '32003003804' '32003003814' '32003003815' '32003003821' '32003003824']"
620,['32003003802' '32003003815']
621,"['32003003783' '32003003785' '32003003802' '32003003805' '32003003811'
 '32003003813' '32003003814' '32003003815']"
622,['32003003804' '32003003811']
623,"['32003003036' '32003003366' '32003003738' '32003003739' '32003003747'
 '32003003807']"
624,"['32003003036' '32003003037' '32003003040' '32003003366' '32003003800'
 '32003003806' '32003003809']"
625,['32003003385' '32003003800' '32003003809']
626,"['32003003037' '32003003040' '32003003366' '32003003385' '32003003800'
 '32003003807' '32003003808']"
627,"['32003003783' '32003003785' '32003003804' '32003003805' '32003003812'
 '32003003813' '32003003814']"
628,['32003003765' '32003003772' '32003003783' '32003003811' '32003003813']
629,"['32003003752' '32003003765' '32003003772' '32003003804' '32003003811'
 '32003003812' '32003003814' '32003003841' '32003003842']"
630,"['32003003802' '32003003804' '32003003811' '32003003813' '32003003815'
 '32003003841']"
631,"['32003003802' '32003003803' '32003003804' '32003003814' '32003003821'
 '32003003822' '32003003823' '32003003824' '32003003833' '32003003834'
 '32003003841']"
632,['32003003802' '32003003815' '32003003824']
633,['32003003815' '32003003824']
634,['32003003815' '32003003824']
635,"['32003003801' '32003003802' '32003003815' '32003003821' '32003003822'
 '32003003823' '32003003825' '32003003831' '32003003832' '32003003833'
 '32003003834' '32003003902' '32003004633' '32003004634' '32003004635']"
636,['32003003801' '32003003824']
637,['32003003782' '32003003784' '32003006362' '32003006606']
638,['32003003824' '32003003833']
639,['32003003824' '32003003833' '32003004634' '32003004635']
640,"['32003003815' '32003003824' '32003003831' '32003003832' '32003003834'
 '32003003855' '32003004635']"
641,"['32003003815' '32003003824' '32003003833' '32003003841' '32003003844'
 '32003003855']"
642,"['32003003813' '32003003814' '32003003815' '32003003834' '32003003842'
 '32003003843' '32003003844']"
643,"['32003003750' '32003003751' '32003003752' '32003003765' '32003003813'
 '32003003841' '32003003843' '32003003844']"
644,['32003003743' '32003003751' '32003003841' '32003003842' '32003003844']
645,"['32003003743' '32003003834' '32003003841' '32003003842' '32003003843'
 '32003003845' '32003003852' '32003003854' '32003003855']"
646,['32003003743' '32003003844' '32003003852' '32003003854']
647,['32003003743' '32003003854']
648,['32003003844' '32003003845' '32003003854' '32003003855']
649,['32003003742' '32003003854']
650,"['32003003742' '32003003743' '32003003844' '32003003845' '32003003851'
 '32003003852' '32003003853' '32003003855']"
651,"['32003002044' '32003003742' '32003003833' '32003003834' '32003003844'
 '32003003852' '32003003854' '32003004508' '32003004635']"
652,"['32003003361' '32003003774' '32003003864' '32003006601' '32003006602'
 '32003006604']"
653,"['32003003361' '32003003863' '32003003866' '32003006602' '32003006604'
 '32003006611']"
654,"['32003003361' '32003003363' '32003003364' '32003003365' '32003003762'
 '32003003763' '32003003864' '32003006604' '32003006611']"
655,['32003002356' '32003003700']
656,['32003002356' '32003002600' '32003003700']
657,['32003003824' '32003004634']
658,['32003003414' '32003003417' '32003003719' '32003003727' '32003003910']
659,['32003003535' '32003006498' '32003006722']
660,"['32003002356' '32003002600' '32003003546' '32003003552' '32003003553'
 '32003003700' '32003003981']"
661,['32003003416' '32003003417' '32003003418' '32003003726' '32003003909']
662,['32003003417' '32003003726' '32003003979']
663,['32003003416' '32003003417' '32003003418' '32003003726' '32003003907']
664,['32003003414' '32003003417' '32003003719' '32003003727' '32003003904']
665,['32003003559' '32003003708' '32003003709']
666,['32003003720' '32003003787']
667,['32003003580' '32003003708' '32003003709']
668,['32003003535' '32003003740' '32003006512' '32003006722']
669,['32003002611' '32003002612' '32003002652' '32003003607']
670,"['32003002501' '32003002938' '32003002975' '32003003605' '32003003990'
 '32017000001' '32023000008' '32023000018']"
671,['32003003417' '32003003726' '32003003908']
672,['32003003546' '32003003553' '32003003700' '32003003706' '32003003906']
673,['32003003566' '32003003584' '32003003709']
674,['32003003700' '32003003706']
675,['32003003700' '32003003706']
676,['32003003566' '32003003582' '32003003708' '32003003709' '32003003989']
677,['32003003708' '32003003709' '32003003988' '32003003993' '32003003995']
678,['32003002501' '32003002938' '32003002975' '32003003964' '32003003991']
679,['32003002501' '32003002938' '32003002975' '32003003990']
680,['32003003708' '32003003709' '32003003994']
681,['32003003709' '32003003989' '32003003995']
682,['32003003708' '32003003709' '32003003992']
683,['32003003708' '32003003709' '32003003989' '32003003993']
684,['32003004309' '32003004310']
685,"['32003004310' '32003004461' '32003004467' '32003004510' '32003004591'
 '32003004616' '32003004903']"
686,['32003004434' '32003004559' '32003004563' '32003004567' '32003004568']
687,['32003004546' '32003005580']
688,['32003004507' '32003004529']
689,['32003004529']
690,['32003004529' '32003004642']
691,['32003004305' '32003004306' '32003004583' '32003004584' '32003004586']
692,"['32003004304' '32003004306' '32003004309' '32003004310' '32003004508'
 '32003004583' '32003004584']"
693,"['32003004304' '32003004305' '32003004307' '32003004309' '32003004310'
 '32003004586' '32003004597' '32003004645' '32003004652']"
694,"['32003002713' '32003002714' '32003002715' '32003002721' '32003004306'
 '32003004504' '32003004512' '32003004586' '32003004651' '32003004652']"
695,"['32003004017' '32003004305' '32003004306' '32003004310' '32003004461'
 '32003004508' '32003004583']"
696,"['32003004017' '32003004028' '32003004305' '32003004306' '32003004309'
 '32003004461' '32003004467' '32003004590' '32003004591' '32003004597'
 '32003004645' '32003004903']"
697,"['32003004514' '32003004530' '32003004535' '32003004553' '32003004554'
 '32003004557']"
698,"['32003004540' '32003004551' '32003004554' '32003004555' '32003004557'
 '32003004569']"
699,"['32003004463' '32003004548' '32003004549' '32003004551' '32003004561'
 '32003004569' '32003004585' '32003004602' '32003004902']"
700,"['32003004550' '32003004559' '32003004568' '32003004599' '32003004650'
 '32003004652']"
701,"['32003002740' '32003002751' '32003002752' '32003004066' '32003004559'
 '32003004563' '32003004566' '32003004567']"
702,['32003004526' '32003004527']
703,"['32003004028' '32003004309' '32003004310' '32003004467' '32003004507'
 '32003004508' '32003004526']"
704,"['32003004387' '32003004510' '32003004585' '32003004591' '32003004594'
 '32003004602' '32003004606' '32003004902']"
705,['32003004028' '32003004310' '32003004461' '32003004526' '32003004616']
706,['32003004501' '32003004502' '32003004581' '32003004582' '32003004586']
707,"['32003002008' '32003002366' '32003002371' '32003002380' '32003002381'
 '32003002382' '32003004500' '32003004502' '32003004504' '32003004586']"
708,"['32003002008' '32003002366' '32003002607' '32003004500' '32003004501'
 '32003004581' '32003004582']"
709,"['32003002380' '32003002394' '32003004307' '32003004501' '32003004505'
 '32003004506' '32003004512' '32003004586']"
710,"['32003002393' '32003002400' '32003002401' '32003002483' '32003002713'
 '32003004504' '32003004506' '32003004512']"
711,"['32003002392' '32003002393' '32003002394' '32003002483' '32003004504'
 '32003004505']"
712,"['32003004073' '32003004461' '32003004508' '32003004511' '32003004526'
 '32003004527' '32003004529' '32003004634' '32003004635' '32003004642']"
713,"['32003002044' '32003002360' '32003003742' '32003003855' '32003004305'
 '32003004309' '32003004461' '32003004507' '32003004581' '32003004582'
 '32003004583' '32003004635']"
714,"['32003004028' '32003004463' '32003004591' '32003004594' '32003004601'
 '32003004604' '32003004606' '32003004612' '32003004613' '32003004616'
 '32003004903']"
715,['32003004507' '32003004527' '32003004529']
716,['32003002400' '32003002713' '32003004307' '32003004504' '32003004505']
717,"['32003002430' '32003002751' '32003004514' '32003004522' '32003004532'
 '32003004535' '32003005511' '32003005512' '32003005521']"
718,"['32003002430' '32003002751' '32003004381' '32003004513' '32003004535'
 '32003004553' '32003004562']"
719,"['32003004513' '32003004523' '32003004532' '32003004535' '32003005512'
 '32003005521' '32003005522']"
720,"['32003004522' '32003004525' '32003004531' '32003004532' '32003005323'
 '32003005521' '32003005522']"
721,"['32003004523' '32003004531' '32003004532' '32003005323' '32003005404'
 '32003005405' '32003005410' '32003005522']"
722,"['32003004454' '32003004461' '32003004467' '32003004507' '32003004527'
 '32003004528' '32003004616']"
723,"['32003004454' '32003004507' '32003004511' '32003004526' '32003004528'
 '32003004529']"
724,"['32003004526' '32003004527' '32003004529' '32003004612' '32003004616'
 '32003004638' '32003004642' '32003004643']"
725,"['32003004073' '32003004075' '32003004076' '32003004507' '32003004511'
 '32003004527' '32003004528' '32003004634' '32003004642' '32003004643']"
726,"['32003004381' '32003004532' '32003004535' '32003004536' '32003004540'
 '32003004552' '32003004557' '32003004577']"
727,"['32003004523' '32003004525' '32003004532' '32003004536' '32003004541'
 '32003004577' '32003005332' '32003005404' '32003005405' '32003005578'
 '32003005579']"
728,"['32003004513' '32003004522' '32003004523' '32003004525' '32003004530'
 '32003004531' '32003004535' '32003004536']"
729,"['32003004381' '32003004513' '32003004514' '32003004522' '32003004530'
 '32003004532' '32003004553' '32003004557']"
730,"['32003004530' '32003004531' '32003004532' '32003004541' '32003004552'
 '32003004577']"
731,['32003004384' '32003004530' '32003004551' '32003004552' '32003004557']
732,"['32003004531' '32003004536' '32003004543' '32003004577' '32003005332'
 '32003005579']"
733,"['32003004541' '32003004546' '32003004548' '32003004577' '32003005332'
 '32003005580']"
734,"['32003004069' '32003004543' '32003004547' '32003004548' '32003004549'
 '32003004603' '32003004611' '32003005003' '32003005384' '32003005536'
 '32003005580']"
735,['32003004546' '32003004549' '32003004602' '32003004603' '32003004611']
736,"['32003004387' '32003004543' '32003004546' '32003004549' '32003004551'
 '32003004552' '32003004577']"
737,"['32003004387' '32003004546' '32003004547' '32003004548' '32003004551'
 '32003004602' '32003004603']"
738,"['32003004415' '32003004556' '32003004559' '32003004560' '32003004568'
 '32003004593' '32003004599']"
739,"['32003004384' '32003004387' '32003004540' '32003004548' '32003004549'
 '32003004552' '32003004557' '32003004569' '32003004577']"
740,"['32003004530' '32003004536' '32003004540' '32003004548' '32003004551'
 '32003004577']"
741,"['32003002751' '32003004381' '32003004514' '32003004535' '32003004554'
 '32003004555' '32003004556' '32003004557' '32003004560' '32003004562']"
742,"['32003004381' '32003004384' '32003004553' '32003004555' '32003004556'
 '32003004557' '32003004560']"
743,"['32003004384' '32003004553' '32003004554' '32003004556' '32003004557'
 '32003004560' '32003004561' '32003004569']"
744,"['32003004550' '32003004553' '32003004554' '32003004555' '32003004560'
 '32003004561' '32003004593']"
745,"['32003004381' '32003004384' '32003004530' '32003004535' '32003004540'
 '32003004551' '32003004553' '32003004554' '32003004555']"
746,"['32003004066' '32003004415' '32003004434' '32003004550' '32003004560'
 '32003004563' '32003004567' '32003004568']"
747,"['32003004550' '32003004553' '32003004554' '32003004555' '32003004556'
 '32003004559' '32003004562' '32003004563']"
748,"['32003004387' '32003004555' '32003004556' '32003004569' '32003004585'
 '32003004593']"
749,['32003002751' '32003004514' '32003004553' '32003004560' '32003004563']
750,"['32003002740' '32003002751' '32003004066' '32003004434' '32003004559'
 '32003004560' '32003004562']"
751,['32003004565' '32003004567' '32003004650' '32003004651']
752,"['32003002752' '32003004564' '32003004566' '32003004567' '32003004571'
 '32003004572' '32003004573' '32003004574' '32003004651']"
753,['32003002740' '32003002752' '32003004434' '32003004565' '32003004567']
754,"['32003004066' '32003004434' '32003004559' '32003004564' '32003004565'
 '32003004566' '32003004568' '32003004650' '32003004651']"
755,"['32003004066' '32003004415' '32003004550' '32003004559' '32003004567'
 '32003004650']"
756,"['32003004384' '32003004387' '32003004551' '32003004555' '32003004561'
 '32003004585']"
757,['32003002752' '32003004565' '32003004572' '32003004573']
758,['32003004565' '32003004571' '32003004573']
759,"['32003002720' '32003002721' '32003002752' '32003004565' '32003004571'
 '32003004572' '32003004574']"
760,['32003002721' '32003004565' '32003004573' '32003004651']
761,"['32003004530' '32003004531' '32003004536' '32003004541' '32003004543'
 '32003004548' '32003004551' '32003004552']"
762,"['32003002360' '32003002607' '32003004500' '32003004502' '32003004508'
 '32003004582']"
763,"['32003004500' '32003004502' '32003004508' '32003004581' '32003004583'
 '32003004584' '32003004586']"
764,"['32003004304' '32003004305' '32003004309' '32003004508' '32003004582'
 '32003004584']"
765,['32003004304' '32003004305' '32003004582' '32003004583' '32003004586']
766,"['32003004387' '32003004463' '32003004561' '32003004569' '32003004590'
 '32003004591' '32003004592' '32003004593' '32003004594' '32003004902']"
767,"['32003004304' '32003004306' '32003004307' '32003004500' '32003004501'
 '32003004504' '32003004582' '32003004584']"
768,"['32003004310' '32003004585' '32003004591' '32003004592' '32003004593'
 '32003004596' '32003004597' '32003004598' '32003004903']"
769,"['32003004028' '32003004310' '32003004463' '32003004510' '32003004585'
 '32003004590' '32003004592' '32003004594' '32003004596' '32003004903']"
770,"['32003004585' '32003004590' '32003004591' '32003004593' '32003004594'
 '32003004596']"
771,"['32003004550' '32003004556' '32003004561' '32003004585' '32003004590'
 '32003004592' '32003004598' '32003004599']"
772,['32003004463' '32003004510' '32003004585' '32003004591' '32003004592']
773,['32003004590' '32003004591' '32003004592']
774,"['32003004306' '32003004310' '32003004590' '32003004598' '32003004599'
 '32003004645']"
775,['32003004590' '32003004593' '32003004597' '32003004599']
776,"['32003004415' '32003004550' '32003004593' '32003004597' '32003004598'
 '32003004645' '32003004650' '32003004652']"
777,['32003004510' '32003004602' '32003004604' '32003004606']
778,"['32003004387' '32003004463' '32003004547' '32003004549' '32003004601'
 '32003004603' '32003004604' '32003004606']"
779,"['32003004546' '32003004547' '32003004549' '32003004602' '32003004604'
 '32003004605' '32003004611']"
780,"['32003004510' '32003004601' '32003004602' '32003004603' '32003004605'
 '32003004611' '32003004613' '32003004615']"
781,"['32003004603' '32003004604' '32003004611' '32003004613' '32003004615'
 '32003005536' '32003005562' '32003005564']"
782,['32003004463' '32003004510' '32003004601' '32003004602']
783,"['32003004546' '32003004547' '32003004603' '32003004604' '32003004605'
 '32003005536' '32003005564']"
784,"['32003004510' '32003004528' '32003004613' '32003004614' '32003004615'
 '32003004616' '32003004621' '32003004643']"
785,"['32003004510' '32003004604' '32003004605' '32003004612' '32003004614'
 '32003004615' '32003004616']"
786,"['32003004612' '32003004613' '32003004615' '32003004621' '32003005553'
 '32003005555']"
787,"['32003004604' '32003004605' '32003004612' '32003004613' '32003004614'
 '32003005555' '32003005562']"
788,"['32003004028' '32003004467' '32003004510' '32003004526' '32003004528'
 '32003004612' '32003004613']"
789,"['32003004612' '32003004614' '32003004623' '32003004633' '32003004643'
 '32003005533' '32003005552' '32003005553' '32003005555']"
790,"['32003003791' '32003003792' '32003003795' '32003004621' '32003004633'
 '32003004643' '32003005532' '32003005533' '32003006608' '32003006612']"
791,"['32003003791' '32003003795' '32003003801' '32003003824' '32003004621'
 '32003004623' '32003004634' '32003004641' '32003004642' '32003004643']"
792,"['32003003801' '32003003824' '32003003832' '32003003902' '32003004507'
 '32003004529' '32003004633' '32003004635' '32003004636' '32003004641'
 '32003004642']"
793,"['32003003824' '32003003832' '32003003833' '32003003855' '32003004507'
 '32003004508' '32003004634']"
794,['32003004634' '32003004641' '32003004642']
795,['32003004641' '32003004642']
796,['32003004528' '32003004643']
797,['32003004633' '32003004634' '32003004636' '32003004637' '32003004642']
798,"['32003004076' '32003004507' '32003004528' '32003004529' '32003004633'
 '32003004634' '32003004636' '32003004637' '32003004641' '32003004643']"
799,"['32003004528' '32003004529' '32003004612' '32003004621' '32003004623'
 '32003004633' '32003004638' '32003004642']"
800,['32003004306' '32003004310' '32003004597' '32003004599' '32003004652']
801,"['32003004415' '32003004564' '32003004567' '32003004568' '32003004599'
 '32003004651' '32003004652']"
802,"['32003002715' '32003002721' '32003004307' '32003004564' '32003004565'
 '32003004567' '32003004574' '32003004650' '32003004652']"
803,"['32003004306' '32003004307' '32003004415' '32003004599' '32003004645'
 '32003004650' '32003004651']"
804,['32003004387' '32003004463' '32003004585']
805,['32003004028' '32003004310' '32003004510' '32003004590' '32003004591']
806,['32003004546' '32003005580']
807,['32003005545' '32003005555' '32003005562' '32003005589']
808,"['32003005034' '32003005333' '32003005400' '32003005403' '32003005404'
 '32003005576' '32003005577' '32003005620' '32003005621']"
809,"['32003005029' '32003005395' '32003005403' '32003005614' '32003005615'
 '32003005617' '32003005620']"
810,"['32003005390' '32003005394' '32003005400' '32003005614' '32003005620'
 '32003005621' '32003005622' '32003005623']"
811,"['32003005356' '32003005562' '32003005565' '32003005587' '32003005589'
 '32003005596']"
812,['32003005537' '32003005571' '32003005572' '32003005597']
813,"['32003004523' '32003004525' '32003005324' '32003005405' '32003005410'
 '32003005413' '32003005522' '32003005617']"
814,"['32003005323' '32003005326' '32003005330' '32003005413' '32003005417'
 '32003005522' '32003005525' '32003005531' '32003005616' '32003005617']"
815,"['32003005324' '32003005515' '32003005521' '32003005522' '32003005523'
 '32003005524' '32003005525' '32003005531']"
816,"['32003005324' '32003005412' '32003005503' '32003005531' '32003005613'
 '32003005616']"
817,"['32003004531' '32003004541' '32003004543' '32003005333' '32003005570'
 '32003005576' '32003005579' '32003005580']"
818,"['32003005029' '32003005332' '32003005400' '32003005570' '32003005571'
 '32003005576' '32003005579' '32003005580']"
819,['32003005356' '32003005536' '32003005562' '32003005564' '32003005565']
820,"['32003005047' '32003005350' '32003005562' '32003005565' '32003005589'
 '32003005596']"
821,"['32003005574' '32003005575' '32003005581' '32003005584' '32003005585'
 '32003005586' '32003005591']"
