,neighbors
502,['1702900CH02' '1702900CH16' '1702900CH17' '1702900CH18']
503,"['1702900CH10' '1702900CH13' '1702900CH16' '1702900CH17' '1702900CH18'
 '1702900CH19']"
504,"['1702900CH01' '1702900CH02' '1702900CH10' '1702900CH14' '1702900CH15'
 '1702900CH17' '1702900CH18']"
505,['1702900CH14' '1702900CH15' '1702900CH16' '1702900CH18']
506,"['1702900CH02' '1702900CH13' '1702900CH14' '1702900CH15' '1702900CH16'
 '1702900CH17']"
507,"['1702900CH08' '1702900CH10' '1702900CH11' '1702900CH13' '1702900CH15'
 '1702900LY02' '1702900LY03' '1702900PG01']"
508,['1702900AS01' '1702900MG01' '1704100SG01' '1704500EM01' '1704500KS01']
509,"['1702900CH08' '1702900LY03' '1702900MT19' '1702900NO01' '1702900SH01'
 '1704100AR01' '1704100AR03' '1704100BO02']"
510,"['17023012001' '17023014001' '1702900AS01' '1702900CH03' '1702900CH13'
 '1702900PG01' '17035000101' '17035000201']"
511,['1702900LY02' '1702900LY04' '1702900MT04' '1702900MT05']
512,"['1702900CH19' '1702900LY01' '1702900LY03' '1702900LY04' '1702900MT05'
 '1702900PD01' '1702900PG01']"
513,"['1702900CH08' '1702900CH19' '1702900HB01' '1702900LY02' '1702900LY04'
 '1702900MT04' '1702900MT18' '1702900MT19' '1702900NO01' '1702900SH01']"
514,['1702900LY01' '1702900LY02' '1702900LY03' '1702900MT04']
515,"['1702900AS01' '1702900CH04' '1702900EO01' '1702900SH01' '1704100BW01'
 '1704100SG01']"
516,['1702900MT04' '1702900MT05' '1702900MT06' '1702900MT08' '1702900MT18']
517,"['1702900LY01' '1702900LY03' '1702900LY04' '1702900MT03' '1702900MT05'
 '1702900MT18']"
518,"['1702900LY01' '1702900LY02' '1702900MT03' '1702900MT04' '1702900MT08'
 '1702900PD01' '1702900PG01']"
519,['1702900MT03' '1702900MT08' '1702900MT10' '1702900MT12' '1702900MT18']
520,"['1702900MT03' '1702900MT05' '1702900MT06' '1702900MT10' '1702900MT22'
 '1702900PD01']"
521,['1702900MT06' '1702900MT08' '1702900MT12' '1702900MT21' '1702900MT22']
522,['1702900MT06' '1702900MT10' '1702900MT13' '1702900MT18' '1702900MT21']
523,['1702900MT12' '1702900MT17' '1702900MT18' '1702900MT21']
524,['1702900MT17' '1702900MT19' '1702900MT21']
525,['1702900MT13' '1702900MT16' '1702900MT18' '1702900MT19' '1702900MT21']
526,"['1702900LY03' '1702900MT03' '1702900MT04' '1702900MT06' '1702900MT12'
 '1702900MT13' '1702900MT17' '1702900MT19']"
527,"['1702900HB01' '1702900LY03' '1702900MT16' '1702900MT17' '1702900MT18'
 '1702900MT21' '1702900NO01']"
528,"['1702900MT10' '1702900MT12' '1702900MT13' '1702900MT16' '1702900MT17'
 '1702900MT19' '1702900MT22' '1702900NO01' '17139000201' '17139000801']"
529,"['1702900MT08' '1702900MT10' '1702900MT21' '1702900PD01' '17139000801'
 '1717300AG01']"
530,"['1702900HB01' '1702900LY03' '1702900MT19' '1702900MT21' '1704100BO01'
 '1704100BO02' '17139000201' '17139000301' '17139000801']"
531,"['1702900LY02' '1702900MT05' '1702900MT08' '1702900MT22' '1702900PG01'
 '17035000301' '1717300AG01']"
532,"['1702900CH13' '1702900CH19' '1702900HT01' '1702900LY02' '1702900MT05'
 '1702900PD01' '17035000201' '17035000301']"
533,"['1702900CH04' '1702900CH06' '1702900CH08' '1702900HB01' '1702900LY03'
 '1702900MG01' '1704100AR03' '1704100BW01']"
534,"['17031001020' '17031001022' '17031001023' '17031001030' '17031001034'
 '17031001044' '17031026030' '17031032022']"
535,"['17031001017' '17031001026' '17031026007' '17031026014' '17031026029'
 '17031026037' '17031026040']"
536,"['17031001004' '17031001005' '17031001010' '17031001036' '17031001040'
 '17031002003' '17031002005']"
537,"['17031001003' '17031001033' '17031001035' '17031001036' '17031001039'
 '17031002003']"
538,"['17031001003' '17031001010' '17031001011' '17031001021' '17031002003'
 '17031002004' '17031002014' '17031002016' '17031002021']"
539,['17031001037' '17031027007' '17031027040']
540,['17031001016' '17031001041' '17031001042' '17031001043' '17031032016']
541,['17031001011' '17031002015' '17031002016' '17031002025']
542,['17031001013' '17031001029' '17031001043' '17031032029' '17031032032']
543,"['17031001003' '17031001005' '17031001021' '17031002001' '17031002003'
 '17031002005']"
544,"['17031001005' '17031001008' '17031001021' '17031002015' '17031002016'
 '17031002025']"
545,"['17031001015' '17031001032' '17031002017' '17031026003' '17031026017'
 '17031026028' '17031026039']"
546,"['17031001009' '17031001016' '17031001029' '17031001034' '17031001043'
 '17031001044']"
547,"['17031001015' '17031001038' '17031002015' '17031002016' '17031002017'
 '17031026020' '17031026048']"
548,"['17031001012' '17031001014' '17031001018' '17031002017' '17031026001'
 '17031026020' '17031026035' '17031026039']"
549,"['17031001007' '17031001013' '17031001019' '17031001034' '17031001041'
 '17031001043']"
550,"['17031001002' '17031001020' '17031026007' '17031026029' '17031026034'
 '17031026040' '17031026042' '17031032022']"
551,"['17031001015' '17031026001' '17031026020' '17031026027' '17031026033'
 '17031026035' '17031026036']"
552,"['17031001016' '17031001023' '17031001034' '17031001041' '17031032011'
 '17031032014' '17031032020' '17031032022' '17031032026']"
553,"['17031001001' '17031001017' '17031001023' '17031026030' '17031026042'
 '17031032022']"
554,"['17031001005' '17031001010' '17031001011' '17031002001' '17031002008'
 '17031002025']"
555,['17031001001' '17031001030' '17031001031' '17031001044' '17031026025']
556,"['17031001001' '17031001019' '17031001020' '17031001034' '17031001044'
 '17031032022']"
557,['17031001025' '17031001031' '17031026025' '17031026026' '17031026048']
558,"['17031001024' '17031001027' '17031001031' '17031001038' '17031026026'
 '17031026048']"
559,['17031001002' '17031026011' '17031026014' '17031026024' '17031026037']
560,"['17031001025' '17031001029' '17031001031' '17031001038' '17031032002'
 '17031032006']"
561,"['17031001042' '17031032001' '17031032009' '17031032024' '17031032037'
 '17031032038']"
562,"['17031001009' '17031001013' '17031001027' '17031001031' '17031001044'
 '17031032006' '17031032032']"
563,['17031001001' '17031001022' '17031026025' '17031026030']
564,"['17031001022' '17031001024' '17031001025' '17031001027' '17031001029'
 '17031001044' '17031026025']"
565,"['17031001012' '17031001039' '17031002017' '17031002021' '17031026028'
 '17031026032']"
566,"['17031001004' '17031001035' '17031001037' '17031001039' '17031027027'
 '17031027033']"
567,"['17031001001' '17031001013' '17031001016' '17031001019' '17031001023'
 '17031001044']"
568,"['17031001004' '17031001033' '17031001036' '17031001037' '17031001040'
 '17031027007']"
569,['17031001003' '17031001004' '17031001035' '17031001040']
570,"['17031001006' '17031001033' '17031001035' '17031027007' '17031027033'
 '17031027040']"
571,"['17031001014' '17031001025' '17031001027' '17031002015' '17031026048'
 '17031032002']"
572,"['17031001004' '17031001032' '17031001033' '17031002003' '17031002004'
 '17031002021' '17031026032' '17031027027' '17031027043']"
573,"['17031001003' '17031001035' '17031001036' '17031002005' '17031027007'
 '17031027013']"
574,"['17031001007' '17031001016' '17031001019' '17031001042' '17031032003'
 '17031032026' '17031032043']"
575,"['17031001007' '17031001028' '17031001041' '17031032001' '17031032003'
 '17031032016' '17031032037' '17031032043']"
576,"['17031001007' '17031001009' '17031001013' '17031001016' '17031032016'
 '17031032029']"
577,"['17031001001' '17031001013' '17031001022' '17031001023' '17031001029'
 '17031001031' '17031001034']"
578,"['17031001010' '17031001021' '17031002005' '17031002006' '17031002008'
 '17031027013']"
579,['17031002011' '17031002013' '17031002018' '17031ZZZZZZ']
580,"['17031001003' '17031001004' '17031001005' '17031001010' '17031001039'
 '17031002004']"
581,['17031001005' '17031001039' '17031002003' '17031002021']
582,['17031001003' '17031001010' '17031001040' '17031002001' '17031027013']
583,"['17031002001' '17031002008' '17031002020' '17031027013' '17031027035'
 '17031032033' '17031032035']"
584,['17031002008' '17031002025' '17031032035']
585,"['17031001021' '17031002001' '17031002006' '17031002007' '17031002025'
 '17031032035']"
586,"['17031002012' '17031002046' '17031027006' '17031027009' '17031027020'
 '17031027037' '17031027047']"
587,['17031002011' '17031002018' '17031002019' '17031ZZZZZZ']
588,['17031002002' '17031002010' '17031002018' '17031ZZZZZZ']
589,['17031002009' '17031002020' '17031027037']
590,['17031002002' '17031002018' '17031002019' '17031002023' '17031ZZZZZZ']
591,['17031001005' '17031002016' '17031002017' '17031002021']
592,"['17031001008' '17031001011' '17031001014' '17031001038' '17031002016'
 '17031002025' '17031032002']"
593,"['17031001005' '17031001008' '17031001011' '17031001014' '17031002014'
 '17031002015' '17031002017' '17031002021']"
594,"['17031001012' '17031001014' '17031001015' '17031001032' '17031002014'
 '17031002016' '17031002021']"
595,['17031002002' '17031002010' '17031002011' '17031002013' '17031002019']
596,['17031002010' '17031002013' '17031002018' '17031002023']
597,"['17031002006' '17031002012' '17031002022' '17031002026' '17031027035'
 '17031027037' '17031032013' '17031032033' '17031032037']"
598,"['17031001005' '17031001032' '17031001039' '17031002004' '17031002014'
 '17031002016' '17031002017']"
599,['17031002020' '17031002024' '17031002026']
600,['17031002013' '17031002019' '17031002029' '17031002034' '17031ZZZZZZ']
601,['17031002022' '17031002026' '17031032013' '17031032018' '17031032039']
602,"['17031001008' '17031001011' '17031001021' '17031002007' '17031002008'
 '17031002015' '17031032002' '17031032035' '17031032036']"
603,['17031002020' '17031002022' '17031002024' '17031032013']
604,['17031002032' '17031002039' '17031002042' '17031002043']
605,"['17031002030' '17031002035' '17031002036' '17031002037' '17031027009'
 '17031027012' '17031027046']"
606,"['17031002023' '17031002034' '17031002036' '17031002038' '17031002039'
 '17031002042' '17031027038']"
607,['17031002028' '17031002031' '17031002036' '17031002037' '17031002038']
608,['17031002030' '17031002033' '17031002037' '17031002038']
609,"['17031002027' '17031002039' '17031002041' '17031002042' '17031002043'
 '17031002045']"
610,"['17031002031' '17031002037' '17031002044' '17031002046' '17031027012'
 '17031027042' '17031027046']"
611,['17031002023' '17031002029' '17031002042']
612,['17031002028' '17031002036' '17031027009' '17031027028' '17031027038']
613,"['17031002028' '17031002029' '17031002030' '17031002035' '17031002038'
 '17031027038']"
614,['17031002028' '17031002030' '17031002031' '17031002033' '17031027012']
615,['17031002029' '17031002030' '17031002031' '17031002036']
616,"['17031002027' '17031002029' '17031002032' '17031002041' '17031002042'
 '17031027028' '17031027038']"
617,['17031002041' '17031002045']
618,"['17031002032' '17031002039' '17031002040' '17031002043' '17031002045'
 '17031027028']"
619,"['17031002027' '17031002029' '17031002032' '17031002034' '17031002039'
 '17031027038']"
620,['17031002027' '17031002032' '17031002041' '17031002045']
621,['17031002033' '17031002046']
622,['17031002032' '17031002040' '17031002041' '17031002043']
623,"['17031002009' '17031002033' '17031002044' '17031027020' '17031027042'
 '17031027047']"
624,"['17031003005' '17031003010' '17031003011' '17031003015' '17031003016'
 '17031003024' '17031003037']"
625,"['17031003009' '17031003012' '17031003020' '17031004018' '17031004030'
 '17031004032']"
626,"['17031003013' '17031003014' '17031003017' '17031003018' '17031011030'
 '17031025006' '17031025014']"
627,"['17031003009' '17031003011' '17031003012' '17031003030' '17031004012'
 '17031004029']"
628,"['17031003001' '17031003010' '17031003024' '17031003028' '17031011012'
 '17031011028' '17031011031' '17031020038']"
629,['17031003019' '17031003021' '17031003022' '17031003027' '17031003040']
630,['17031003023' '17031003035' '17031003041' '17031004036' '17031004038']
631,"['17031003016' '17031003031' '17031003037' '17031004003' '17031020011'
 '17031020014' '17031020031']"
632,"['17031003002' '17031003004' '17031003011' '17031003012' '17031003015'
 '17031003020' '17031003024']"
633,"['17031003001' '17031003005' '17031003016' '17031003036' '17031020006'
 '17031020038' '17031020039']"
634,"['17031003001' '17031003004' '17031003009' '17031003015' '17031003030'
 '17031003031' '17031003037']"
635,"['17031003002' '17031003004' '17031003009' '17031003020' '17031004018'
 '17031004029']"
636,"['17031003003' '17031003014' '17031003026' '17031003033' '17031025014'
 '17031025027']"
637,"['17031003003' '17031003013' '17031003017' '17031003022' '17031003033'
 '17031003034']"
638,['17031003001' '17031003009' '17031003011' '17031003020' '17031003024']
639,"['17031003001' '17031003008' '17031003010' '17031003036' '17031003037'
 '17031020030' '17031020031' '17031020037']"
640,"['17031003003' '17031003014' '17031003018' '17031003022' '17031003027'
 '17031003040' '17031004006']"
641,"['17031003003' '17031003017' '17031003041' '17031004006' '17031004014'
 '17031011030' '17031011034' '17031025006']"
642,['17031003006' '17031003021' '17031003025' '17031003027' '17031004025']
643,"['17031003002' '17031003009' '17031003012' '17031003015' '17031003023'
 '17031003024' '17031003035' '17031003038' '17031004030']"
644,"['17031003006' '17031003019' '17031003022' '17031003025' '17031003032'
 '17031003034' '17031003039']"
645,"['17031003006' '17031003014' '17031003017' '17031003021' '17031003034'
 '17031003040']"
646,"['17031003007' '17031003020' '17031003024' '17031003029' '17031003035'
 '17031003041']"
647,"['17031003001' '17031003005' '17031003009' '17031003015' '17031003020'
 '17031003023' '17031003028' '17031003029']"
648,['17031003019' '17031003021' '17031003032' '17031003039' '17031004025']
649,['17031003013' '17031003033' '17031004016' '17031004037' '17031025027']
650,"['17031003006' '17031003017' '17031003019' '17031003040' '17031004006'
 '17031004025']"
651,"['17031003005' '17031003024' '17031003029' '17031011012' '17031011029'
 '17031011031']"
652,"['17031003023' '17031003024' '17031003028' '17031003041' '17031011029'
 '17031011032']"
653,['17031003004' '17031003011' '17031003031' '17031004008' '17031004012']
654,"['17031003008' '17031003011' '17031003030' '17031003037' '17031004003'
 '17031004008']"
655,['17031003021' '17031003025' '17031003039' '17031004002' '17031004025']
656,"['17031003013' '17031003014' '17031003026' '17031003034' '17031003039'
 '17031004002' '17031004016' '17031004037']"
657,['17031003014' '17031003021' '17031003022' '17031003033' '17031003039']
658,"['17031003007' '17031003020' '17031003023' '17031003038' '17031004011'
 '17031004036']"
659,['17031003010' '17031003016' '17031020030' '17031020039']
660,['17031003001' '17031003008' '17031003011' '17031003016' '17031003031']
661,['17031003020' '17031003035' '17031004011' '17031004030']
662,"['17031003021' '17031003025' '17031003032' '17031003033' '17031003034'
 '17031004002' '17031004016']"
663,['17031003006' '17031003017' '17031003022' '17031003027']
664,"['17031003007' '17031003018' '17031003023' '17031003029' '17031004014'
 '17031004038' '17031011030' '17031011032' '17031011034']"
665,"['17031004023' '17031004027' '17031005003' '17031005009' '17031005019'
 '17031005024' '17031005039']"
666,['17031003032' '17031003033' '17031003039' '17031004016' '17031004025']
667,"['17031003008' '17031003031' '17031004008' '17031004012' '17031004026'
 '17031004033' '17031005004' '17031005015' '17031020014']"
668,"['17031004005' '17031004007' '17031004010' '17031004011' '17031004028'
 '17031004030' '17031004032' '17031004035' '17031ZZZZZZ']"
669,['17031004004' '17031004007' '17031004010' '17031004029' '17031004034']
670,"['17031003017' '17031003018' '17031003027' '17031004014' '17031004025'
 '17031004028' '17031ZZZZZZ']"
671,"['17031004004' '17031004005' '17031004010' '17031004018' '17031004029'
 '17031004032']"
672,['17031003030' '17031003031' '17031004003' '17031004012']
673,['17031004010' '17031004022' '17031004027' '17031004031' '17031005022']
674,"['17031004004' '17031004005' '17031004007' '17031004009' '17031004015'
 '17031004022' '17031004031' '17031004034' '17031ZZZZZZ']"
675,"['17031003035' '17031003038' '17031004004' '17031004019' '17031004030'
 '17031004035' '17031004036']"
676,"['17031003004' '17031003030' '17031004003' '17031004008' '17031004015'
 '17031004026' '17031004029' '17031004034']"
677,"['17031004017' '17031004020' '17031004021' '17031004037' '17031025021'
 '17031025027']"
678,['17031003018' '17031003041' '17031004006' '17031004028' '17031004038']
679,"['17031004010' '17031004012' '17031004022' '17031004024' '17031004026'
 '17031004034']"
680,"['17031003026' '17031003033' '17031003039' '17031004002' '17031004017'
 '17031004020' '17031004021' '17031004025' '17031004037']"
681,['17031004013' '17031004016' '17031004020' '17031004021' '17031004037']
682,['17031003002' '17031003012' '17031004007' '17031004029' '17031004032']
683,['17031004011' '17031004036']
684,['17031004013' '17031004016' '17031004017' '17031004037']
685,['17031004013' '17031004016' '17031004017' '17031004025']
686,"['17031004009' '17031004010' '17031004015' '17031004023' '17031004024'
 '17031004027']"
687,"['17031004001' '17031004022' '17031004024' '17031004027' '17031004033'
 '17031005009']"
688,['17031004015' '17031004022' '17031004023' '17031004026' '17031004033']
689,"['17031003019' '17031003025' '17031003027' '17031003032' '17031004002'
 '17031004006' '17031004016' '17031004021' '17031ZZZZZZ']"
690,['17031004003' '17031004012' '17031004015' '17031004024' '17031004033']
691,"['17031004001' '17031004009' '17031004022' '17031004023' '17031004031'
 '17031005018' '17031005022' '17031005024']"
692,"['17031004004' '17031004006' '17031004014' '17031004035' '17031004038'
 '17031ZZZZZZ']"
693,"['17031003004' '17031003012' '17031004005' '17031004007' '17031004012'
 '17031004018' '17031004034']"
694,"['17031003002' '17031003020' '17031003038' '17031004004' '17031004011'
 '17031004032']"
695,['17031004009' '17031004010' '17031004027' '17031005022' '17031ZZZZZZ']
696,['17031003002' '17031004004' '17031004007' '17031004018' '17031004030']
697,"['17031004003' '17031004023' '17031004024' '17031004026' '17031005004'
 '17031005009']"
698,['17031004005' '17031004010' '17031004012' '17031004015' '17031004029']
699,['17031004004' '17031004011' '17031004028' '17031004036' '17031004038']
700,"['17031003007' '17031003035' '17031004011' '17031004019' '17031004035'
 '17031004038']"
701,"['17031003026' '17031003033' '17031004013' '17031004016' '17031004017'
 '17031004020' '17031025021' '17031025027']"
702,"['17031003007' '17031003041' '17031004014' '17031004028' '17031004035'
 '17031004036']"
703,['17031005025' '17031005031' '17031005038' '17031005040']
704,['17031005012' '17031005030' '17031008001']
705,['17031004001' '17031005009' '17031005021' '17031005027' '17031005039']
706,['17031004003' '17031004033' '17031005009' '17031005015' '17031005021']
707,"['17031005010' '17031005013' '17031005017' '17031005025' '17031005030'
 '17031020022']"
708,"['17031005014' '17031005026' '17031005031' '17031005036' '17031005038'
 '17031007002' '17031007003']"
709,['17031005020' '17031005022' '17031ZZZZZZ']
710,"['17031005019' '17031005024' '17031005027' '17031005034' '17031005035'
 '17031005039']"
711,"['17031004001' '17031004023' '17031004033' '17031005003' '17031005004'
 '17031005021']"
712,"['17031005005' '17031005017' '17031005028' '17031005030' '17031007001'
 '17031007002' '17031008002']"
713,['17031005018' '17031005023' '17031005035']
714,"['17031005002' '17031005030' '17031006007' '17031006030' '17031008001'
 '17031008002' '17031008006' '17031008011' '17031008013' '17031008026'
 '17031008055']"
715,['17031005005' '17031005016' '17031005030' '17031020009' '17031020022']
716,['17031005006' '17031005026' '17031007003' '17031007004' '17031007005']
717,"['17031004003' '17031005004' '17031005021' '17031005027' '17031020014'
 '17031020016' '17031020034']"
718,"['17031005013' '17031005030' '17031020005' '17031020008' '17031020009'
 '17031020018']"
719,['17031005005' '17031005010' '17031005025' '17031005028']
720,"['17031004027' '17031005011' '17031005020' '17031005022' '17031005023'
 '17031005024' '17031005035']"
721,['17031004001' '17031005008' '17031005024' '17031005039']
722,['17031005007' '17031005018' '17031005022' '17031005023' '17031ZZZZZZ']
723,['17031005003' '17031005004' '17031005009' '17031005015' '17031005027']
724,"['17031004009' '17031004027' '17031004031' '17031005007' '17031005018'
 '17031005020' '17031ZZZZZZ']"
725,"['17031005011' '17031005018' '17031005020' '17031005035' '17031005037'
 '17031ZZZZZZ']"
726,"['17031004001' '17031004027' '17031005008' '17031005018' '17031005019'
 '17031005035']"
727,"['17031005001' '17031005005' '17031005017' '17031005028' '17031005029'
 '17031005031' '17031005032' '17031005033' '17031005035' '17031005037'
 '17031005040' '17031005041' '17031020022' '17031ZZZZZZ']"
728,['17031005006' '17031005014' '17031005029' '17031005038' '17031007005']
729,"['17031005003' '17031005008' '17031005015' '17031005021' '17031005034'
 '17031005039' '17031020016' '17031020026' '17031020034']"
730,"['17031005010' '17031005017' '17031005025' '17031005031' '17031005036'
 '17031007002']"
731,"['17031005025' '17031005026' '17031005032' '17031005038' '17031005040'
 '17031007005' '17031007006' '17031ZZZZZZ']"
732,"['17031005002' '17031005005' '17031005010' '17031005012' '17031005013'
 '17031005016' '17031006007' '17031008001' '17031008002' '17031020008'
 '17031020018']"
733,"['17031005001' '17031005006' '17031005025' '17031005028' '17031005036'
 '17031005038']"
734,['17031005025' '17031005029' '17031005040']
735,['17031005025' '17031005034' '17031005035' '17031020022' '17031020026']
736,['17031005008' '17031005027' '17031005033' '17031005035' '17031020026']
737,"['17031005008' '17031005011' '17031005018' '17031005023' '17031005024'
 '17031005025' '17031005033' '17031005034' '17031005037' '17031005041'
 '17031020026']"
738,['17031005006' '17031005028' '17031005031' '17031005038' '17031007002']
739,['17031005023' '17031005025' '17031005035' '17031005041' '17031ZZZZZZ']
740,"['17031005001' '17031005006' '17031005026' '17031005029' '17031005031'
 '17031005036' '17031005040']"
741,['17031004001' '17031005003' '17031005008' '17031005019' '17031005027']
742,['17031005001' '17031005025' '17031005029' '17031005032' '17031005038']
743,['17031005025' '17031005035' '17031005037']
744,"['17031006002' '17031006037' '17031006038' '17031006041' '17031006044'
 '17031006045']"
745,['17031006001' '17031006008' '17031006035' '17031006041' '17031006044']
746,"['17031006013' '17031006031' '17031006036' '17031006038' '17031008025'
 '17031008031' '17031008040' '17031008045']"
747,"['17031006009' '17031006011' '17031006012' '17031006018' '17031006032'
 '17031006047' '17031020028' '17031020029']"
748,['17031006010' '17031006012' '17031006015' '17031006025' '17031006026']
749,"['17031006016' '17031006019' '17031006032' '17031006033' '17031006047'
 '17031006048']"
750,"['17031005012' '17031005030' '17031006011' '17031006030' '17031006040'
 '17031006048' '17031020008' '17031020010' '17031020028']"
751,"['17031006002' '17031006016' '17031006019' '17031006035' '17031006041'
 '17031017021']"
752,['17031006004' '17031006011' '17031020028']
753,"['17031006005' '17031006012' '17031006017' '17031006019' '17031006025'
 '17031006047']"
754,"['17031006004' '17031006007' '17031006009' '17031006032' '17031006047'
 '17031006048' '17031020028']"
755,"['17031006004' '17031006005' '17031006010' '17031006015' '17031006018'
 '17031006047']"
756,['17031006003' '17031006031' '17031008031' '17031009012' '17031009048']
757,"['17031006035' '17031006039' '17031006043' '17031006046' '17031008026'
 '17031008043']"
758,"['17031006005' '17031006012' '17031006018' '17031006026' '17031006028'
 '17031020013' '17031020029']"
759,"['17031006006' '17031006008' '17031006019' '17031006033' '17031006035'
 '17031006043']"
760,"['17031006010' '17031006019' '17031006020' '17031006025' '17031006047'
 '17031017015' '17031017021']"
761,['17031006004' '17031006012' '17031006015' '17031020029']
762,"['17031006006' '17031006008' '17031006010' '17031006016' '17031006017'
 '17031006047' '17031017021']"
763,['17031006017' '17031006025' '17031017009' '17031017010' '17031017015']
764,['17031006022' '17031006023' '17031016030' '17031017013' '17031017035']
765,"['17031006021' '17031006023' '17031006027' '17031017005' '17031017023'
 '17031017035']"
766,"['17031006021' '17031006022' '17031006024' '17031006026' '17031006027'
 '17031006028' '17031016030' '17031017013']"
767,['17031006023' '17031006026' '17031006028' '17031016028' '17031016030']
768,"['17031006005' '17031006010' '17031006017' '17031006020' '17031006026'
 '17031006027' '17031017009' '17031017028']"
769,"['17031006005' '17031006015' '17031006023' '17031006024' '17031006025'
 '17031006027' '17031006028']"
770,"['17031006022' '17031006023' '17031006025' '17031006026' '17031017005'
 '17031017028']"
771,"['17031006015' '17031006023' '17031006024' '17031006026' '17031016028'
 '17031020013']"
772,['17031006031' '17031006037' '17031009049' '17031021031' '17031021044']
773,['17031005012' '17031006007' '17031006039' '17031006040' '17031008026']
774,"['17031006003' '17031006013' '17031006029' '17031006037' '17031006038'
 '17031009012' '17031009049']"
775,"['17031006004' '17031006006' '17031006011' '17031006033' '17031006047'
 '17031006048']"
776,"['17031006006' '17031006016' '17031006032' '17031006039' '17031006040'
 '17031006043' '17031006048']"
777,['17031006036' '17031006042' '17031006045' '17031008045']
778,"['17031006002' '17031006008' '17031006014' '17031006016' '17031006043'
 '17031006044' '17031006046']"
779,['17031006003' '17031006034' '17031006038' '17031006045' '17031008045']
780,"['17031006001' '17031006029' '17031006031' '17031006038' '17031006041'
 '17031021031']"
781,"['17031006001' '17031006003' '17031006031' '17031006036' '17031006037'
 '17031006045']"
782,"['17031006014' '17031006030' '17031006033' '17031006040' '17031006043'
 '17031008026']"
783,"['17031006007' '17031006030' '17031006033' '17031006039' '17031006043'
 '17031006048']"
784,"['17031006001' '17031006002' '17031006008' '17031006037' '17031017021'
 '17031021031']"
785,"['17031006034' '17031006044' '17031006045' '17031006046' '17031008043'
 '17031008045' '17031008054']"
786,"['17031006014' '17031006016' '17031006033' '17031006035' '17031006039'
 '17031006040']"
787,"['17031006001' '17031006002' '17031006035' '17031006042' '17031006045'
 '17031006046']"
788,"['17031006001' '17031006034' '17031006036' '17031006038' '17031006042'
 '17031006044']"
789,"['17031006014' '17031006035' '17031006042' '17031006044' '17031008043'
 '17031008054']"
790,"['17031006004' '17031006006' '17031006010' '17031006011' '17031006012'
 '17031006017' '17031006019' '17031006032']"
791,"['17031006006' '17031006007' '17031006011' '17031006032' '17031006033'
 '17031006040']"
792,['17031005010' '17031007002' '17031008002' '17031008042']
793,"['17031005006' '17031005010' '17031005028' '17031005036' '17031007001'
 '17031007003' '17031008042']"
794,"['17031005006' '17031005014' '17031007002' '17031007004' '17031007010'
 '17031008028' '17031008042']"
795,"['17031005014' '17031007003' '17031007005' '17031007007' '17031007010'
 '17031007011' '17031008028']"
796,"['17031005014' '17031005026' '17031005029' '17031007004' '17031007006'
 '17031007007' '17031007008']"
797,['17031005029' '17031007005' '17031007008' '17031007009' '17031ZZZZZZ']
798,"['17031007004' '17031007005' '17031007008' '17031007011' '17031007012'
 '17031007013']"
799,"['17031007005' '17031007006' '17031007007' '17031007009' '17031007012'
 '17031007013']"
800,['17031007006' '17031007008' '17031007013' '17031ZZZZZZ']
801,"['17031007003' '17031007004' '17031007011' '17031007015' '17031007016'
 '17031008028']"
802,"['17031007004' '17031007007' '17031007010' '17031007012' '17031007015'
 '17031007016']"
803,"['17031007007' '17031007008' '17031007011' '17031007013' '17031007014'
 '17031007016' '17031007017']"
804,"['17031007007' '17031007008' '17031007009' '17031007012' '17031007014'
 '17031007018' '17031ZZZZZZ']"
805,['17031007012' '17031007013' '17031007017' '17031007018' '17031007021']
806,"['17031007010' '17031007011' '17031007016' '17031007019' '17031007023'
 '17031008007' '17031008009' '17031008028' '17031008036']"
807,"['17031007010' '17031007011' '17031007012' '17031007015' '17031007017'
 '17031007019']"
808,"['17031007012' '17031007014' '17031007016' '17031007019' '17031007020'
 '17031007021']"
809,"['17031007013' '17031007014' '17031007021' '17031007022' '17031010004'
 '17031ZZZZZZ']"
810,"['17031007015' '17031007016' '17031007017' '17031007020' '17031007023'
 '17031007024']"
811,['17031007017' '17031007019' '17031007021' '17031007023' '17031007024']
812,"['17031007014' '17031007017' '17031007018' '17031007020' '17031007022'
 '17031007024' '17031007025']"
813,['17031007018' '17031007021' '17031007025' '17031010004']
814,"['17031007015' '17031007019' '17031007020' '17031007024' '17031007026'
 '17031007027' '17031008007']"
815,"['17031007019' '17031007020' '17031007021' '17031007023' '17031007025'
 '17031007027' '17031007028']"
816,"['17031007021' '17031007022' '17031007024' '17031007028' '17031010004'
 '17031010027']"
817,"['17031007023' '17031007027' '17031008007' '17031008036' '17031008046'
 '17031008053']"
818,"['17031007023' '17031007024' '17031007026' '17031007028' '17031007029'
 '17031007030' '17031008046']"
819,['17031007024' '17031007025' '17031007027' '17031007030' '17031010027']
820,['17031007027' '17031007030' '17031007031' '17031008046']
821,['17031007027' '17031007028' '17031007029' '17031007031' '17031010027']
822,"['17031007029' '17031007030' '17031007033' '17031007035' '17031007046'
 '17031008017' '17031008046' '17031010018' '17031010027' '17031010034']"
823,['17031007033' '17031007036' '17031007037' '17031008004' '17031008017']
824,"['17031007031' '17031007032' '17031007034' '17031007035' '17031007037'
 '17031008017']"
825,['17031007033' '17031007035' '17031007037']
