,neighbors
1330,"['37099000BCK' '37099000SAV' '37099000SDC' '37099000WEB' '37113000015'
 '37173ALARKA']"
1331,"['37099000CAN' '37099000CAS' '37099000CUL' '37099000RIV' '37113000006'
 '37113000007' '37113000008' '37113000009']"
1332,['370870000IH' '37099000BCK' '37099000SCC' '37099000SDC' '3717300WHCH']
1333,['37099000CAN' '37099000CFK' '37099000CUL' '37099000GLV']
1334,['37099000CUL' '37099000GCK' '37099000WEB' '37113000006' '37113000015']
1335,"['370870000AC' '370870000IH' '370870000SA' '37099000CFK' '37099000CUL'
 '37099000QUA' '37099000SDC']"
1336,"['37099000BCK' '37099000CUL' '37099000GCK' '37099000QUA' '37099000SCC'
 '37099000WEB']"
1337,['37099000CUL' '37099000GCK' '37099000SAV' '37099000SDC']
1338,"['3710100PR07' '3710100PR08' '3710100PR37' '3710100PR38' '3716300NGRV'
 '37191000024']"
1339,"['3710100PR04' '3710100PR08' '3710100PR19' '3710100PR22' '3710100PR36'
 '37191000001' '37191000003' '37191000008' '37191000024']"
1340,['3710100PR04' '3710100PR07' '3710100PR22' '3710100PR26' '3710100PR37']
1341,"['3710100PR30' '3710100PR34' '371010PR10A' '371010PR27B' '371010PR29A'
 '371010PR29B']"
1342,"['3710100PR14' '3710100PR28' '3710100PR33' '3710100PR37' '371010PR12B'
 '371010PR23A' '371010PR31A']"
1343,"['3708500PR24' '3710100PR13' '3710100PR28' '3710100PR33' '3710100PR35'
 '3710100PR37']"
1344,['3710100PR07' '3710100PR21' '3710100PR22' '3710100PR24' '3710100PR36']
1345,"['37069000013' '3710100PR21' '3710100PR32' '3712700P02A' '37183009-02'
 '37183009-03' '3719500PROL' '3719500PRSP']"
1346,"['3710100PR19' '3710100PR20' '3710100PR24' '3710100PR25' '3710100PR32'
 '3710100PR36' '371010PR29B' '3719500PRSP']"
1347,['3710100PR07' '3710100PR08' '3710100PR19' '3710100PR24' '3710100PR26']
1348,"['3710100PR19' '3710100PR21' '3710100PR22' '3710100PR25' '3710100PR26'
 '3710100PR30' '371010PR27A']"
1349,['3710100PR21' '3710100PR24' '3710100PR30' '3710100PR32' '371010PR29B']
1350,"['3710100PR08' '3710100PR22' '3710100PR24' '3710100PR28' '3710100PR37'
 '371010PR27A']"
1351,"['3710100PR13' '3710100PR14' '3710100PR26' '3710100PR37' '371010PR12B'
 '371010PR27A' '371010PR27B']"
1352,"['3710100PR09' '3710100PR24' '3710100PR25' '371010PR27A' '371010PR27B'
 '371010PR29B']"
1353,"['3710100PR20' '3710100PR21' '3710100PR25' '371010PR29A' '371010PR29B'
 '37183009-02' '37183010-03' '37183010-04']"
1354,"['3708500PR08' '3708500PR24' '3710100PR13' '3710100PR14' '371010PR23A'
 '371010PR23B']"
1355,"['3710100PR09' '371010PR10A' '371010PR11A' '371010PR11B' '371010PR12B'
 '371010PR27B']"
1356,"['3708500PR24' '3708500PR25' '3708500PR29' '3710100PR14' '3710100PR37'
 '3710100PR38' '3716300PLVW']"
1357,['3710100PR07' '3710100PR19' '3710100PR21' '37191000001' '3719500PRSP']
1358,"['3710100PR04' '3710100PR08' '3710100PR13' '3710100PR14' '3710100PR26'
 '3710100PR28' '3710100PR35' '3710100PR38']"
1359,"['3710100PR04' '3710100PR35' '3710100PR37' '3716300NGRV' '3716300PLVW'
 '3716300WBRK']"
1360,"['3710100PR09' '3710100PR34' '371010PR10B' '371010PR11B' '371010PR29A'
 '371010PR29B']"
1361,['371010PR10A' '371010PR11B' '371010PR29A' '37183010-04' '37183016-01']
1362,['3710100PR34' '371010PR11B' '371010PR12A' '371010PR12B']
1363,"['3710100PR34' '371010PR10A' '371010PR10B' '371010PR11A' '371010PR12A'
 '37183016-01']"
1364,"['371010PR11A' '371010PR11B' '371010PR12B' '371010PR31B' '37183015-01'
 '37183016-01' '37183016-09']"
1365,"['3710100PR13' '3710100PR28' '3710100PR34' '371010PR11A' '371010PR12A'
 '371010PR27B' '371010PR31A' '371010PR31B']"
1366,['3710100PR13' '3710100PR33' '371010PR23B' '371010PR31A' '371010PR31B']
1367,"['3708500PR08' '3710100PR33' '371010PR23A' '371010PR31B' '37183012-04'
 '37183015-03']"
1368,['3710100PR24' '3710100PR26' '3710100PR28' '3710100PR30' '371010PR27B']
1369,"['3710100PR09' '3710100PR28' '3710100PR30' '3710100PR34' '371010PR12B'
 '371010PR27A']"
1370,"['3710100PR09' '3710100PR32' '371010PR10A' '371010PR10B' '371010PR29B'
 '37183010-03' '37183010-04']"
1371,"['3710100PR09' '3710100PR21' '3710100PR25' '3710100PR30' '3710100PR32'
 '371010PR10A' '371010PR29A']"
1372,['3710100PR13' '371010PR12B' '371010PR23A' '371010PR31B']
1373,"['371010PR12A' '371010PR12B' '371010PR23A' '371010PR23B' '371010PR31A'
 '37183015-01' '37183015-03']"
1374,"['3704900CFB8' '3704900DFB9' '37103000P02' '37103000P05' '371070000SH'
 '371070000SW']"
1375,"['37103000P01' '37103000P03' '37103000P05' '37103000P06' '3710700000W'
 '371070000SW']"
1376,['37103000P02' '37103000P05' '37103000P06' '3713300GB12' '3713300RL09']
1377,"['37049000003' '37049000005' '37049000007' '37049000017' '37049000021'
 '3704900CLR4' '37103000P05' '37103000P07']"
1378,"['37049000007' '3704900CFB8' '37103000P01' '37103000P02' '37103000P03'
 '37103000P04' '37103000P07' '3713300GB12']"
1379,"['3706100BEUL' '37103000P02' '37103000P03' '3710700000W' '37107000PH1'
 '37107000PH2' '3713300RL09']"
1380,"['3703100STEL' '37049000002' '37049000017' '37103000P04' '37103000P05'
 '3713300GB12' '3713300ML23' '3713300MT24']"
1381,"['371050000A2' '371050000B2' '371050000C1' '371050000C2' '371050000D1'
 '371050000D2' '371050000E2']"
1382,['371050000A1' '371050000B1' '371050000B2' '371050000E1' '371050000E2']
1383,"['37037000020' '37037000045' '371050000A2' '371050000B2' '371050000D2'
 '371050000E1']"
1384,['371050000A1' '371050000A2' '371050000B1' '371050000D2']
1385,"['3708500PR07' '3708500PR16' '3708500PR23' '371050000A1' '371050000C2'
 '371050000E1' '371050000E2' '37125000CAM']"
1386,['371050000A1' '371050000C1' '371050000D1' '37125000CAM']
1387,"['37037000018' '371050000A1' '371050000C2' '371050000D2' '37125000CAM'
 '37125000CAR']"
1388,"['37037000018' '37037000045' '371050000A1' '371050000B1' '371050000B2'
 '371050000D1']"
1389,"['37037000020' '3708500PR23' '3708500PR28' '371050000A2' '371050000B1'
 '371050000C1' '371050000E2']"
1390,['371050000A1' '371050000A2' '371050000C1' '371050000E1']
1391,"['3704900DFB9' '3707900HOOK' '3707900MAUR' '3710700000V' '371070000K6'
 '371070000K7' '371070000SH' '37147001001' '3714700200A']"
1392,"['3707900ARBA' '3707900SHIN' '3707900SUGG' '3710700000V' '371070000FC'
 '371070000MH']"
1393,"['3710700000W' '371070000FC' '371070000K1' '371070000K3' '371070000SW'
 '371070000T1' '371070000T2']"
1394,"['3707900ARBA' '3707900HOOK' '3707900SUGG' '3710700000C' '3710700000I'
 '371070000FC' '371070000K6' '371070000K9']"
1395,"['37103000P02' '37103000P06' '3710700000N' '371070000SW' '371070000T1'
 '37107000PH1']"
1396,"['3710700000I' '3710700000N' '3710700000V' '371070000K3' '371070000K4'
 '371070000K9' '371070000MH' '371070000T2']"
1397,['3710700000N' '371070000K2' '371070000K3' '371070000K8' '371070000SW']
1398,['371070000K1' '371070000K3' '371070000K7' '371070000K8']
1399,"['3710700000N' '371070000FC' '371070000K1' '371070000K2' '371070000K4'
 '371070000K5' '371070000K7']"
1400,['371070000FC' '371070000K3' '371070000K5' '371070000K9']
1401,['371070000K3' '371070000K4' '371070000K6' '371070000K7' '371070000K9']
1402,['3710700000C' '3710700000V' '371070000K5' '371070000K7' '371070000K9']
1403,"['3710700000C' '371070000K2' '371070000K3' '371070000K5' '371070000K6'
 '371070000K8' '371070000SH' '371070000SW']"
1404,['371070000K1' '371070000K2' '371070000K7' '371070000SW']
1405,['3710700000V' '371070000FC' '371070000K4' '371070000K5' '371070000K6']
1406,"['3707900ARBA' '3707900SHIN' '3710700000I' '371070000FC' '371070000T2'
 '37191000015']"
1407,['3704900DFB9' '37103000P01' '3710700000C' '371070000K7' '371070000SW']
1408,"['37103000P01' '37103000P02' '3710700000N' '3710700000W' '371070000K1'
 '371070000K7' '371070000K8' '371070000SH']"
1409,"['3706100ALBE' '3710700000N' '3710700000W' '371070000T2' '37107000PH1'
 '37107000PH2']"
1410,"['3706100ALBE' '3710700000N' '371070000FC' '371070000MH' '371070000T1'
 '37191000015']"
1411,['37103000P06' '3710700000W' '371070000T1' '37107000PH2']
1412,"['3706100ALBE' '3706100BEUL' '3706100SMCA' '37103000P06' '371070000T1'
 '37107000PH1']"
1413,"['3710900BC13' '3710900BS26' '3710900IS23' '3710900LI14' '3710900OB21'
 '3710900SL24' '3710900ST36']"
1414,"['3710900AS25' '3710900BS26' '3710900LI14' '3710900LN11' '3710900LS12'
 '3710900SL24' '3710900ST36']"
1415,"['37035000009' '3710900AS25' '3710900BC13' '3710900OB21' '3710900PC22'
 '3710900ST36']"
1416,['3710900LW31' '3710900TA37' '37119000142' '37119000242']
1417,['37035000041' '370970DV1-B' '3710900DW28' '3710900WP32']
1418,"['37035000002' '37035000003' '37035000034' '3710900HC33' '3710900NB35'
 '3710900ST36']"
1419,"['37035000031' '37035000041' '3710900DN29' '3710900IS23' '3710900LW18'
 '3710900LW31' '3710900OB21' '3710900PC22' '3710900TA37' '3710900WP32']"
1420,"['37071000034' '37071000035' '37071000036' '3710900DV08' '3710900LB34'
 '3710900NB35' '3710900ST36']"
1421,['37071000039' '37071000043' '3710900IS23' '3710900LW18' '3710900SL24']
1422,"['3710900AS25' '3710900DW28' '3710900IS20' '3710900LW18' '3710900OB21'
 '3710900SL24']"
1423,"['37071000034' '3710900HC33' '3710900LI14' '3710900LN11' '3710900LS12'
 '3710900SL24' '3710900ST36']"
1424,['3710900AS25' '3710900BC13' '3710900LB34' '3710900LS12' '3710900SL24']
1425,['3710900BC13' '3710900LB34' '3710900LS12' '3710900ST36']
1426,['3710900BC13' '3710900LB34' '3710900LI14' '3710900LN11']
1427,"['37071000043' '3710900DW28' '3710900IS20' '3710900IS23' '3710900LW31'
 '3710900OB21' '3710900TA37']"
1428,"['37071000042' '37071000043' '3710900CF19' '3710900DW28' '3710900LW18'
 '3710900TA37' '37119000142' '37119000209']"
1429,"['370230029-B' '37035000002' '3704500WACO' '370450MULLS' '37045FALSTN'
 '37071000036' '3710900DV08' '3710900HC33']"
1430,"['3710900AS25' '3710900BS26' '3710900DW28' '3710900IS23' '3710900LW18'
 '3710900PC22']"
1431,['37035000009' '37035000031' '3710900BS26' '3710900DW28' '3710900OB21']
1432,"['37071000034' '37071000038' '37071000039' '3710900AS25' '3710900BC13'
 '3710900IS20' '3710900IS23' '3710900LB34' '3710900LI14']"
1433,"['37035000003' '37035000009' '37035000020' '37035000034' '3710900AS25'
 '3710900BC13' '3710900BS26' '3710900DV08' '3710900HC33' '3710900LB34'
 '3710900LN11']"
1434,"['370970DV1-B' '3710900CF19' '3710900DW28' '3710900LW18' '3710900LW31'
 '3710900WP32' '37119000242']"
1435,['370970DV1-B' '3710900DN29' '3710900DW28' '3710900TA37']
1436,"['37023000019' '37023000052' '371110MAR-1' '371110MAR-3' '371110MAR-4'
 '37111DYSART' '37111HIGGIN']"
1437,"['37023000019' '3711100NEBO' '371110MAR-2' '371110MAR-3' '371110MAR-4'
 '371110MAR-5' '37111N.COVE' '37111PLEASA' '37111T.COVE']"
1438,['371110MAR-1' '371110MAR-4' '371110MAR-5' '37111WEST-M']
1439,['3711100NEBO' '371110MAR-1' '371110MAR-4']
1440,"['3711100NEBO' '371110MAR-1' '371110MAR-2' '371110MAR-3' '37111HIGGIN'
 '37111WEST-M']"
1441,['371110MAR-1' '371110MAR-2' '37111PLEASA' '37111WEST-M']
1442,['370210037.1' '37111FORT-2' '37111M.COVE' '3716100006A' '3716100016A']
1443,"['37023000052' '3711100NEBO' '37111GLENWD' '37111HIGGIN' '3716100003A'
 '3716100004A' '3716100010A']"
1444,['370210036.1' '37111FORT-2' '37111PLEASA' '37111WEST-M' '3719909-SOU']
1445,"['370210036.1' '370210037.1' '37111CCREEK' '37111FORT-1' '37111M.COVE'
 '37111PLEASA' '37111WEST-M']"
1446,"['37111DYSART' '37111HIGGIN' '37111M.COVE' '37111WEST-M' '3716100004A'
 '3716100016A']"
1447,['3711100NEBO' '371110MAR-4' '37111DYSART' '37111GLENWD' '37111WEST-M']
1448,['37111CCREEK' '37111FORT-2' '37111GLENWD' '37111WEST-M' '3716100016A']
1449,"['37011000001' '37011000010' '37023000018' '37023000019' '37023000062'
 '371110MAR-1' '37111T.COVE' '37121000004']"
1450,"['371110MAR-1' '371110MAR-5' '37111FORT-1' '37111FORT-2' '37111T.COVE'
 '37111WEST-M' '3719909-SOU']"
1451,"['37023000019' '371110MAR-1' '37111N.COVE' '37111PLEASA' '37121000004'
 '3719909-SOU']"
1452,"['371110MAR-2' '371110MAR-4' '371110MAR-5' '37111FORT-1' '37111FORT-2'
 '37111GLENWD' '37111HIGGIN' '37111M.COVE' '37111PLEASA']"
1453,['37113000002' '37113000003' '37113000004' '37113000012']
1454,['37113000001' '37113000003' '37113000005' '37113000012']
1455,"['37113000001' '37113000002' '37113000004' '37113000005' '37113000006'
 '37113000007' '37113000011']"
1456,"['37113000001' '37113000003' '37113000006' '37113000012' '37113000014'
 '37113000015']"
1457,['37113000002' '37113000003' '37113000011' '37113000012']
1458,"['37099000CUL' '37099000GLV' '37099000SAV' '37113000003' '37113000004'
 '37113000007' '37113000015']"
1459,['37099000GLV' '37113000003' '37113000006' '37113000008' '37113000011']
1460,['37099000GLV' '37113000007' '37113000009' '37113000011']
1461,['37099000CAS' '37099000GLV' '37113000008' '37113000010' '37113000011']
1462,['37113000009' '37113000011']
1463,"['3704300SHCR' '37113000003' '37113000005' '37113000007' '37113000008'
 '37113000009' '37113000010' '37113000012']"
1464,"['3704300SHCR' '37113000001' '37113000002' '37113000004' '37113000005'
 '37113000011' '37113000013' '37113000014']"
1465,"['3703900ANNW' '3703900ANSW' '3703900TOPT' '3704300SHCR' '3704300TUSQ'
 '3707500EAST' '37113000012' '37113000014' '37173ALMOND']"
1466,['37113000004' '37113000012' '37113000013' '37113000015' '37173ALMOND']
1467,"['37099000GCK' '37099000SAV' '37113000004' '37113000006' '37113000014'
 '37173ALARKA' '37173ALMOND']"
1468,"['370210040.2' '370210050.1' '370210051.2' '37115EBBS-C' '37115GRAPEV'
 '37115MARS-H' '3719902-CAN' '3719911-PRI']"
1469,"['370210041.1' '371150SOUTH' '37115GRAPEV' '37115LAUREL' '37115MARS-H'
 '37115REVERE' '37115WALNUT']"
1470,['370210052.1' '370210063.1' '371150SOUTH' '37115SPRING']
1471,"['370210041.1' '370210052.1' '371150NORTH' '371150SANDY' '37115SPRING'
 '37115WALNUT']"
1472,['371150BEECH' '37115GRAPEV' '37115LAUREL' '3719902-CAN' '3719903-EGY']
1473,['371150BEECH' '371150NORTH' '37115EBBS-C' '37115LAUREL' '37115MARS-H']
1474,['37115LAUREL' '37115REVERE' '37115SPRING' '37115WALNUT']
1475,['371150NORTH' '37115EBBS-C' '37115GRAPEV' '37115HOT-SP' '37115REVERE']
1476,"['370210040.2' '370210041.1' '370210051.2' '371150BEECH' '371150NORTH'
 '37115GRAPEV']"
1477,['371150NORTH' '37115HOT-SP' '37115LAUREL' '37115WALNUT']
1478,"['370210063.1' '3708700FC-1' '371150SANDY' '371150SOUTH' '37115HOT-SP'
 '37115WALNUT']"
1479,['371150NORTH' '371150SOUTH' '37115HOT-SP' '37115REVERE' '37115SPRING']
1480,"['370130PINET' '370150000MH' '370150000W1' '3711700000W' '371170000GR'
 '371870000P2' '371870000P3']"
1481,['370150000W1' '3711700000J' '371170000GR' '371170000W1']
1482,['3701300TCRK' '371170000CR' '371170000GR' '371170000W1']
1483,"['3701300TCRK' '371170000BG' '371170000PP' '371170000R1' '371170000R2'
 '371170000W1' '371170000W2' '37147000501']"
1484,['370150000WD' '37065000301' '37083000HPR' '371170000HM' '371170000HS']
1485,"['3701300OLDF' '3701300TCRK' '370130PINET' '3711700000J' '3711700000W'
 '371170000BG' '371170000W1']"
1486,"['370150000IW' '370150000W1' '370150000WD' '371170000GN' '371170000HS'
 '371170000PP' '371170000R2' '371170000W2']"
1487,['37065000301' '371170000GN' '371170000HM' '371170000R2']
1488,['371170000CR' '371170000HM' '371170000R2' '371170000W2']
1489,['371170000CR' '371170000R2' '37147000401' '37147000501']
1490,"['37065000301' '371170000CR' '371170000HM' '371170000HS' '371170000PP'
 '371170000R1' '37147000401']"
1491,"['370150000W1' '3711700000W' '371170000BG' '371170000CR' '371170000GR'
 '371170000W2']"
1492,['370150000W1' '371170000CR' '371170000HM' '371170000PP' '371170000W1']
1493,"['37119000002' '37119000008' '37119000009' '37119000017' '37119000018'
 '37119000032' '37119000047']"
1494,"['37119000001' '37119000009' '37119000013' '37119000017' '37119000046'
 '37119000047' '37119000109']"
1495,"['37119000004' '37119000043' '37119000060' '37119000061' '37119000104'
 '37119000124']"
1496,"['37119000003' '37119000061' '37119000104' '37119000116' '37119000123'
 '37119000124' '37119000203']"
1497,"['37119000029' '37119000033' '37119000044' '37119000045' '37119000046'
 '37119000061']"
1498,"['37119000033' '37119000034' '37119000045' '37119000062' '37119000084'
 '37119000108' '37119000130']"
1499,['37119000017' '37119000034' '37119000035' '37119000066']
1500,"['37119000001' '37119000009' '37119000018' '37119000019' '37119000020'
 '37119000032' '37119000049']"
1501,"['37119000001' '37119000002' '37119000008' '37119000010' '37119000013'
 '37119000020' '37119000022']"
1502,['37119000009' '37119000020' '37119000021' '37119000022']
1503,"['37119000012' '37119000013' '37119000022' '37119000023' '37119000024'
 '37119000027' '37119000031' '37119000054']"
1504,['37119000011' '37119000024' '37119000025' '37119000041' '37119000054']
1505,"['37119000002' '37119000009' '37119000011' '37119000014' '37119000022'
 '37119000027' '37119000109']"
1506,"['37119000013' '37119000015' '37119000027' '37119000030' '37119000044'
 '37119000109']"
1507,['37119000014' '37119000029' '37119000044' '37119000046' '37119000109']
1508,"['37119000025' '37119000041' '37119000055' '37119000056' '37119000210'
 '37119000213' '37119000222']"
1509,"['37119000001' '37119000002' '37119000007' '37119000033' '37119000034'
 '37119000035' '37119000046' '37119000047']"
1510,['37119000001' '37119000008' '37119000032' '37119000047']
1511,"['37119000008' '37119000032' '37119000048' '37119000049' '37119000057'
 '37119000074']"
1512,"['37119000008' '37119000009' '37119000010' '37119000021' '37119000049'
 '37119000051']"
1513,['37119000010' '37119000020' '37119000022' '37119000051' '37119000052']
1514,"['37119000009' '37119000010' '37119000011' '37119000013' '37119000021'
 '37119000031' '37119000051' '37119000052']"
1515,"['37119000011' '37119000024' '37119000031' '37119000040' '37119000053'
 '37119000081']"
1516,"['37119000011' '37119000012' '37119000023' '37119000040' '37119000041'
 '37119000081']"
1517,['37119000012' '37119000016' '37119000041' '37119000054' '37119000055']
1518,"['37119000027' '37119000056' '37119000082' '37119000126' '37119000135'
 '37119000146' '37119000213' '371190107.1']"
1519,"['37119000011' '37119000013' '37119000014' '37119000026' '37119000028'
 '37119000030' '37119000042' '37119000054' '37119000056' '37119000082'
 '37119000126']"
1520,"['37119000027' '37119000030' '37119000042' '37119000043' '37119000044'
 '37119000060' '37119000061' '37119000082']"
1521,"['37119000005' '37119000015' '37119000033' '37119000044' '37119000046'
 '37119000061']"
1522,['37119000014' '37119000027' '37119000028' '37119000042' '37119000044']
1523,"['37119000011' '37119000022' '37119000023' '37119000039' '37119000052'
 '37119000053']"
1524,"['37119000001' '37119000008' '37119000018' '37119000019' '37119000047'
 '37119000048']"
1525,"['37119000005' '37119000006' '37119000017' '37119000029' '37119000034'
 '37119000045' '37119000046' '37119000084']"
1526,"['37119000006' '37119000007' '37119000017' '37119000033' '37119000046'
 '37119000063' '37119000064' '37119000066' '37119000106' '37119000130']"
1527,['37119000007' '37119000017' '37119000036' '37119000047' '37119000066']
1528,"['37119000035' '37119000047' '37119000048' '37119000065' '37119000066'
 '37119000067' '37119000071' '37119000106' '37119000119']"
1529,"['37119000038' '37119000049' '37119000050' '37119000051' '37119000052'
 '37119000098']"
1530,['37119000037' '37119000051' '37119000052' '37119000098']
1531,"['37119000031' '37119000052' '37119000053' '37119000200' '37119000230'
 '371190078.1']"
1532,['37119000023' '37119000024' '37119000041' '37119000081']
1533,"['37119000012' '37119000016' '37119000024' '37119000025' '37119000040'
 '37119000081' '37119000089' '37119000222']"
1534,['37119000027' '37119000028' '37119000030' '37119000082']
1535,['37119000003' '37119000028' '37119000044' '37119000060' '37119000061']
1536,"['37119000005' '37119000014' '37119000015' '37119000028' '37119000029'
 '37119000030' '37119000043' '37119000061']"
1537,['37119000005' '37119000006' '37119000033' '37119000061' '37119000084']
1538,"['37119000002' '37119000005' '37119000015' '37119000017' '37119000029'
 '37119000033' '37119000034' '37119000109']"
1539,"['37119000001' '37119000002' '37119000017' '37119000018' '37119000032'
 '37119000035' '37119000036' '37119000048']"
1540,"['37119000019' '37119000032' '37119000036' '37119000047' '37119000071'
 '37119000074']"
1541,"['37119000008' '37119000019' '37119000020' '37119000037' '37119000050'
 '37119000051' '37119000057']"
1542,['37119000037' '37119000049' '37119000057' '37119000059' '37119000098']
1543,"['37119000020' '37119000021' '37119000022' '37119000037' '37119000038'
 '37119000049' '37119000052']"
1544,"['37119000021' '37119000022' '37119000031' '37119000037' '37119000038'
 '37119000039' '37119000051' '37119000098' '371190078.1']"
1545,"['37119000023' '37119000031' '37119000039' '37119000079' '37119000081'
 '37119000200']"
1546,"['37119000011' '37119000012' '37119000025' '37119000027' '37119000055'
 '37119000056']"
1547,['37119000016' '37119000025' '37119000054' '37119000056' '37119000213']
1548,"['37119000016' '37119000026' '37119000027' '37119000054' '37119000055'
 '37119000213']"
1549,"['37119000019' '37119000049' '37119000050' '37119000058' '37119000059'
 '37119000071' '37119000073' '37119000074' '37119000075' '37119000076'
 '37119000111']"
1550,"['37119000057' '37119000059' '37119000076' '37119000077' '37119000098'
 '37119000120']"
1551,['37119000050' '37119000057' '37119000058' '37119000076' '37119000098']
1552,"['37119000003' '37119000028' '37119000043' '37119000082' '37119000104'
 '37119000132' '37119000149']"
1553,"['37119000003' '37119000004' '37119000005' '37119000028' '37119000029'
 '37119000043' '37119000044' '37119000045' '37119000084' '37119000124']"
1554,"['37119000006' '37119000063' '37119000083' '37119000084' '37119000094'
 '37119000095' '37119000108' '37119000125' '37119000130']"
1555,"['37119000034' '37119000062' '37119000064' '37119000094' '37119000117'
 '37119000125' '37119000130']"
1556,"['37119000034' '37119000063' '37119000066' '37119000106' '37119000117'
 '37119000130']"
1557,['37119000036' '37119000067' '37119000068' '37119000085' '37119000106']
1558,"['37119000007' '37119000034' '37119000035' '37119000036' '37119000064'
 '37119000106']"
1559,['37119000036' '37119000065' '37119000068' '37119000071' '37119000119']
1560,"['37119000065' '37119000067' '37119000069' '37119000085' '37119000103'
 '37119000119']"
1561,"['37119000068' '37119000070' '37119000086' '37119000088' '37119000093'
 '37119000100' '37119000103' '37119000118' '37119000119' '37119000121'
 '37119000131' '37119000226']"
1562,['37119000069' '37119000071' '37119000072' '37119000086' '37119000119']
1563,"['37119000036' '37119000048' '37119000057' '37119000067' '37119000070'
 '37119000072' '37119000074' '37119000111' '37119000119']"
1564,['37119000070' '37119000071' '37119000086' '37119000110' '37119000111']
1565,"['37119000057' '37119000075' '37119000092' '37119000101' '37119000110'
 '37119000111']"
1566,['37119000019' '37119000048' '37119000057' '37119000071' '37119000111']
1567,['37119000057' '37119000073' '37119000076' '37119000092' '37119000114']
1568,"['37119000057' '37119000058' '37119000059' '37119000075' '37119000092'
 '37119000097' '37119000114' '37119000120']"
1569,"['37119000058' '37119000097' '37119000098' '37119000120' '37119000138'
 '37119000147' '37119000225' '37119000228']"
1570,['37119000053' '37119000080' '37119000081' '37119000200' '37119000224']
1571,['37119000079' '37119000081' '37119000089' '37119000224']
1572,"['37119000023' '37119000024' '37119000040' '37119000041' '37119000053'
 '37119000079' '37119000080' '37119000089']"
1573,"['37119000026' '37119000027' '37119000028' '37119000042' '37119000060'
 '37119000126' '37119000132']"
1574,"['37119000062' '37119000094' '37119000095' '37119000115' '37119000116'
 '37119000201' '37119000219' '37119000234' '37119000235']"
1575,"['37119000006' '37119000033' '37119000045' '37119000061' '37119000062'
 '37119000108' '37119000124']"
1576,"['37119000065' '37119000068' '37119000096' '37119000099' '37119000103'
 '37119000106' '37119000117']"
1577,"['37119000069' '37119000070' '37119000072' '37119000093' '37119000101'
 '37119000110']"
1578,"['37119000088' '37119000092' '37119000101' '37119000129' '37119000140'
 '37119000231']"
1579,"['37119000069' '37119000087' '37119000093' '37119000101' '37119000140'
 '37119000226']"
1580,"['37119000041' '37119000080' '37119000081' '37119000150' '37119000222'
 '37119000224']"
1581,"['37119000091' '37119000100' '37119000112' '37119000118' '37119000121'
 '37119000131']"
1582,"['37119000090' '37119000100' '37119000112' '37119000113' '37119000118'
 '37119000215' '37119000233']"
1583,"['37119000073' '37119000075' '37119000076' '37119000087' '37119000101'
 '37119000110' '37119000114' '37119000129']"
1584,['37119000069' '37119000086' '37119000088' '37119000101' '37119000226']
1585,"['37119000062' '37119000063' '37119000083' '37119000102' '37119000115'
 '37119000125' '37119000235']"
1586,['37119000062' '37119000083' '37119000108' '37119000116' '37119000124']
1587,['37119000085' '37119000099' '37119000103' '37119000217']
1588,"['37119000076' '37119000077' '37119000114' '37119000120' '37119000129'
 '37119000225']"
1589,"['37119000037' '37119000038' '37119000050' '37119000052' '37119000058'
 '37119000059' '37119000077' '37119000120' '37119000147' '371190078.1']"
1590,"['37119000085' '37119000096' '37119000102' '37119000106' '37119000117'
 '37119000125' '37119000216' '37119000217']"
1591,"['37119000069' '37119000090' '37119000091' '37119000103' '37119000118'
 '37119000131']"
1592,"['37119000073' '37119000086' '37119000087' '37119000088' '37119000092'
 '37119000093' '37119000110' '37119000129']"
1593,['37119000094' '37119000099' '37119000125' '37119000216' '37119000235']
1594,"['37119000068' '37119000069' '37119000085' '37119000096' '37119000100'
 '37119000118' '37119000119' '37119000217' '37119000233']"
1595,"['37119000003' '37119000004' '37119000060' '37119000123' '37119000149'
 '37119000205']"
1596,['37119000126' '37119000132' '37119000141' '37119000149' '37119000212']
1597,"['37119000034' '37119000036' '37119000064' '37119000065' '37119000066'
 '37119000085' '37119000099' '37119000117']"
1598,['37119000006' '37119000062' '37119000084' '37119000095' '37119000124']
1599,['37119000002' '37119000013' '37119000014' '37119000015' '37119000046']
1600,"['37119000072' '37119000073' '37119000086' '37119000092' '37119000101'
 '37119000111']"
1601,"['37119000057' '37119000071' '37119000072' '37119000073' '37119000074'
 '37119000110']"
1602,"['37119000090' '37119000091' '37119000113' '37119000121' '37119000137'
 '37119000227' '37119000232']"
1603,"['37119000091' '37119000112' '37119000136' '37119000137' '37119000215'
 '37119000227']"
1604,"['37119000075' '37119000076' '37119000092' '37119000097' '37119000120'
 '37119000129' '37119000225']"
1605,['37119000083' '37119000094' '37119000234' '37119000235']
1606,"['37119000004' '37119000083' '37119000095' '37119000124' '37119000201'
 '37119000203']"
1607,"['37119000063' '37119000064' '37119000085' '37119000099' '37119000106'
 '37119000125']"
1608,"['37119000069' '37119000090' '37119000091' '37119000100' '37119000103'
 '37119000233']"
1609,"['37119000036' '37119000067' '37119000068' '37119000069' '37119000070'
 '37119000071' '37119000103']"
1610,"['37119000058' '37119000076' '37119000077' '37119000097' '37119000098'
 '37119000114']"
1611,"['37119000069' '37119000090' '37119000112' '37119000131' '37119000144'
 '37119000226' '37119000232']"
1612,['37119000225' '37119000228' '37119000229' '37119000230' '37119000243']
