,neighbors
540,['37051000G1B' '37051000G3C' '3705100CC01' '3705100CC19' '37051EO61-1']
541,"['37051000G1A' '37051000G3C' '37051000G6A' '37051000G6C' '3705100SH77'
 '37051EO61-1' '37051EO61-2']"
542,"['37051000G2B' '3705100CC05' '3705100CC16' '370510G2C-1' '370510G2E-1'
 '370510G2E-2']"
543,"['37051000G2A' '37051000G2D' '3705100CC05' '370510G2C-1' '370510G2C-2'
 '37051EO61-1']"
544,"['37051000G2B' '37051000G7B' '3705100G11B' '3705100LI65' '370510G2C-2'
 '370510G2E-1' '37051EO61-1' '3708500PR01']"
545,"['37051000G3C' '37051000G4B' '3705100CC01' '3705100CC10' '3705100CC15'
 '370510G3A-2']"
546,"['37051000G1A' '37051000G1B' '37051000G3B' '3705100CC01' '3705100SH77'
 '370510G3A-1' '370510G3A-2' '370510G9B-2']"
547,"['37051000G4B' '3705100CC10' '3705100CC15' '3705100CC29' '3705100CC31'
 '3705100CU02']"
548,"['37051000G3B' '37051000G4A' '37051000G4C' '37051000G8C' '3705100CC10'
 '3705100CC15' '3705100CU02' '370510G3A-2']"
549,['37051000G4B' '37051000G8C' '370510G3A-2']
550,"['3705100AH49' '3705100CC29' '3705100CC31' '3705100CU02' '370510G5A-1'
 '370510G5B-1']"
551,"['37051000G1B' '37051000G6B' '37051000G6C' '37051000G7B' '37051EO61-2'
 '3716300AUTR' '3716300CLEM' '3716300ROSE']"
552,"['37017000P70' '37017000P80' '37051000G6A' '37051000G6C' '3716300AUTR'
 '3716300LAKE' '3716300ROSE']"
553,"['37017000P60' '37017000P80' '37051000G1B' '37051000G6A' '37051000G6B'
 '3705100AL51' '3705100SH77']"
554,"['37051000G7B' '3705100LI65' '3708500PR20' '3708500PR25' '3708500PR26'
 '3716300CLEM' '3716300MING']"
555,"['37051000G2D' '37051000G6A' '37051000G7A' '3705100LI65' '37051EO61-1'
 '37051EO61-2' '3716300CLEM']"
556,['37051000G8B' '37051000G8C' '3705100AH49' '3705100CU02' '370510G5A-1']
557,"['37051000G8A' '37051000G8C' '37051000G8D' '3705100G10A' '370510G5A-1'
 '370510G5A-2']"
558,"['37051000G4B' '37051000G4C' '37051000G8A' '37051000G8B' '37051000G8D'
 '3705100CU02' '370510G3A-2']"
559,"['37051000G8B' '37051000G8C' '37051000G9A' '3705100G10A' '3705100G10B'
 '370510G3A-2' '370510G9B-1']"
560,['37051000G8D' '370510G3A-1' '370510G3A-2' '370510G9B-1' '370510G9B-2']
561,['37051000G5C' '37051000G8A' '3705100CU02' '370510G5A-1']
562,"['37017000P60' '37017000P80' '37051000G6C' '3705100SH77' '370510G9B-2'
 '37155000021' '3715500032A']"
563,"['37051000G1A' '37051000G3B' '37051000G3C' '3705100CC04' '3705100CC08'
 '3705100CC15' '3705100CC18' '3705100CC19']"
564,"['3705100CC14' '3705100CC17' '3705100CC21' '3705100CC24' '3705100CC26'
 '3705100CC33' '3705100G11B']"
565,"['3705100CC01' '3705100CC06' '3705100CC07' '3705100CC08' '3705100CC13'
 '3705100CC19']"
566,"['37051000G2A' '37051000G2B' '3705100CC13' '3705100CC16' '3705100CC19'
 '37051EO61-1']"
567,['3705100CC04' '3705100CC07' '3705100CC13' '3705100CC14' '3705100CC21']
568,['3705100CC04' '3705100CC06' '3705100CC08' '3705100CC12' '3705100CC14']
569,['3705100CC01' '3705100CC04' '3705100CC07' '3705100CC12' '3705100CC18']
570,['37051000G3B' '37051000G4A' '37051000G4B' '3705100CC15' '370510G3A-2']
571,['3705100CC07' '3705100CC08' '3705100CC14' '3705100CC18' '3705100CC34']
572,"['3705100CC04' '3705100CC05' '3705100CC06' '3705100CC16' '3705100CC17'
 '3705100CC19' '3705100CC21']"
573,"['3705100CC03' '3705100CC06' '3705100CC07' '3705100CC12' '3705100CC18'
 '3705100CC21' '3705100CC24' '3705100CC34']"
574,"['37051000G3B' '37051000G4A' '37051000G4B' '3705100CC01' '3705100CC10'
 '3705100CC18' '3705100CC29' '3705100CC31' '3705100CC34']"
575,['37051000G2A' '3705100CC05' '3705100CC13' '3705100CC17' '370510G2E-2']
576,"['3705100CC03' '3705100CC13' '3705100CC16' '3705100CC21' '3705100G11B'
 '370510G2E-2']"
577,"['3705100CC01' '3705100CC08' '3705100CC12' '3705100CC14' '3705100CC15'
 '3705100CC34']"
578,"['37051000G1A' '3705100CC01' '3705100CC04' '3705100CC05' '3705100CC13'
 '37051EO61-1']"
579,['3705100CC03' '3705100CC06' '3705100CC13' '3705100CC14' '3705100CC17']
580,"['3705100CC03' '3705100CC14' '3705100CC26' '3705100CC27' '3705100CC29'
 '3705100CC33' '3705100CC34' '370510G5B-1']"
581,['3705100CC26' '3705100CC27' '3705100CC32' '3705100MR02']
582,"['3705100CC03' '3705100CC24' '3705100CC25' '3705100CC27' '3705100CC32'
 '3705100CC33' '3705100MR02']"
583,"['3705100CC24' '3705100CC25' '3705100CC26' '3705100G11B' '3705100MB62'
 '3705100MR02' '370510G5B-1' '370510G5B-2']"
584,"['37051000G4A' '37051000G5C' '3705100CC15' '3705100CC24' '3705100CC31'
 '3705100CC34' '370510G5B-1']"
585,"['37051000G4A' '37051000G5C' '3705100CC15' '3705100CC29' '3705100CU02'
 '370510G5B-1']"
586,['3705100CC25' '3705100CC26' '3705100CC33' '3705100G11B' '3705100MR02']
587,['3705100CC03' '3705100CC24' '3705100CC26' '3705100CC32' '3705100G11B']
588,"['3705100CC12' '3705100CC14' '3705100CC15' '3705100CC18' '3705100CC24'
 '3705100CC29']"
589,"['37051000G4A' '37051000G4B' '37051000G5C' '37051000G8A' '37051000G8C'
 '3705100AH49' '3705100CC31']"
590,"['37051000G8B' '37051000G8D' '3705100G10B' '3705100G10C' '370510G5A-1'
 '370510G5A-2']"
591,['37051000G8D' '3705100G10A' '3705100G10C' '370510G9B-1']
592,['3705100G10A' '3705100G10B' '370510G5A-2' '370510G9B-1' '37093000012']
593,"['37051000G2D' '3705100CC03' '3705100CC17' '3705100CC27' '3705100CC32'
 '3705100CC33' '3705100MB62' '3705100MR02' '370510G2E-1' '370510G2E-2'
 '37051CL57-1' '37051SL78-3' '3708500PR01' '3708500PR16' '37093000014'
 '37125000LTR']"
594,"['37051000G2D' '37051000G7A' '37051000G7B' '3708500PR01' '3708500PR20'
 '3708500PR26']"
595,['3705100MB62' '370510G5A-2' '37051CL57-1' '37051CL57-2']
596,"['3705100CC27' '3705100G11B' '3705100LR63' '370510G5A-2' '370510G5B-2'
 '37051CL57-1' '37051CL57-2']"
597,['3705100CC25' '3705100CC26' '3705100CC27' '3705100CC32' '3705100G11B']
598,['37051000G1B' '37051000G3C' '37051000G6C' '3705100AL51' '370510G9B-2']
599,['37051000G2A' '37051000G2B' '370510G2C-2' '370510G2E-1']
600,['37051000G2B' '37051000G2D' '370510G2C-1' '370510G2E-1']
601,"['37051000G2A' '37051000G2D' '3705100G11B' '370510G2C-1' '370510G2C-2'
 '370510G2E-2']"
602,['37051000G2A' '3705100CC16' '3705100CC17' '3705100G11B' '370510G2E-1']
603,['37051000G3C' '37051000G9A' '370510G3A-2' '370510G9B-2']
604,"['37051000G3B' '37051000G3C' '37051000G4B' '37051000G4C' '37051000G8C'
 '37051000G8D' '37051000G9A' '3705100CC10' '370510G3A-1']"
605,"['37051000G5C' '37051000G8A' '37051000G8B' '3705100AH49' '3705100G10A'
 '370510G5A-2' '370510G5B-1' '370510G5B-2']"
606,"['37051000G8B' '3705100G10A' '3705100G10C' '3705100LR63' '3705100MB62'
 '370510G5A-1' '370510G5B-2' '37051CL57-2' '37093000012' '37093000014'
 '3709300006B']"
607,"['37051000G5C' '3705100CC24' '3705100CC27' '3705100CC29' '3705100CC31'
 '370510G5A-1' '370510G5B-2']"
608,['3705100CC27' '3705100MB62' '370510G5A-1' '370510G5A-2' '370510G5B-1']
609,"['37051000G8D' '37051000G9A' '3705100G10B' '3705100G10C' '370510G9B-2'
 '37093000012' '37093000013' '37155000021']"
610,"['37051000G3C' '37051000G9A' '3705100AL51' '3705100SH77' '370510G3A-1'
 '370510G9B-1' '37155000021']"
611,['3705100G11B' '3705100LR63' '3705100MB62' '37051CL57-2' '37093000014']
612,"['3705100LR63' '3705100MB62' '370510G5A-2' '37051CL57-1' '37093000014'
 '3709300006B']"
613,"['37051000G1A' '37051000G1B' '37051000G2B' '37051000G2D' '37051000G7B'
 '3705100CC05' '3705100CC19' '37051EO61-2']"
614,['37051000G1B' '37051000G6A' '37051000G7B' '37051EO61-1']
615,['3705100G11B' '3708500PR01']
616,['370530000KI' '370530000PB' '370530000WH']
617,"['370530000CI' '370530000CJ' '370530000GW' '370530000IR' '370530000KI'
 '370530000MY' '370530000PB']"
618,['370530000CH' '370530000CJ' '370530000PB']
619,['370290000SH' '370530000CH' '370530000CI' '370530000IR' '370530000PB']
620,['370530000CH' '370530000KI' '370530000MY']
621,['370290000CH' '370290000SH' '370530000CH' '370530000CJ' '370530000MY']
622,['370530000CB' '370530000CH' '370530000GW' '370530000PB' '370530000WH']
623,['370290000CH' '370290000SM' '370530000CH' '370530000GW' '370530000IR']
624,"['370290000SH' '370530000CB' '370530000CH' '370530000CI' '370530000CJ'
 '370530000KI' '370530000PP' '370530000WH' '3705500DUCK']"
625,"['370290000SH' '370530000PB' '370530000WH' '370550000MH' '3705500DUCK'
 '3705500KTHK' '3705500SOSH' '37177000001']"
626,['370530000CB' '370530000KI' '370530000PB' '370530000PP' '3705500DUCK']
627,['370550000MH' '3705500STPT' '37095000ENG' '37177000001' '37177000003']
628,"['370530000PP' '370550000EL' '37055000COL' '37055000WAN' '3705500CHCA'
 '3705500KTHK' '3705500MATO' '3705500STPT' '37177000001']"
629,['37055000HAT' '3705500AVON' '3705500FRCO']
630,['370550000MH' '37055000KDH' '3705500KTHK' '3705500MATO' '3705500NGHD']
631,['37055000BUX' '3705500AVON' '3705500FRCO' '37095000OCK']
632,['37055000COL' '3705500KTHK' '3705500NGHD']
633,['370550000MH' '3705500CHCA' '3705500MATO' '3705500NGHD']
634,"['37055000BUX' '37055000HAT' '3705500CHCA' '3705500FRCO' '370950000LL'
 '37095000ENG' '37095000OCK']"
635,"['370550000MH' '37055000WAN' '3705500AVON' '3705500NGHD' '3705500STPT'
 '370950000LL' '37095000ENG']"
636,['370530000PB' '370530000PP' '370530000WH' '3705500SOSH']
637,['37055000BUX' '37055000HAT' '3705500AVON']
638,['370530000PP' '370550000MH' '37055000COL' '37055000KDH' '3705500SOSH']
639,['370550000MH' '37055000COL' '37055000WAN' '3705500NGHD']
640,['37055000COL' '37055000KDH' '37055000WAN' '3705500CHCA' '3705500MATO']
641,['370530000PP' '3705500DUCK' '3705500KTHK']
642,['370550000EL' '370550000MH' '3705500CHCA' '37095000ENG']
643,"['37057000016' '37057000044' '37057000046' '37057000084' '37067000042'
 '37067000122']"
644,"['37057000010' '37057000028' '37057000078' '37059000007' '37159000011'
 '37159000028' '37159000031' '37159000045']"
645,['37057000020' '37057000040' '37057000052']
646,"['37057000006' '37057000028' '37057000030' '37057000040' '37057000052'
 '37057000058' '37159000031']"
647,['37057000014']
648,"['37057000012' '37057000018' '37057000052' '37057000054' '37057000056'
 '371510000SW']"
649,['37057000004' '37057000044' '3705700080A' '37067000042']
650,"['37057000014' '37057000052' '37057000056' '37057000058' '37159000022'
 '37159000023']"
651,"['37057000008' '37057000022' '37057000038' '37057000040' '37057000042'
 '37057000052' '37057000054' '37057000074']"
652,"['37057000020' '37057000024' '37057000034' '37057000036' '37057000038'
 '37057000070' '37057000074' '37057000082']"
653,['37057000022' '37057000026' '37057000034' '37057000050' '37057000082']
654,['37057000024' '37057000028' '37057000034' '37057000048' '37057000050']
655,"['37057000006' '37057000010' '37057000026' '37057000030' '37057000032'
 '37057000034' '37057000048' '37057000078']"
656,['37057000010' '37057000028' '37057000032' '37057000038' '37057000040']
657,['37057000028' '37057000030' '37057000034' '37057000036' '37057000038']
658,"['37057000022' '37057000024' '37057000026' '37057000028' '37057000032'
 '37057000036']"
659,['37057000022' '37057000032' '37057000034' '37057000038']
660,"['37057000020' '37057000022' '37057000030' '37057000032' '37057000036'
 '37057000040']"
661,"['37057000008' '37057000010' '37057000020' '37057000030' '37057000038'
 '37057000052']"
662,"['37057000020' '37057000054' '37057000074' '37057000076' '371510000TB'
 '371510000TR' '371510000TT']"
663,"['37057000004' '37057000016' '37057000046' '37057000070' '37057000072'
 '37057000082' '3705700080A']"
664,['37057000004' '37057000044' '37057000050' '37057000082' '37057000084']
665,['37057000026' '37057000028' '37057000050' '37057000078' '37059000006']
666,"['37057000024' '37057000026' '37057000046' '37057000048' '37057000082'
 '37057000084' '37059000006' '37059000010']"
667,"['37057000008' '37057000010' '37057000014' '37057000018' '37057000020'
 '37057000040' '37057000054' '37057000058']"
668,"['37057000014' '37057000020' '37057000042' '37057000052' '371510000SW'
 '371510000TB']"
669,"['37057000014' '37057000018' '37123000ELD' '371510000SW' '37159000022'
 '37167000017']"
670,"['37057000010' '37057000018' '37057000052' '37159000015' '37159000023'
 '37159000031']"
671,['37057000062' '37057000064' '37057000068' '37057000072' '371510000TR']
672,['37057000060' '37057000064' '37057000066' '37057000068']
673,"['37057000060' '37057000062' '37057000066' '37057000070' '37057000072'
 '37057000074']"
674,"['37057000062' '37057000064' '37057000068' '37057000070' '37057000074'
 '37057000076']"
675,['37057000060' '37057000062' '37057000066' '37057000076' '371510000TR']
676,"['37057000022' '37057000044' '37057000064' '37057000066' '37057000072'
 '37057000074' '37057000082']"
677,"['37057000044' '37057000060' '37057000064' '37057000070' '37057000088'
 '3705700080A' '37081000H01' '371510000TR']"
678,"['37057000020' '37057000022' '37057000042' '37057000064' '37057000066'
 '37057000070' '37057000076']"
679,['37057000042' '37057000066' '37057000068' '37057000074' '371510000TR']
680,['37057000006' '37057000028' '37057000048' '37059000006' '37059000007']
681,"['37057000022' '37057000024' '37057000044' '37057000046' '37057000050'
 '37057000070']"
682,"['37057000004' '37057000046' '37057000050' '37059000010' '37067000042'
 '37067000053' '37067000122']"
683,"['37057000072' '3705700080A' '3705700086A' '37081000H01' '37081000H02'
 '37081000H14' '37081000H15']"
684,"['37057000016' '37057000044' '37057000072' '37057000088' '3705700086A'
 '37067000012' '37067000042' '37067000043']"
685,['37057000088' '3705700080A' '37067000012' '37081000H15' '37081000H23']
686,"['37059000002' '37059000003' '37059000009' '37059000014' '370970000EM'
 '370970000TB']"
687,"['37059000001' '37059000004' '37059000009' '370970000CS' '370970000TB'
 '37159000027' '37159000032']"
688,"['37059000001' '37059000005' '37059000014' '370970000EM' '3719700DCRK'
 '3719700SLIB']"
689,['37059000002' '37059000007' '37059000009' '37159000032']
690,"['37059000003' '37059000012' '37059000013' '37059000014' '37067000055'
 '37067000073' '3719700SLIB']"
691,"['37057000048' '37057000050' '37057000078' '37059000007' '37059000009'
 '37059000010' '37059000011' '37059000014']"
692,"['37057000006' '37057000078' '37059000004' '37059000006' '37059000009'
 '37159000011' '37159000032']"
693,['37059000009' '37059000014']
694,"['37059000001' '37059000002' '37059000004' '37059000006' '37059000007'
 '37059000008' '37059000014']"
695,"['37057000050' '37057000084' '37059000006' '37059000011' '37059000013'
 '37067000053' '37067000054']"
696,['37059000006' '37059000010' '37059000012' '37059000013' '37059000014']
697,['37059000005' '37059000011' '37059000013' '37059000014']
698,"['37059000005' '37059000010' '37059000011' '37059000012' '37067000052'
 '37067000054' '37067000055']"
699,"['37059000001' '37059000003' '37059000005' '37059000006' '37059000008'
 '37059000009' '37059000011' '37059000012']"
700,"['3706100GLIS' '3706100SMCA' '371070000T1' '371070000T2' '37107000PH2'
 '37191000015']"
701,"['3706100CFRK' '3706100CHIN' '3706100HALL' '3706100SMCA' '37103000P06'
 '37107000PH2' '3713300RL09']"
702,"['3706100FAIS' '3706100WOLF' '3716300GIDD' '37191000024' '37191000028'
 '37191002530']"
703,['3706100BEUL' '3706100CHIN' '3713300CL10' '3713300RL09']
704,"['3706100CHIN' '3706100HALL' '3706100KENA' '3706100LOCK' '3706100ROSE'
 '3706100WALL']"
705,"['3706100BEUL' '3706100CFRK' '3706100CHAR' '3706100CYCK' '3706100HALL'
 '3706100LOCK' '3713300CL10']"
706,"['3706100CHIN' '3706100LOCK' '3706100WALL' '3713300CL10' '3713300NM13'
 '3714100UH08']"
707,"['3706100CALY' '3706100KENA' '3706100WARS' '3706100WOLF' '3716300GIDD'
 '3716300TURK']"
708,['3706100ALBE' '3706100KENA' '3706100SMCA' '3706100WOLF' '37191000015']
709,['3706100BEUL' '3706100CHAR' '3706100CHIN' '3706100KENA' '3706100SMCA']
710,"['3706100CHAR' '3706100FAIS' '3706100GLIS' '3706100HALL' '3706100MAGN'
 '3706100ROSE' '3706100SMCA' '3706100WARS' '3706100WOLF']"
711,['3706100CHAR' '3706100CHIN' '3706100CYCK' '3706100WALL']
712,"['3706100KENA' '3706100ROCK' '3706100ROSE' '3706100WARS' '3716300HARR'
 '3716300INGO' '3716300ROWA' '3716300TURK']"
713,['3706100MAGN' '3706100ROSE' '3706100WALL' '3714100UU17' '3716300HARR']
714,['3706100CHAR' '3706100KENA' '3706100MAGN' '3706100ROCK' '3706100WALL']
715,"['3706100ALBE' '3706100BEUL' '3706100GLIS' '3706100HALL' '3706100KENA'
 '37107000PH2']"
716,"['3706100CHAR' '3706100CYCK' '3706100LOCK' '3706100ROCK' '3706100ROSE'
 '3714100UH08' '3714100UU17']"
717,['3706100FAIS' '3706100KENA' '3706100MAGN' '3716300ROWA' '3716300TURK']
718,"['3706100CALY' '3706100FAIS' '3706100GLIS' '3706100KENA' '37191000015'
 '37191000028']"
719,['37063000002' '37063000007' '37063000020' '37063000021' '37063000046']
720,"['37063000001' '37063000003' '37063000004' '37063000007' '37063000024'
 '37063000046']"
721,['37063000002' '37063000004' '37063000005' '37063000007']
722,['37063000002' '37063000003' '37063000005' '37063000024' '37063000050']
723,"['37063000003' '37063000004' '37063000006' '37063000007' '37063000043'
 '37063000050']"
724,"['37063000005' '37063000007' '37063000008' '37063000040' '37063000043'
 '37063000050']"
725,"['37063000001' '37063000002' '37063000003' '37063000005' '37063000006'
 '37063000008' '37063000017' '37063000020']"
726,"['37063000006' '37063000007' '37063000009' '37063000010' '37063000017'
 '37063000040']"
727,"['37063000008' '37063000010' '37063000036' '37063000039' '37063000040'
 '37063000041' '37063000048' '37063055-11']"
728,"['37063000008' '37063000009' '37063000012' '37063000017' '37063055-11'
 '37063055-49']"
729,['37063000010' '37063000013' '37063000014' '37063000017' '37063055-49']
730,"['37063000012' '37063000014' '37063000017' '37063000031' '37063000047'
 '37063055-49']"
731,"['37063000012' '37063000013' '37063000015' '37063000017' '37063000031'
 '37063000052' '370630030-1']"
732,['37063000014' '37063000017' '37063000018' '37063000052']
733,"['37063000038' '37063000039' '37063000048' '37063000051' '37063000054'
 '370630035.3' '370630053-1' '370630053-2']"
734,"['37063000007' '37063000008' '37063000010' '37063000012' '37063000013'
 '37063000014' '37063000015' '37063000018' '37063000019' '37063000020']"
735,['37063000015' '37063000017' '37063000019' '37063000029' '37063000052']
736,"['37063000017' '37063000018' '37063000020' '37063000021' '37063000022'
 '37063000029']"
737,"['37063000001' '37063000007' '37063000017' '37063000019' '37063000021'
 '37063000022']"
738,['37063000001' '37063000019' '37063000020' '37063000022' '37063000046']
739,"['37063000019' '37063000020' '37063000021' '37063000023' '37063000029'
 '37063000046']"
740,"['37063000022' '37063000024' '37063000029' '37063000037' '37063000045'
 '37063000046']"
741,"['37063000002' '37063000004' '37063000023' '37063000037' '37063000046'
 '37063000050']"
742,['37063000026' '37063000028' '37063000044' '37063000045' '371350000CW']
743,['37063000025' '37063000028' '371350000CW' '3714500FLRI' '3714500MTTZ']
744,"['37063000038' '37063000043' '370630053-2' '371350000CF' '371350000ES'
 '371350000GL' '371350000PA' '371350000RF']"
745,"['37063000025' '37063000026' '37063000029' '37063000045' '3707700BTNR'
 '3707700TYHO' '3714500MTTZ']"
746,"['37063000018' '37063000019' '37063000022' '37063000023' '37063000028'
 '37063000032' '37063000045' '37063000052' '370630030-2' '3707700BTNR'
 '3707700CRDM' '37183014-01']"
747,"['37063000013' '37063000014' '37063000032' '37063000033' '37063000047'
 '37063000052' '370630030-1' '37183005-05']"
748,"['37063000029' '37063000031' '370630030-1' '370630030-2' '37183002-02'
 '37183005-05' '37183008-03' '37183008-04' '37183008-08' '37183014-01']"
749,"['37063000031' '37063000047' '37063000054' '370630034-1' '370630034-2'
 '370630035.3' '37183005-05' '37183005-07' '37183005-08' '37183020-15']"
750,"['37063000009' '37063000038' '37063000039' '37063000040' '37063000043'
 '37063000048']"
751,"['37063000023' '37063000024' '37063000045' '37063000046' '37063000050'
 '37135000ENO']"
752,"['37063000016' '37063000027' '37063000036' '37063000039' '37063000043'
 '370630053-1' '370630053-2']"
753,['37063000009' '37063000016' '37063000036' '37063000038' '37063000048']
754,['37063000006' '37063000008' '37063000009' '37063000036' '37063000043']
755,"['37063000009' '37063000042' '37063000048' '37063000051' '370630034-2'
 '37063055-11']"
756,['37063000041' '37063000047' '370630034-2' '37063055-11' '37063055-49']
757,"['37063000005' '37063000006' '37063000027' '37063000036' '37063000038'
 '37063000040' '37063000050' '371350000CF' '371350000PA']"
758,['37063000025' '37063000045' '371350000CW' '371350000SM' '37135000ENO']
759,"['37063000023' '37063000025' '37063000028' '37063000029' '37063000037'
 '37063000044' '371350000SM' '37135000ENO']"
760,"['37063000001' '37063000002' '37063000021' '37063000022' '37063000023'
 '37063000024' '37063000037']"
761,"['37063000013' '37063000031' '37063000033' '37063000042' '370630034-2'
 '37063055-49']"
762,"['37063000009' '37063000016' '37063000036' '37063000039' '37063000041'
 '37063000051']"
763,"['37063000004' '37063000005' '37063000006' '37063000024' '37063000037'
 '37063000043' '371350000PA' '37135000ENO']"
764,"['37063000016' '37063000041' '37063000048' '37063000054' '370630034-1'
 '370630034-2']"
765,"['37063000014' '37063000015' '37063000018' '37063000029' '37063000031'
 '370630030-1' '370630030-2']"
766,"['37063000016' '37063000033' '37063000051' '370630034-1' '370630035.3'
 '370630053-1']"
767,['37063000014' '37063000031' '37063000032' '37063000052' '370630030-2']
768,['37063000029' '37063000032' '37063000052' '370630030-1']
769,['37063000033' '37063000051' '37063000054' '370630034-2']
770,"['37063000033' '37063000041' '37063000042' '37063000047' '37063000051'
 '370630034-1']"
771,"['37037000075' '37063000016' '37063000033' '37063000054' '370630053-1'
 '370630053-2' '37183020-15']"
772,['37063000016' '37063000038' '37063000054' '370630035.3' '370630053-2']
773,"['37037000075' '37037NWM117' '37063000016' '37063000027' '37063000038'
 '370630035.3' '370630053-1' '371350000GL' '371350000KM']"
774,['37063000009' '37063000010' '37063000041' '37063000042' '37063055-49']
775,"['37063000010' '37063000012' '37063000013' '37063000042' '37063000047'
 '37063055-11']"
776,"['37065000102' '37065000104' '37065000201' '37065000301' '37065000401'
 '37065000501']"
777,"['37065000101' '37065000103' '37065000104' '37065000201' '37065000801'
 '37065001101']"
778,['37065000102' '37065000104' '37065001101']
779,"['37065000101' '37065000102' '37065000103' '37065000501' '37065000701'
 '37065001101']"
780,"['37065000101' '37065000102' '37065000301' '37065000801' '37147000301'
 '37147000401' '37147000701']"
781,"['37065000101' '37065000201' '37065000401' '37083000HPR' '371170000GN'
 '371170000HS' '371170000R2' '37147000401']"
782,['37065000101' '37065000301' '37065000501' '37083000HPR']
783,"['37065000101' '37065000104' '37065000401' '37065000601' '37065000701'
 '37083000HPR']"
784,"['37065000501' '37065000701' '37083000HPR' '3708300ENF1' '370830ENF-2'
 '3712700P13A' '3712700P16A']"
785,"['37065000104' '37065000501' '37065000601' '37065001101' '37065001203'
 '37065001204' '37065001205' '3712700P13A' '3712700P16A' '3712700P21A']"
786,"['37065000102' '37065000201' '37065000901' '37065001001' '37065001101'
 '37147000301' '37147000701' '37147000901']"
787,['37065000801' '37065001001' '37147000901' '3719500PRGA' '3719500PRSA']
788,"['37065000801' '37065000901' '37065001101' '37065001301' '3719500PRGA'
 '3719500PRTO']"
789,"['37065000102' '37065000103' '37065000104' '37065000701' '37065000801'
 '37065001001' '37065001203' '37065001301']"
790,['37065001202' '37065001203' '37065001204' '37065001205']
791,"['37065001201' '37065001203' '37065001205' '3712700P21A' '3712700P22A'
 '3712700P23A']"
792,"['37065000701' '37065001101' '37065001201' '37065001202' '37065001204'
 '37065001301' '37065001401' '3712700P23A' '3712700P24A']"
793,['37065000701' '37065001201' '37065001203' '37065001205']
794,['37065000701' '37065001201' '37065001202' '37065001204' '3712700P21A']
795,"['37065001001' '37065001101' '37065001203' '37065001401' '3719500PRGA'
 '3719500PRTO']"
796,['37065001203' '37065001301' '3712700P24A' '3719500PRTO']
797,"['37067000012' '37067000013' '37067000014' '37067000015' '37067000043'
 '37067000507']"
798,"['3705700080A' '3705700086A' '37067000011' '37067000014' '37067000015'
 '37067000043' '37081000H23' '37081000H24' '3708100SDRI']"
799,"['37067000011' '37067000014' '37067000015' '37067000063' '37067000065'
 '37067000067' '37067000082' '37067000401' '37067000507']"
800,"['37067000011' '37067000012' '37067000013' '37067000015' '37067000061'
 '37067000067' '3708100SDRI']"
801,['37067000011' '37067000012' '37067000013' '37067000014' '37067000043']
802,"['37067000066' '37067000068' '37067000112' '37081000OR1' '3708100STOK'
 '371570000HU' '37169001618' '37169001819']"
803,"['37067000033' '37067000034' '37067000111' '37169000010' '37169000013'
 '37169000015']"
804,"['37067000033' '37067000034' '37067000092' '37067000101' '37067000207'
 '37169000010']"
805,"['37067000031' '37067000032' '37067000034' '37067000081' '37067000111'
 '37067000206' '37067000207']"
806,['37067000031' '37067000032' '37067000033' '37169000010' '37169000013']
807,"['37057000004' '37057000016' '37057000084' '3705700080A' '37067000043'
 '37067000122' '37067000505' '37067000506' '37067000605']"
808,"['3705700080A' '37067000011' '37067000012' '37067000015' '37067000042'
 '37067000501' '37067000504' '37067000505' '37067000507']"
809,"['37067000052' '37067000053' '37067000054' '37067000055' '37067000072'
 '37067000123' '37067000708' '37067000709']"
810,['37059000013' '37067000051' '37067000054' '37067000055']
811,"['37057000084' '37059000010' '37067000051' '37067000054' '37067000122'
 '37067000709']"
812,['37059000010' '37059000013' '37067000051' '37067000052' '37067000053']
813,"['37059000005' '37059000013' '37067000051' '37067000052' '37067000072'
 '37067000073']"
814,"['37067000014' '37067000064' '37067000065' '37067000066' '37067000067'
 '3708100NDRI' '3708100SDRI']"
815,['37067000063' '37067000064' '37067000066' '37067000068']
816,"['37067000013' '37067000062' '37067000064' '37067000065' '37067000068'
 '37067000082' '37067000112']"
817,['37067000061' '37067000062' '37067000063' '37067000065' '37067000066']
818,['37067000013' '37067000061' '37067000063' '37067000064' '37067000067']
819,"['37067000021' '37067000061' '37067000062' '37067000064' '37067000068'
 '37081000OR1' '3708100NDRI']"
820,['37067000013' '37067000014' '37067000061' '37067000065']
821,"['37067000021' '37067000062' '37067000063' '37067000066' '37067000082'
 '37067000112']"
822,['37067000072' '37067000073' '37067000074' '37067000075']
823,"['37067000051' '37067000055' '37067000071' '37067000073' '37067000074'
 '37067000123' '37067000708' '37067000807']"
824,"['37059000005' '37067000055' '37067000071' '37067000072' '37067000075'
 '3719700FBSH' '3719700SLIB']"
825,"['37067000071' '37067000072' '37067000075' '37067000123' '37067000133'
 '37067000805' '37067000807' '37067000809']"
826,['37067000071' '37067000073' '37067000074' '37067000133' '3719700FBSH']
827,"['37067000033' '37067000083' '37067000111' '37067000206' '37067000304'
 '37067000305' '37067000306']"
828,"['37067000013' '37067000063' '37067000068' '37067000083' '37067000112'
 '37067000305' '37067000401']"
829,['37067000081' '37067000082' '37067000111' '37067000112' '37067000305']
830,"['37067000092' '37067000132' '37067000133' '37169000009' '37169000011'
 '37171000023' '3719700EBND']"
