,neighbors
635,['13071000019' '13071000022' '13071000023' '13277000007' '13321000010']
636,['13071000016' '13071000017' '13071000021' '13321000011' '13321000012']
637,"['13071000001' '13071000002' '13071000008' '13071000012' '13071000013'
 '13071000016' '13071000017' '13071000021']"
638,"['13071000008' '13071000011' '13071000013' '132050000CT' '132050000HI'
 '13275000106' '13275000111']"
639,"['13071000008' '13071000011' '13071000012' '13071000016' '13071000021'
 '132050000HI' '132050000SC']"
640,['13071000002' '13071000007' '13071000015' '13071000020']
641,"['13071000002' '13071000014' '13071000017' '13071000019' '13071000020'
 '13071000023' '130750000NL' '130750000RB']"
642,"['13071000001' '13071000010' '13071000011' '13071000013' '13071000017'
 '13071000021']"
643,"['13071000001' '13071000002' '13071000010' '13071000011' '13071000015'
 '13071000016' '13071000019' '13321000010' '13321000011' '13321000012']"
644,"['13071000002' '13071000007' '13071000008' '13275000104' '13275000106'
 '13275000117']"
645,"['13071000009' '13071000015' '13071000017' '13071000023' '13321000010'
 '13321000011']"
646,"['13027000660' '13027001712' '13071000007' '13071000014' '13071000015'
 '130750000NL']"
647,"['13071000010' '13071000011' '13071000013' '13071000016' '132050000LS'
 '132050000SC' '13321000012']"
648,['13071000009' '13071000023' '1307500000L' '13277000006' '13277000007']
649,"['13071000009' '13071000015' '13071000019' '13071000022' '1307500000L'
 '130750000RB']"
650,"['13073000018' '13073000025' '13073000026' '13073000040' '13073000050'
 '13073000062' '13189000132' '13189000137']"
651,['13073000016' '13073000017' '13073000060' '13073000065' '13073000070']
652,"['13073000015' '13073000017' '13073000018' '13073000032' '13073000034'
 '13073000070' '13073000075']"
653,"['13073000015' '13073000016' '13073000018' '13073000060' '13073000062'
 '13073000065']"
654,"['13073000010' '13073000016' '13073000017' '13073000025' '13073000026'
 '13073000032' '13073000034' '13073000062']"
655,"['13073000025' '13073000026' '13073000030' '13073000033' '1318900133A'
 '1318900133B' '13245000803']"
656,"['13073000010' '13073000018' '13073000020' '13073000026' '13189000137'
 '1318900133B']"
657,"['13073000010' '13073000018' '13073000020' '13073000025' '13073000033'
 '13073000034']"
658,"['13073000020' '13073000031' '13073000033' '13073000034' '13245000310'
 '13245000803']"
659,['13073000030' '13073000032' '13073000034' '13245000310']
660,"['13073000016' '13073000018' '13073000031' '13073000034' '13073000074'
 '13073000075' '13073000076' '13245000310']"
661,['13073000020' '13073000026' '13073000030' '13073000034']
662,"['13073000016' '13073000018' '13073000026' '13073000030' '13073000031'
 '13073000032' '13073000033']"
663,"['13073000010' '13073000050' '13073000051' '131810003-B' '131810004-B'
 '13189000132']"
664,['13073000010' '13073000040' '13073000051' '13073000061' '13073000062']
665,['13073000040' '13073000050' '131810003-B' '131810004-B']
666,"['13073000015' '13073000017' '13073000061' '13073000062' '13073000065'
 '13073000130' '13073000131']"
667,"['13073000050' '13073000060' '13073000062' '13073000063' '13073000064'
 '13073000131']"
668,"['13073000010' '13073000017' '13073000018' '13073000050' '13073000060'
 '13073000061']"
669,['13073000061' '13073000064' '13073000131']
670,['13073000061' '13073000063' '13073000131']
671,"['13073000015' '13073000017' '13073000060' '13073000070' '13073000085'
 '13073000120' '13073000130']"
672,"['13073000015' '13073000016' '13073000065' '13073000074' '13073000075'
 '13073000076' '13073000085' '13073000120']"
673,['13073000032' '13073000070' '13073000075' '13073000076']
674,['13073000016' '13073000032' '13073000070' '13073000074']
675,"['13073000032' '13073000070' '13073000074' '13073000080' '13073000085'
 '13073000090' '13245000306' '13245000308' '13245000310']"
676,['13073000076' '13073000085' '13073000090' '13073000125']
677,"['13073000065' '13073000070' '13073000076' '13073000080' '13073000120'
 '13073000125']"
678,"['13073000076' '13073000080' '13073000110' '13073000115' '13073000125'
 '13245000308' '13245000706']"
679,"['13073000105' '13073000108' '13073000111' '13073000115' '13073000136'
 '13245000706' '13245000707']"
680,"['13073000100' '13073000107' '13073000108' '13073000109' '13073000136'
 '13073000137']"
681,"['13073000105' '13073000109' '13073000132' '13073000135' '13073000136'
 '13073000137']"
682,"['13073000100' '13073000105' '13073000109' '13073000136' '13245000707'
 '13245000709']"
683,['13073000105' '13073000107' '13073000108' '13245000707' '13245000709']
684,"['13073000090' '13073000111' '13073000115' '13073000120' '13073000125'
 '13073000134' '13073000136']"
685,['13073000100' '13073000110' '13073000115' '13073000136']
686,"['13073000090' '13073000100' '13073000110' '13073000111' '13245000308'
 '13245000706' '13245000707']"
687,"['13073000065' '13073000070' '13073000085' '13073000110' '13073000125'
 '13073000130' '13073000134' '13073000136']"
688,['13073000080' '13073000085' '13073000090' '13073000110' '13073000120']
689,['13073000060' '13073000065' '13073000120' '13073000131' '13073000134']
690,"['13073000060' '13073000061' '13073000063' '13073000064' '13073000130'
 '13073000132' '13073000134' '13073000135']"
691,['13073000107' '13073000131' '13073000134' '13073000135' '13073000137']
692,"['13073000110' '13073000120' '13073000130' '13073000131' '13073000132'
 '13073000136' '13073000137']"
693,['13073000107' '13073000131' '13073000132']
694,"['13073000100' '13073000105' '13073000107' '13073000108' '13073000110'
 '13073000111' '13073000120' '13073000134' '13073000137']"
695,['13073000105' '13073000107' '13073000132' '13073000134' '13073000136']
696,"['13019001329' '130750000DB' '130750000EP' '130750000NL' '130750000RB'
 '13185000001']"
697,"['13019001427' '13071000022' '13071000023' '1307500000M' '130750000RB'
 '13277000006' '13277000007']"
698,['13019001157' '13019001427' '1307500000L' '130750000DB' '130750000RB']
699,['130750000EP' '130750000RB']
700,"['13019001157' '13019001329' '1307500000C' '1307500000M' '130750000EP'
 '130750000RB']"
701,['1307500000C' '1307500000S' '130750000DB' '130750000RB']
702,"['13027000660' '13071000015' '13071000020' '1307500000C' '130750000RB'
 '13185000001']"
703,"['13071000015' '13071000023' '1307500000C' '1307500000L' '1307500000M'
 '1307500000S' '130750000DB' '130750000EP' '130750000NL']"
704,"['13077000006' '13077000010' '13077000014' '13113000002' '13113000032'
 '13113000034' '13255000012']"
705,"['13077000003' '13077000009' '13077000013' '13077000014' '13077000017'
 '13199000007']"
706,"['13077000002' '13077000004' '13077000009' '13077000011' '13077000015'
 '13077000017' '13149000COO']"
707,['13077000003' '13077000011' '13149000COO' '13149000ENO']
708,['13077000015' '13077000017' '13077000019' '13077000020' '13077000024']
709,"['13077000001' '13077000013' '13077000014' '13077000018' '13077000021'
 '13077000026' '13077000027' '13113000032']"
710,"['13077000021' '13077000022' '13077000023' '13077000026' '13113000009'
 '13113000010' '1312100PA01' '131210FA01B']"
711,"['13045000682' '13077000012' '13077000019' '13077000022' '13077000025'
 '1312100CH05' '131210CH04A']"
712,"['13077000002' '13077000003' '13149000COO' '13199000006' '13199000007'
 '13285000006' '13285000010']"
713,['13077000001' '13077000014' '13199000007' '13199000008' '13255000012']
714,"['13045000682' '13045000713' '13077000003' '13077000004' '13077000012'
 '13077000015' '13077000020' '13077000024' '13149000CEN' '13149000ENO']"
715,['13045000682' '13077000008' '13077000011' '13077000020' '13077000025']
716,['13077000002' '13077000006' '13077000014' '13077000017' '13077000018']
717,"['13077000001' '13077000002' '13077000006' '13077000010' '13077000013'
 '13199000007' '13199000008']"
718,['13077000003' '13077000005' '13077000011' '13077000017' '13077000024']
719,"['13077000002' '13077000003' '13077000005' '13077000013' '13077000015'
 '13077000018' '13077000019' '13077000028']"
720,['13077000006' '13077000013' '13077000017' '13077000021' '13077000028']
721,"['13077000005' '13077000008' '13077000017' '13077000020' '13077000022'
 '13077000025' '13077000028']"
722,"['13077000005' '13077000011' '13077000012' '13077000019' '13077000024'
 '13077000025']"
723,"['13077000006' '13077000007' '13077000018' '13077000022' '13077000026'
 '13077000027' '13077000028']"
724,"['13077000007' '13077000008' '13077000019' '13077000021' '13077000026'
 '13077000028' '1312100PA01' '131210CH04A']"
725,['13077000007' '13077000026' '13113000009' '13113000018']
726,['13077000005' '13077000011' '13077000015' '13077000020']
727,['13077000008' '13077000012' '13077000019' '13077000020']
728,"['13077000006' '13077000007' '13077000021' '13077000022' '13077000023'
 '13077000027' '13113000018' '13113000032']"
729,['13077000006' '13077000021' '13077000026']
730,['13077000017' '13077000018' '13077000019' '13077000021' '13077000022']
731,"['13021000WA1' '13079000003' '13079000004' '1307900001B' '13207000006'
 '13207000011' '13207000014' '13269000006' '13293000470' '13293000588'
 '13293000589']"
732,['13079000002' '13079000004' '13079000005' '1307900001A' '1307900001B']
733,['13021000WA1' '13079000002' '13079000003' '13079000005']
734,"['13021000RU1' '13021000WA1' '13021000WA2' '13079000003' '13079000004'
 '1307900001A' '1315300NSES' '132250000B1' '132250000F2' '132250000P1']"
735,"['13079000003' '13079000005' '1307900001B' '13193000001' '132250000F1'
 '132250000F2' '13269000006']"
736,['13079000002' '13079000003' '1307900001A' '13269000006']
737,"['130810CORDE' '130810JAMES' '130810LISTO' '13287000001' '13287000003'
 '1331500003A' '13321000009']"
738,['130810CORDE' '130810JAMES' '13093000007' '13177000001' '13261000015']
739,['130810ARABI' '130810CONEY' '130810JAMES' '130810LISTO' '13093000007']
740,"['130810ARABI' '130810CONEY' '130810CORDE' '13177000001' '13287000001'
 '13321000009']"
741,['130810ARABI' '130810CORDE' '13093000007' '1331500003A']
742,['13083000974' '13083001038' '13083001214' '13083001222' '13083001889']
743,['13083000960' '13083001222' '13083001885' '13083001889']
744,['13083000960' '13083001214' '13083001222']
745,['13083000960' '13083001038' '13083001889' '13295001161' '13295001800']
746,['13083000960' '13083000974' '13083001038' '13083001885']
747,['13083000974' '13083001222']
748,['13083000960' '13083000974' '13083001214' '13295001161' '13295001851']
749,"['13085000002' '1311100SKEN' '13123000002' '13123000012' '131870000DA'
 '13227000001' '13227000010']"
750,"['13057000014' '13085000001' '13085000003' '13117000027' '131870000DA'
 '13227000001']"
751,"['13085000002' '13117000006' '13117000027' '13139000016' '13139000017'
 '131870000DA']"
752,"['13087000514' '13087000694' '13087001325' '13087001342' '13087001361'
 '13087001805']"
753,['13087000513' '13087001277' '13087001361' '13087001805']
754,['13087000513' '13087001325' '13087001361' '1313100000H']
755,"['1300700000H' '13087000514' '13087001361' '13087001805' '1313100000L'
 '132050000BV' '132050000HF']"
756,['13087000513' '13087000694' '13087001342' '13253000001']
757,"['13087000513' '13087001325' '13087001613' '13087001805' '13253000001'
 '13253000004' '13253000005']"
758,"['13087000513' '13087000514' '13087000694' '13087001277' '1313100000H'
 '1313100000L' '1313100000W' '131310000SH']"
759,['13087001342' '13087001805' '13201000001' '13253000004']
760,"['1300700000H' '13087000513' '13087000514' '13087001277' '13087001342'
 '13087001613' '13201000001']"
761,"['130890000DE' '130890000FM' '130890000MN' '130890000PE' '130890000RE'
 '130890000RG' '130890000RJ']"
762,"['130890000AG' '130890000BI' '130890000CE' '130890000DC' '130890000SE'
 '130890000SF']"
763,"['130890000DI' '130890000MQ' '1312100SS17' '1312100SS20' '131210SS29A'
 '131210SS29B']"
764,"['130890000AI' '130890000CT' '130890000CU' '130890000GA' '130890000MO'
 '130890000NB' '130890000SC']"
765,['130890000CA' '130890000GF' '130890000PA' '130890000RG' '130890000SR']
766,"['130890000AB' '130890000AH' '130890000CE' '130890000CX' '130890000SE'
 '1312100007B' '1312100SS12' '1312100SS14']"
767,['130890000AG' '130890000CX' '130890000KG' '130890000MU' '1312100SS12']
768,"['130890000AE' '130890000CQ' '130890000GA' '130890000KE' '130890000MO'
 '130890000WF']"
769,"['130890000EA' '130890000EE' '130890000FB' '130890000MT' '130890000OK'
 '130890000PN' '130890000WC']"
770,['130890000DH' '130890000JA' '130890000LB' '130890000LC' '1312100006D']
771,"['130890000HB' '130890000HC' '130890000LA' '130890000MK' '130890000MW'
 '130890000ND' '130890000SA']"
772,['130890000BI' '130890000CO' '130890000MJ' '130890000SF']
773,"['130890000BH' '130890000CK' '130890000HG' '130890000IA' '130890000SI'
 '130890000TH']"
774,"['130890000DC' '130890000HI' '130890000LB' '130890000LC' '130890000MJ'
 '130890000OA' '130890000SA']"
775,['130890000BF' '130890000CK' '130890000IA' '130890000MK' '130890000TH']
776,"['130890000AB' '130890000BE' '130890000CO' '130890000SE' '130890000SF'
 '1312100007C' '1312100007M']"
777,['130890000CG' '130890000FE' '130890000KD' '130890000SM' '130890000SS']
778,"['13063000FP2' '13063000MO1' '130890000CD' '130890000CR' '130890000CS'
 '130890000ML' '1312100012M']"
779,"['130890000CB' '130890000GF' '130890000MF' '130890000MI' '130890000PI'
 '130890000RA' '130890000SR' '130890000SS' '130890000WB']"
780,['130890000GC' '130890000MB' '130890000MT' '130890000PN' '1312100001B']
781,"['130890000AF' '130890000CB' '130890000GF' '130890000KE' '130890000PA'
 '130890000SG' '130890000SR' '130890000WA']"
782,['130890000BM' '130890000CA' '130890000RA' '130890000SG' '130890000SR']
783,"['130890000CM' '130890000FC' '130890000KA' '130890000RA' '130890000SG'
 '130890000TC' '130890000WA']"
784,['130890000BL' '130890000CR' '130890000CS' '130890000OV']
785,"['130890000AB' '130890000AG' '130890000CX' '130890000DA' '130890000DB'
 '130890000DC' '130890000HF']"
786,"['130890000FG' '130890000SM' '130890000SW' '130890000WD' '132470000LO'
 '132470000RO' '132470000SM']"
787,"['130890000BJ' '130890000FE' '130890000KC' '130890000KD' '130890000MR'
 '130890000SS' '130890000WB']"
788,['130890000DA' '130890000HF' '130890000NF' '130890000PB' '130890000TG']
789,['130890000CV' '130890000GA' '130890000NB' '130890000SB']
790,"['130890000CW' '130890000ER' '130890000LB' '130890000ME' '130890000MG'
 '130890000SN' '130890000VB']"
791,"['130890000BF' '130890000BH' '130890000IA' '130890000IB' '130890000JB'
 '130890000ME' '130890000MK' '130890000NB' '130890000SC']"
792,['130890000CR' '130890000FC' '130890000FJ' '130890000ML']
793,"['130890000CC' '130890000CR' '130890000FC' '130890000FJ' '130890000FL'
 '130890000KA' '130890000RA' '130890000SG']"
794,['130890000BE' '130890000BI' '130890000MJ' '130890000WJ' '1312100007M']
795,"['130890000MA' '130890000PH' '130890000RM' '130890000WG' '130890000WK'
 '130890000YA']"
796,"['130890000AI' '130890000EA' '130890000KE' '130890000MD' '130890000TC'
 '130890000WA' '130890000WF']"
797,"['130890000BL' '130890000CD' '130890000CL' '130890000CM' '130890000FJ'
 '130890000FL' '130890000ML' '130890000OV']"
798,"['13063000EW1' '13063000MO1' '130890000BL' '130890000CD' '130890000HH'
 '130890000OV' '13151000046']"
799,['130890000AE' '130890000CU' '130890000MO' '130890000PA' '130890000RG']
800,"['130890000AE' '130890000CT' '130890000DE' '130890000IB' '130890000MO'
 '130890000RG' '130890000SC']"
801,['130890000CI' '130890000FB' '130890000GA' '130890000PG' '130890000SB']
802,['130890000CJ' '130890000LB' '130890000ND' '130890000SA' '130890000SN']
803,"['130890000AG' '130890000AH' '130890000CE' '130890000DA' '130890000HF'
 '130890000KG']"
804,"['130890000CE' '130890000CH' '130890000CX' '130890000DB' '130890000DC'
 '130890000HF' '130890000NF' '130890000OB' '13135000037' '13135000038'
 '13135000059']"
805,['130890000CE' '130890000DA' '130890000DC' '130890000OB']
806,"['130890000AB' '130890000BG' '130890000CE' '130890000DA' '130890000DB'
 '130890000HB' '130890000LA' '130890000MJ' '130890000OA' '130890000OB'
 '130890000SF' '130890000WI']"
807,['130890000AA' '130890000CU' '130890000IB' '130890000MN' '130890000RG']
808,['130890000DI' '130890000GD' '130890000MS' '131210SS08D' '131210SS29A']
809,"['130890000GD' '130890000KB' '130890000MQ' '130890000MS' '130890000PB'
 '130890000TG']"
810,"['130890000BC' '130890000EG' '130890000ER' '130890000FB' '130890000JA'
 '130890000LB' '130890000MG' '130890000SB']"
811,"['130890000AD' '130890000DF' '130890000MQ' '130890000MS' '131210SS29A'
 '131210SS29B']"
812,"['130890000BB' '130890000CQ' '130890000MD' '130890000MP' '130890000OK'
 '130890000PN' '130890000RN' '130890000TA' '130890000WF']"
813,['130890000EF' '130890000LV' '130890000PF' '130890000TF']
814,"['130890000BB' '130890000FB' '130890000LE' '130890000WC' '1312100002E'
 '131210002F1']"
815,"['130890000EC' '130890000HC' '130890000LV' '130890000MH' '130890000MW'
 '130890000OB' '130890000PF' '130890000WI']"
816,['130890000DH' '130890000FB' '130890000JA' '130890000LE' '1312100006D']
817,['130890000CJ' '130890000DH' '130890000LB' '130890000MG' '130890000SB']
818,"['130890000MF' '130890000MI' '130890000MV' '130890000PR' '130890000SM'
 '130890000SS' '130890000WD']"
819,"['130890000BB' '130890000CV' '130890000DH' '130890000EE' '130890000EG'
 '130890000LE' '130890000OK' '130890000PG' '130890000SB']"
820,"['130890000CC' '130890000CL' '130890000CM' '130890000FJ' '130890000GC'
 '130890000KA' '130890000MD' '130890000ML' '130890000PN']"
821,"['130890000BJ' '130890000CG' '130890000FL' '130890000HH' '130890000KC'
 '130890000KD' '130890000MR' '130890000OV']"
822,['130890000CF' '130890000SM' '132470000LO']
823,['130890000CL' '130890000CM' '130890000CR' '130890000FC' '130890000FL']
824,['130890000HH' '130890000KD' '13151000046' '13151000047']
825,"['130890000CM' '130890000CR' '130890000FE' '130890000FJ' '130890000MR'
 '130890000OV' '130890000RA']"
826,"['130890000AA' '130890000PE' '130890000RE' '130890000RJ' '130890000SD'
 '130890000SP' '130890000SU']"
827,"['130890000AE' '130890000AI' '130890000CI' '130890000CV' '130890000NB'
 '130890000PG' '130890000RN' '130890000WF']"
828,['130890000GF' '130890000RG' '130890000RJ' '130890000WG']
829,"['130890000BR' '130890000FC' '130890000MB' '130890000MD' '130890000ML'
 '130890000PN']"
830,"['130890000DF' '130890000DG' '130890000HF' '130890000MS' '130890000MU'
 '130890000PB' '1312100SS12' '131210SS08A' '131210SS08D']"
831,"['130890000AF' '130890000BM' '130890000CA' '130890000GB' '130890000PI'
 '130890000RG' '130890000SR' '130890000WG' '130890000YA']"
832,"['130890000IA' '130890000JB' '130890000MN' '130890000NC' '130890000RE'
 '130890000SJ']"
833,['130890000BD' '130890000DC' '130890000HC' '130890000LA' '130890000WI']
834,['130890000BD' '130890000EF' '130890000HB' '130890000MW' '130890000WI']
835,"['130890000CE' '130890000CH' '130890000CX' '130890000DA' '130890000GD'
 '130890000KG' '130890000MU' '130890000PB']"
836,"['130890000BF' '130890000SD' '130890000SH' '130890000SI' '130890000TH'
 '13135000012' '13135000112']"
837,"['130890000CS' '130890000FE' '130890000FK' '130890000KD' '130890000OV'
 '13151000046']"
838,['130890000BG' '130890000LC' '130890000MJ' '130890000WJ']
839,"['130890000BF' '130890000BH' '130890000CK' '130890000HA' '130890000JB'
 '130890000NC' '130890000SI']"
840,"['130890000CK' '130890000CU' '130890000DE' '130890000JB' '130890000MN'
 '130890000SC']"
841,['130890000BC' '130890000DH' '130890000EG' '1312100006D']
842,['130890000CK' '130890000HA' '130890000IA' '130890000IB' '130890000MN']
843,['130890000CC' '130890000CM' '130890000FC' '130890000MD' '130890000TC']
844,['130890000DG' '130890000MQ' '130890000TG' '130890000WL' '1312100SS01']
845,['130890000CG' '130890000FE' '130890000MR' '130890000WB']
846,"['130890000BJ' '130890000CG' '130890000FE' '130890000FK' '130890000HH'
 '130890000SM' '13151000046' '13151000047']"
847,"['130890000AI' '130890000CA' '130890000CQ' '130890000MO' '130890000PA'
 '130890000WA']"
848,['130890000AH' '130890000CX' '130890000HF' '130890000MU']
849,['130890000BD' '130890000DC' '130890000HB' '130890000OA' '130890000SA']
850,"['130890000BC' '130890000BG' '130890000CJ' '130890000CW' '130890000DH'
 '130890000ER' '130890000LC' '130890000SA']"
851,"['130890000BC' '130890000BG' '130890000HI' '130890000LB' '130890000WJ'
 '1312100006D' '1312100006I']"
852,['130890000PC' '130890000RL' '130890000SL']
853,"['130890000EE' '130890000EG' '130890000FB' '1312100002E' '1312100006D'
 '1312100006F' '131210002F1']"
854,['130890000MC' '130890000MZ' '130890000RH' '130890000RK' '130890000SL']
855,['130890000EC' '130890000EF' '130890000MH' '130890000TF']
856,['130890000CP' '130890000PH' '130890000SK' '130890000SU' '130890000WK']
857,"['130890000BR' '130890000GC' '130890000ML' '1312100001B' '1312100001P'
 '1312100001R' '1312100001T']"
858,"['130890000LH' '130890000MI' '130890000MZ' '130890000PI' '130890000PR'
 '130890000RH' '130890000RK']"
859,"['130890000CQ' '130890000EA' '130890000FC' '130890000GC' '130890000KA'
 '130890000MP' '130890000PN' '130890000TA' '130890000TC']"
860,"['130890000CJ' '130890000CK' '130890000MG' '130890000MK' '130890000NB'
 '130890000RD' '130890000VB']"
861,"['130890000BM' '130890000FA' '130890000MI' '130890000MV' '130890000PR'
 '130890000SS']"
862,"['130890000CJ' '130890000DH' '130890000ER' '130890000ME' '130890000NB'
 '130890000SB']"
863,['130890000EF' '130890000LV' '130890000MW' '130890000TF' '130890000TH']
864,"['130890000BM' '130890000FA' '130890000MC' '130890000MF' '130890000PI'
 '130890000PR']"
865,"['130890000BE' '130890000BG' '130890000CO' '130890000DC' '130890000HI'
 '130890000SF' '130890000WJ']"
866,"['130890000BD' '130890000BH' '130890000CK' '130890000ME' '130890000MW'
 '130890000ND' '130890000RD' '130890000TH']"
867,"['130890000BL' '130890000CL' '130890000CR' '130890000FC' '130890000GC'
 '130890000MB' '1312100001P' '1312100012M']"
868,"['130890000AA' '130890000DE' '130890000HA' '130890000IB' '130890000JB'
 '130890000RE']"
869,"['130890000AE' '130890000AI' '130890000CT' '130890000CU' '130890000KE'
 '130890000PA']"
870,['130890000EA' '130890000MD' '130890000TA']
871,"['130890000AD' '130890000DG' '130890000DI' '130890000KB' '130890000MS'
 '1312100SS01' '1312100SS17']"
872,"['130890000CG' '130890000FE' '130890000FL' '130890000KC' '130890000OV'
 '130890000RA' '130890000WB']"
873,['130890000DF' '130890000DG' '130890000DI' '130890000GD' '130890000MQ']
874,"['130890000BB' '130890000BR' '130890000PN' '130890000WC' '1312100001B'
 '131210005A2']"
875,"['130890000AH' '130890000GD' '130890000HF' '130890000KG' '130890000PB'
 '1312100SS12' '131210SS08A']"
876,['130890000FA' '130890000MF' '130890000SM' '130890000SS' '130890000WD']
877,"['130890000BD' '130890000EF' '130890000HC' '130890000MH' '130890000MK'
 '130890000TH']"
878,['130890000LH' '130890000MC' '130890000PR' '130890000SL' '130890000WD']
879,"['130890000AE' '130890000CI' '130890000CK' '130890000GA' '130890000ME'
 '130890000MG' '130890000SB' '130890000SC']"
880,['130890000HA' '130890000IA' '130890000SI' '130890000SJ']
881,"['130890000BD' '130890000CW' '130890000MK' '130890000RD' '130890000SA'
 '130890000SN']"
882,['130890000CH' '130890000DA' '130890000TG' '130890000WL' '13135000037']
883,['130890000BG' '130890000DC' '130890000LA' '130890000SA']
884,"['130890000DA' '130890000DB' '130890000DC' '130890000EF' '130890000PF'
 '130890000WI' '13135000038']"
885,['130890000BB' '130890000EA' '130890000FB' '130890000PG' '130890000RN']
886,"['130890000CD' '130890000CR' '130890000CS' '130890000FE' '130890000FL'
 '130890000HH' '130890000MR']"
887,"['130890000AF' '130890000CA' '130890000CT' '130890000KE' '130890000MO'
 '130890000RG' '130890000WA']"
888,"['130890000CH' '130890000DG' '130890000GD' '130890000HF' '130890000MU'
 '130890000TG']"
889,"['130890000LD' '130890000RC' '130890000RF' '130890000RH' '130890000RL'
 '130890000SL' '130890000ST']"
890,['130890000AA' '130890000FM' '130890000RE']
891,"['130890000EC' '130890000EF' '130890000OB' '130890000TF' '13135000038'
 '13135000066']"
892,['130890000CV' '130890000FB' '130890000GA' '130890000OK' '130890000RN']
893,"['130890000CP' '130890000MA' '130890000RC' '130890000RH' '130890000RK'
 '130890000RM' '130890000SK']"
894,"['130890000BM' '130890000GF' '130890000MC' '130890000MI' '130890000RK'
 '130890000RM' '130890000WG' '130890000YA']"
895,"['130890000BB' '130890000BR' '130890000EA' '130890000FC' '130890000GC'
 '130890000MD' '130890000MT' '130890000TA']"
896,"['130890000FA' '130890000MC' '130890000MF' '130890000MI' '130890000MZ'
 '130890000WD']"
897,"['130890000BM' '130890000CB' '130890000CC' '130890000CM' '130890000FL'
 '130890000MR' '130890000SG' '130890000WB']"
898,"['130890000PC' '130890000PH' '130890000RH' '130890000SK' '130890000ST'
 '130890000SV']"
899,['130890000ME' '130890000MK' '130890000ND' '130890000SN' '130890000VB']
900,"['130890000AA' '130890000FM' '130890000HA' '130890000MN' '130890000PE'
 '130890000SJ' '130890000SP']"
901,['130890000PC' '130890000RI' '130890000RL' '130890000SO' '130890000ST']
902,"['130890000AA' '130890000AF' '130890000CT' '130890000CU' '130890000DE'
 '130890000GB' '130890000GF' '130890000PA' '130890000RJ']"
903,"['130890000LH' '130890000MC' '130890000PC' '130890000PH' '130890000RC'
 '130890000RK' '130890000SL']"
904,"['130890000RF' '130890000RL' '130890000SO' '130890000ST' '130890000WN'
 '13135000064' '13135000122']"
905,"['130890000AA' '130890000FM' '130890000GB' '130890000RG' '130890000SU'
 '130890000WG' '130890000WK']"
906,"['130890000LH' '130890000MC' '130890000PH' '130890000PI' '130890000RH'
 '130890000RM' '130890000YA']"
907,"['130890000LD' '130890000PC' '130890000RF' '130890000RI' '130890000SL'
 '13135000122' '132470000BT' '132470000LA']"
908,['130890000CP' '130890000PH' '130890000PI' '130890000RK' '130890000YA']
909,['130890000EA' '130890000GA' '130890000OK' '130890000PG' '130890000WF']
910,"['130890000BD' '130890000BG' '130890000CW' '130890000LA' '130890000LB'
 '130890000ND' '130890000OA']"
911,"['130890000CI' '130890000CV' '130890000DH' '130890000ER' '130890000FB'
 '130890000MG' '130890000NB']"
912,['130890000AE' '130890000CK' '130890000CU' '130890000IB' '130890000NB']
913,"['130890000FM' '130890000HG' '130890000SH' '130890000SI' '130890000SJ'
 '130890000SK' '130890000SP' '130890000SQ' '130890000SU' '130890000SV'
 '130890000WN' '13135000064']"
914,"['130890000AB' '130890000AG' '130890000BI' '1312100007B' '1312100007C'
 '1312100SS14']"
915,['130890000AB' '130890000BE' '130890000BI' '130890000DC' '130890000MJ']
916,"['130890000CA' '130890000CB' '130890000CC' '130890000CM' '130890000RA'
 '130890000WA']"
917,"['130890000HG' '130890000SD' '13135000052' '13135000064' '13135000112'
 '13135000118']"
918,"['130890000BF' '130890000HG' '130890000IA' '130890000NC' '130890000SD'
 '130890000SJ']"
919,"['130890000HA' '130890000NC' '130890000RE' '130890000SD' '130890000SI'
 '130890000SP' '130890000SQ']"
920,"['130890000MA' '130890000PH' '130890000RC' '130890000SD' '130890000SU'
 '130890000SV']"
921,"['130890000LD' '130890000LH' '130890000MZ' '130890000PC' '130890000RH'
 '130890000RL' '130890000SW' '130890000WD' '132470000LA']"
922,"['130890000BJ' '130890000CF' '130890000FA' '130890000FG' '130890000KD'
 '130890000MV' '130890000SS' '130890000WD' '13151000047' '132470000LO']"
923,['130890000CJ' '130890000CW' '130890000ND' '130890000RD' '130890000VB']
924,['130890000RF' '130890000RI' '130890000ST' '130890000WN']
925,['130890000FM' '130890000RE' '130890000SD' '130890000SJ' '130890000SQ']
926,['130890000SD' '130890000SJ' '130890000SP']
927,['130890000AF' '130890000BM' '130890000CA' '130890000CB' '130890000GF']
928,"['130890000BJ' '130890000BM' '130890000CG' '130890000FA' '130890000MF'
 '130890000MV' '130890000SM' '130890000WB']"
929,"['130890000PC' '130890000RC' '130890000RF' '130890000RI' '130890000SO'
 '130890000SV' '130890000WN']"
930,"['130890000FM' '130890000MA' '130890000RJ' '130890000SD' '130890000SK'
 '130890000WG' '130890000WK']"
931,['130890000RC' '130890000SD' '130890000SK' '130890000ST' '130890000WN']
932,['130890000CF' '130890000SL' '130890000WD' '132470000LA' '132470000RO']
933,['130890000EA' '130890000MD' '130890000MP' '130890000PN']
934,['130890000CC' '130890000CQ' '130890000KA' '130890000MD' '130890000WA']
935,"['130890000EC' '130890000LV' '130890000MH' '130890000PF' '130890000TH'
 '13135000012' '13135000066']"
936,"['130890000CH' '130890000DG' '130890000KB' '130890000NF' '130890000PB'
 '130890000WL']"
